
############################
training zipper
############################

Type : zipper Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.31414, avg_reader_cost: 3.22686 sec, avg_batch_cost: 3.35371 sec, avg_samples: 96.0, avg_ips: 28.62505 images/sec.
Type : zipper Train [ Epoch 42/256 iter 2 ] lr: 0.02302, loss: 0.15279, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11265 sec, avg_samples: 96.0, avg_ips: 852.17605 images/sec.
Type : zipper Train [ Epoch 42/256 iter 3 ] lr: 0.02302, loss: 0.23022, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.07256 sec, avg_samples: 48.0, avg_ips: 661.47737 images/sec.
Type : zipper Train [ Epoch 43/256 iter 1 ] lr: 0.02271, loss: 0.15880, avg_reader_cost: 2.25347 sec, avg_batch_cost: 2.36850 sec, avg_samples: 96.0, avg_ips: 40.53195 images/sec.
Type : zipper Train [ Epoch 43/256 iter 2 ] lr: 0.02271, loss: 0.19369, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11485 sec, avg_samples: 96.0, avg_ips: 835.86041 images/sec.
Type : zipper Train [ Epoch 43/256 iter 3 ] lr: 0.02271, loss: 0.13005, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.07146 sec, avg_samples: 48.0, avg_ips: 671.68196 images/sec.
Type : zipper Train [ Epoch 44/256 iter 1 ] lr: 0.02239, loss: 0.20935, avg_reader_cost: 2.46345 sec, avg_batch_cost: 2.57739 sec, avg_samples: 96.0, avg_ips: 37.24692 images/sec.
Type : zipper Train [ Epoch 44/256 iter 2 ] lr: 0.02239, loss: 0.17240, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11369 sec, avg_samples: 96.0, avg_ips: 844.37209 images/sec.
Type : zipper Train [ Epoch 44/256 iter 3 ] lr: 0.02239, loss: 0.18460, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.07900 sec, avg_samples: 48.0, avg_ips: 607.60780 images/sec.
Type : zipper Train [ Epoch 45/256 iter 1 ] lr: 0.02207, loss: 0.16973, avg_reader_cost: 1.78309 sec, avg_batch_cost: 1.89425 sec, avg_samples: 96.0, avg_ips: 50.67975 images/sec.
Type : zipper Train [ Epoch 45/256 iter 2 ] lr: 0.02207, loss: 0.18932, avg_reader_cost: 0.04448 sec, avg_batch_cost: 0.15495 sec, avg_samples: 96.0, avg_ips: 619.53983 images/sec.
Type : zipper Train [ Epoch 45/256 iter 3 ] lr: 0.02207, loss: 0.14283, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.07120 sec, avg_samples: 48.0, avg_ips: 674.11542 images/sec.
Type : zipper Train [ Epoch 46/256 iter 1 ] lr: 0.02174, loss: 0.24405, avg_reader_cost: 2.17885 sec, avg_batch_cost: 2.29262 sec, avg_samples: 96.0, avg_ips: 41.87340 images/sec.
Type : zipper Train [ Epoch 46/256 iter 2 ] lr: 0.02174, loss: 0.13196, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11407 sec, avg_samples: 96.0, avg_ips: 841.59775 images/sec.
Type : zipper Train [ Epoch 46/256 iter 3 ] lr: 0.02174, loss: 0.17914, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.07041 sec, avg_samples: 48.0, avg_ips: 681.75585 images/sec.
Type : zipper Train [ Epoch 47/256 iter 1 ] lr: 0.02141, loss: 0.16592, avg_reader_cost: 2.57953 sec, avg_batch_cost: 2.69400 sec, avg_samples: 96.0, avg_ips: 35.63480 images/sec.
Type : zipper Train [ Epoch 47/256 iter 2 ] lr: 0.02141, loss: 0.12075, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11256 sec, avg_samples: 96.0, avg_ips: 852.88363 images/sec.
Type : zipper Train [ Epoch 47/256 iter 3 ] lr: 0.02141, loss: 0.14321, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.07003 sec, avg_samples: 48.0, avg_ips: 685.46046 images/sec.
Type : zipper Train [ Epoch 48/256 iter 1 ] lr: 0.02108, loss: 0.20306, avg_reader_cost: 2.48419 sec, avg_batch_cost: 2.59744 sec, avg_samples: 96.0, avg_ips: 36.95952 images/sec.
Type : zipper Train [ Epoch 48/256 iter 2 ] lr: 0.02108, loss: 0.19974, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11292 sec, avg_samples: 96.0, avg_ips: 850.19317 images/sec.
Type : zipper Train [ Epoch 48/256 iter 3 ] lr: 0.02108, loss: 0.12043, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.07210 sec, avg_samples: 48.0, avg_ips: 665.72732 images/sec.
Type : zipper Test [ Epoch 48/256 ] test_cost: 6.047441 sec max_auc: 1.00000 roc_auc : 0.998424.
Type : zipper Train [ Epoch 49/256 iter 1 ] lr: 0.02074, loss: 0.17973, avg_reader_cost: 2.39670 sec, avg_batch_cost: 2.51061 sec, avg_samples: 96.0, avg_ips: 38.23765 images/sec.
Type : zipper Train [ Epoch 49/256 iter 2 ] lr: 0.02074, loss: 0.17229, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11284 sec, avg_samples: 96.0, avg_ips: 850.75183 images/sec.
Type : zipper Train [ Epoch 49/256 iter 3 ] lr: 0.02074, loss: 0.15304, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.07219 sec, avg_samples: 48.0, avg_ips: 664.93357 images/sec.
Type : zipper Train [ Epoch 50/256 iter 1 ] lr: 0.02040, loss: 0.10833, avg_reader_cost: 2.38043 sec, avg_batch_cost: 2.49323 sec, avg_samples: 96.0, avg_ips: 38.50435 images/sec.
Type : zipper Train [ Epoch 50/256 iter 2 ] lr: 0.02040, loss: 0.12751, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11572 sec, avg_samples: 96.0, avg_ips: 829.60209 images/sec.
Type : zipper Train [ Epoch 50/256 iter 3 ] lr: 0.02040, loss: 0.22077, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.07212 sec, avg_samples: 48.0, avg_ips: 665.55125 images/sec.
Type : zipper Train [ Epoch 51/256 iter 1 ] lr: 0.02005, loss: 0.15964, avg_reader_cost: 2.33764 sec, avg_batch_cost: 2.45109 sec, avg_samples: 96.0, avg_ips: 39.16624 images/sec.
Type : zipper Train [ Epoch 51/256 iter 2 ] lr: 0.02005, loss: 0.12190, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11430 sec, avg_samples: 96.0, avg_ips: 839.92646 images/sec.
Type : zipper Train [ Epoch 51/256 iter 3 ] lr: 0.02005, loss: 0.17906, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.07239 sec, avg_samples: 48.0, avg_ips: 663.08739 images/sec.
Type : zipper Train [ Epoch 52/256 iter 1 ] lr: 0.01971, loss: 0.19022, avg_reader_cost: 2.24245 sec, avg_batch_cost: 2.35609 sec, avg_samples: 96.0, avg_ips: 40.74540 images/sec.
Type : zipper Train [ Epoch 52/256 iter 2 ] lr: 0.01971, loss: 0.15024, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11348 sec, avg_samples: 96.0, avg_ips: 845.92960 images/sec.
Type : zipper Train [ Epoch 52/256 iter 3 ] lr: 0.01971, loss: 0.20389, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.07299 sec, avg_samples: 48.0, avg_ips: 657.66783 images/sec.
Type : zipper Train [ Epoch 53/256 iter 1 ] lr: 0.01935, loss: 0.13510, avg_reader_cost: 2.64044 sec, avg_batch_cost: 2.76807 sec, avg_samples: 96.0, avg_ips: 34.68114 images/sec.
Type : zipper Train [ Epoch 53/256 iter 2 ] lr: 0.01935, loss: 0.13185, avg_reader_cost: 0.00074 sec, avg_batch_cost: 0.11584 sec, avg_samples: 96.0, avg_ips: 828.73640 images/sec.
Type : zipper Train [ Epoch 53/256 iter 3 ] lr: 0.01935, loss: 0.11908, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.07210 sec, avg_samples: 48.0, avg_ips: 665.75814 images/sec.
Type : zipper Train [ Epoch 54/256 iter 1 ] lr: 0.01900, loss: 0.15674, avg_reader_cost: 2.41472 sec, avg_batch_cost: 2.52853 sec, avg_samples: 96.0, avg_ips: 37.96666 images/sec.
Type : zipper Train [ Epoch 54/256 iter 2 ] lr: 0.01900, loss: 0.11397, avg_reader_cost: 0.00043 sec, avg_batch_cost: 0.11841 sec, avg_samples: 96.0, avg_ips: 810.74648 images/sec.
Type : zipper Train [ Epoch 54/256 iter 3 ] lr: 0.01900, loss: 0.15782, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.07161 sec, avg_samples: 48.0, avg_ips: 670.25752 images/sec.
Type : zipper Train [ Epoch 55/256 iter 1 ] lr: 0.01864, loss: 0.11623, avg_reader_cost: 2.07904 sec, avg_batch_cost: 2.19262 sec, avg_samples: 96.0, avg_ips: 43.78320 images/sec.
Type : zipper Train [ Epoch 55/256 iter 2 ] lr: 0.01864, loss: 0.11207, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11613 sec, avg_samples: 96.0, avg_ips: 826.63860 images/sec.
Type : zipper Train [ Epoch 55/256 iter 3 ] lr: 0.01864, loss: 0.19258, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.07412 sec, avg_samples: 48.0, avg_ips: 647.58352 images/sec.
Type : zipper Train [ Epoch 56/256 iter 1 ] lr: 0.01829, loss: 0.12601, avg_reader_cost: 2.19539 sec, avg_batch_cost: 2.31156 sec, avg_samples: 96.0, avg_ips: 41.53032 images/sec.
Type : zipper Train [ Epoch 56/256 iter 2 ] lr: 0.01829, loss: 0.14384, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11339 sec, avg_samples: 96.0, avg_ips: 846.63396 images/sec.
Type : zipper Train [ Epoch 56/256 iter 3 ] lr: 0.01829, loss: 0.12519, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.07371 sec, avg_samples: 48.0, avg_ips: 651.17569 images/sec.
Type : zipper Test [ Epoch 56/256 ] test_cost: 6.073386 sec max_auc: 1.00000 roc_auc : 0.999475.
Type : zipper Train [ Epoch 57/256 iter 1 ] lr: 0.01793, loss: 0.11497, avg_reader_cost: 2.38154 sec, avg_batch_cost: 2.49629 sec, avg_samples: 96.0, avg_ips: 38.45700 images/sec.
Type : zipper Train [ Epoch 57/256 iter 2 ] lr: 0.01793, loss: 0.12043, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11267 sec, avg_samples: 96.0, avg_ips: 852.08047 images/sec.
Type : zipper Train [ Epoch 57/256 iter 3 ] lr: 0.01793, loss: 0.17833, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.07336 sec, avg_samples: 48.0, avg_ips: 654.30783 images/sec.
Type : zipper Train [ Epoch 58/256 iter 1 ] lr: 0.01756, loss: 0.15199, avg_reader_cost: 2.35649 sec, avg_batch_cost: 2.46981 sec, avg_samples: 96.0, avg_ips: 38.86935 images/sec.
Type : zipper Train [ Epoch 58/256 iter 2 ] lr: 0.01756, loss: 0.11106, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11904 sec, avg_samples: 96.0, avg_ips: 806.42892 images/sec.
Type : zipper Train [ Epoch 58/256 iter 3 ] lr: 0.01756, loss: 0.23832, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.07152 sec, avg_samples: 48.0, avg_ips: 671.18037 images/sec.
Type : zipper Train [ Epoch 59/256 iter 1 ] lr: 0.01720, loss: 0.13955, avg_reader_cost: 2.65393 sec, avg_batch_cost: 2.76711 sec, avg_samples: 96.0, avg_ips: 34.69327 images/sec.
Type : zipper Train [ Epoch 59/256 iter 2 ] lr: 0.01720, loss: 0.15816, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11647 sec, avg_samples: 96.0, avg_ips: 824.24926 images/sec.
Type : zipper Train [ Epoch 59/256 iter 3 ] lr: 0.01720, loss: 0.08693, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.07178 sec, avg_samples: 48.0, avg_ips: 668.68583 images/sec.
Type : zipper Train [ Epoch 60/256 iter 1 ] lr: 0.01684, loss: 0.15561, avg_reader_cost: 2.45429 sec, avg_batch_cost: 2.56940 sec, avg_samples: 96.0, avg_ips: 37.36286 images/sec.
Type : zipper Train [ Epoch 60/256 iter 2 ] lr: 0.01684, loss: 0.13103, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11323 sec, avg_samples: 96.0, avg_ips: 847.83728 images/sec.
Type : zipper Train [ Epoch 60/256 iter 3 ] lr: 0.01684, loss: 0.08724, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.07218 sec, avg_samples: 48.0, avg_ips: 664.96871 images/sec.
Type : zipper Train [ Epoch 61/256 iter 1 ] lr: 0.01647, loss: 0.07017, avg_reader_cost: 2.51826 sec, avg_batch_cost: 2.63584 sec, avg_samples: 96.0, avg_ips: 36.42105 images/sec.
Type : zipper Train [ Epoch 61/256 iter 2 ] lr: 0.01647, loss: 0.10385, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11472 sec, avg_samples: 96.0, avg_ips: 836.80192 images/sec.
Type : zipper Train [ Epoch 61/256 iter 3 ] lr: 0.01647, loss: 0.12658, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.07405 sec, avg_samples: 48.0, avg_ips: 648.23198 images/sec.
Type : zipper Train [ Epoch 62/256 iter 1 ] lr: 0.01610, loss: 0.16185, avg_reader_cost: 2.65339 sec, avg_batch_cost: 2.77024 sec, avg_samples: 96.0, avg_ips: 34.65410 images/sec.
Type : zipper Train [ Epoch 62/256 iter 2 ] lr: 0.01610, loss: 0.13596, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11420 sec, avg_samples: 96.0, avg_ips: 840.59979 images/sec.
Type : zipper Train [ Epoch 62/256 iter 3 ] lr: 0.01610, loss: 0.12226, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.07346 sec, avg_samples: 48.0, avg_ips: 653.45621 images/sec.
Type : zipper Train [ Epoch 63/256 iter 1 ] lr: 0.01574, loss: 0.13009, avg_reader_cost: 2.38513 sec, avg_batch_cost: 2.50195 sec, avg_samples: 96.0, avg_ips: 38.37012 images/sec.
Type : zipper Train [ Epoch 63/256 iter 2 ] lr: 0.01574, loss: 0.17755, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11412 sec, avg_samples: 96.0, avg_ips: 841.21269 images/sec.
Type : zipper Train [ Epoch 63/256 iter 3 ] lr: 0.01574, loss: 0.16161, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.07193 sec, avg_samples: 48.0, avg_ips: 667.32935 images/sec.
Type : zipper Train [ Epoch 64/256 iter 1 ] lr: 0.01537, loss: 0.19498, avg_reader_cost: 2.43329 sec, avg_batch_cost: 2.55245 sec, avg_samples: 96.0, avg_ips: 37.61091 images/sec.
Type : zipper Train [ Epoch 64/256 iter 2 ] lr: 0.01537, loss: 0.11510, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.11329 sec, avg_samples: 96.0, avg_ips: 847.38764 images/sec.
Type : zipper Train [ Epoch 64/256 iter 3 ] lr: 0.01537, loss: 0.16254, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.07184 sec, avg_samples: 48.0, avg_ips: 668.12439 images/sec.
Type : zipper Test [ Epoch 64/256 ] test_cost: 5.785461 sec max_auc: 1.00000 roc_auc : 0.999475.
Type : zipper Train [ Epoch 65/256 iter 1 ] lr: 0.01500, loss: 0.13681, avg_reader_cost: 2.44617 sec, avg_batch_cost: 2.56578 sec, avg_samples: 96.0, avg_ips: 37.41554 images/sec.
Type : zipper Train [ Epoch 65/256 iter 2 ] lr: 0.01500, loss: 0.12685, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.11624 sec, avg_samples: 96.0, avg_ips: 825.86716 images/sec.
Type : zipper Train [ Epoch 65/256 iter 3 ] lr: 0.01500, loss: 0.10567, avg_reader_cost: 0.00044 sec, avg_batch_cost: 0.07126 sec, avg_samples: 48.0, avg_ips: 673.56286 images/sec.
Type : zipper Train [ Epoch 66/256 iter 1 ] lr: 0.01463, loss: 0.17227, avg_reader_cost: 2.27890 sec, avg_batch_cost: 2.39620 sec, avg_samples: 96.0, avg_ips: 40.06350 images/sec.
Type : zipper Train [ Epoch 66/256 iter 2 ] lr: 0.01463, loss: 0.15344, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11412 sec, avg_samples: 96.0, avg_ips: 841.20390 images/sec.
Type : zipper Train [ Epoch 66/256 iter 3 ] lr: 0.01463, loss: 0.13875, avg_reader_cost: 0.00054 sec, avg_batch_cost: 0.07465 sec, avg_samples: 48.0, avg_ips: 643.04337 images/sec.
Type : zipper Train [ Epoch 67/256 iter 1 ] lr: 0.01426, loss: 0.12170, avg_reader_cost: 2.28954 sec, avg_batch_cost: 2.40786 sec, avg_samples: 96.0, avg_ips: 39.86943 images/sec.
Type : zipper Train [ Epoch 67/256 iter 2 ] lr: 0.01426, loss: 0.12575, avg_reader_cost: 0.00039 sec, avg_batch_cost: 0.11175 sec, avg_samples: 96.0, avg_ips: 859.07410 images/sec.
Type : zipper Train [ Epoch 67/256 iter 3 ] lr: 0.01426, loss: 0.11535, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.06922 sec, avg_samples: 48.0, avg_ips: 693.46920 images/sec.
Type : zipper Train [ Epoch 68/256 iter 1 ] lr: 0.01390, loss: 0.09273, avg_reader_cost: 2.21863 sec, avg_batch_cost: 2.33190 sec, avg_samples: 96.0, avg_ips: 41.16822 images/sec.
Type : zipper Train [ Epoch 68/256 iter 2 ] lr: 0.01390, loss: 0.13603, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11237 sec, avg_samples: 96.0, avg_ips: 854.32407 images/sec.
Type : zipper Train [ Epoch 68/256 iter 3 ] lr: 0.01390, loss: 0.10670, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.06977 sec, avg_samples: 48.0, avg_ips: 688.02318 images/sec.
Type : zipper Train [ Epoch 69/256 iter 1 ] lr: 0.01353, loss: 0.15690, avg_reader_cost: 2.19382 sec, avg_batch_cost: 2.30810 sec, avg_samples: 96.0, avg_ips: 41.59274 images/sec.
Type : zipper Train [ Epoch 69/256 iter 2 ] lr: 0.01353, loss: 0.15202, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11129 sec, avg_samples: 96.0, avg_ips: 862.58180 images/sec.
Type : zipper Train [ Epoch 69/256 iter 3 ] lr: 0.01353, loss: 0.07717, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.07146 sec, avg_samples: 48.0, avg_ips: 671.74247 images/sec.
Type : zipper Train [ Epoch 70/256 iter 1 ] lr: 0.01316, loss: 0.09281, avg_reader_cost: 2.18877 sec, avg_batch_cost: 2.30283 sec, avg_samples: 96.0, avg_ips: 41.68789 images/sec.
Type : zipper Train [ Epoch 70/256 iter 2 ] lr: 0.01316, loss: 0.12009, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11224 sec, avg_samples: 96.0, avg_ips: 855.31674 images/sec.
Type : zipper Train [ Epoch 70/256 iter 3 ] lr: 0.01316, loss: 0.19307, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.07167 sec, avg_samples: 48.0, avg_ips: 669.76474 images/sec.
Type : zipper Train [ Epoch 71/256 iter 1 ] lr: 0.01280, loss: 0.17116, avg_reader_cost: 2.05419 sec, avg_batch_cost: 2.17038 sec, avg_samples: 96.0, avg_ips: 44.23189 images/sec.
Type : zipper Train [ Epoch 71/256 iter 2 ] lr: 0.01280, loss: 0.13627, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11407 sec, avg_samples: 96.0, avg_ips: 841.61710 images/sec.
Type : zipper Train [ Epoch 71/256 iter 3 ] lr: 0.01280, loss: 0.11093, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.07260 sec, avg_samples: 48.0, avg_ips: 661.19930 images/sec.
Type : zipper Train [ Epoch 72/256 iter 1 ] lr: 0.01244, loss: 0.19328, avg_reader_cost: 2.23509 sec, avg_batch_cost: 2.34886 sec, avg_samples: 96.0, avg_ips: 40.87092 images/sec.
Type : zipper Train [ Epoch 72/256 iter 2 ] lr: 0.01244, loss: 0.11519, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11162 sec, avg_samples: 96.0, avg_ips: 860.09622 images/sec.
Type : zipper Train [ Epoch 72/256 iter 3 ] lr: 0.01244, loss: 0.09085, avg_reader_cost: 0.00038 sec, avg_batch_cost: 0.07172 sec, avg_samples: 48.0, avg_ips: 669.28158 images/sec.
Type : zipper Test [ Epoch 72/256 ] test_cost: 6.050621 sec max_auc: 1.00000 roc_auc : 0.998424.
Type : zipper Train [ Epoch 73/256 iter 1 ] lr: 0.01207, loss: 0.12557, avg_reader_cost: 2.21285 sec, avg_batch_cost: 2.32758 sec, avg_samples: 96.0, avg_ips: 41.24457 images/sec.
Type : zipper Train [ Epoch 73/256 iter 2 ] lr: 0.01207, loss: 0.16002, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11356 sec, avg_samples: 96.0, avg_ips: 845.39145 images/sec.
Type : zipper Train [ Epoch 73/256 iter 3 ] lr: 0.01207, loss: 0.14387, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.07225 sec, avg_samples: 48.0, avg_ips: 664.33238 images/sec.
Type : zipper Train [ Epoch 74/256 iter 1 ] lr: 0.01171, loss: 0.13468, avg_reader_cost: 2.15028 sec, avg_batch_cost: 2.26842 sec, avg_samples: 96.0, avg_ips: 42.32017 images/sec.
Type : zipper Train [ Epoch 74/256 iter 2 ] lr: 0.01171, loss: 0.12205, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11415 sec, avg_samples: 96.0, avg_ips: 840.97199 images/sec.
Type : zipper Train [ Epoch 74/256 iter 3 ] lr: 0.01171, loss: 0.07944, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.07110 sec, avg_samples: 48.0, avg_ips: 675.10778 images/sec.
Type : zipper Train [ Epoch 75/256 iter 1 ] lr: 0.01136, loss: 0.15395, avg_reader_cost: 2.58561 sec, avg_batch_cost: 2.69974 sec, avg_samples: 96.0, avg_ips: 35.55904 images/sec.
Type : zipper Train [ Epoch 75/256 iter 2 ] lr: 0.01136, loss: 0.12285, avg_reader_cost: 0.00036 sec, avg_batch_cost: 0.11470 sec, avg_samples: 96.0, avg_ips: 836.99500 images/sec.
Type : zipper Train [ Epoch 75/256 iter 3 ] lr: 0.01136, loss: 0.16787, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.07179 sec, avg_samples: 48.0, avg_ips: 668.63031 images/sec.
Type : zipper Train [ Epoch 76/256 iter 1 ] lr: 0.01100, loss: 0.15250, avg_reader_cost: 2.26089 sec, avg_batch_cost: 2.37525 sec, avg_samples: 96.0, avg_ips: 40.41684 images/sec.
Type : zipper Train [ Epoch 76/256 iter 2 ] lr: 0.01100, loss: 0.10198, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.11572 sec, avg_samples: 96.0, avg_ips: 829.57988 images/sec.
Type : zipper Train [ Epoch 76/256 iter 3 ] lr: 0.01100, loss: 0.12777, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.07649 sec, avg_samples: 48.0, avg_ips: 627.55710 images/sec.
Type : zipper Train [ Epoch 77/256 iter 1 ] lr: 0.01065, loss: 0.13065, avg_reader_cost: 2.29595 sec, avg_batch_cost: 2.41105 sec, avg_samples: 96.0, avg_ips: 39.81665 images/sec.
Type : zipper Train [ Epoch 77/256 iter 2 ] lr: 0.01065, loss: 0.14457, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11504 sec, avg_samples: 96.0, avg_ips: 834.48670 images/sec.
Type : zipper Train [ Epoch 77/256 iter 3 ] lr: 0.01065, loss: 0.10860, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.07019 sec, avg_samples: 48.0, avg_ips: 683.89573 images/sec.
Type : zipper Train [ Epoch 78/256 iter 1 ] lr: 0.01029, loss: 0.11826, avg_reader_cost: 2.51596 sec, avg_batch_cost: 2.63127 sec, avg_samples: 96.0, avg_ips: 36.48422 images/sec.
Type : zipper Train [ Epoch 78/256 iter 2 ] lr: 0.01029, loss: 0.19246, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11210 sec, avg_samples: 96.0, avg_ips: 856.34996 images/sec.
Type : zipper Train [ Epoch 78/256 iter 3 ] lr: 0.01029, loss: 0.13135, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.07112 sec, avg_samples: 48.0, avg_ips: 674.91315 images/sec.
Type : zipper Train [ Epoch 79/256 iter 1 ] lr: 0.00995, loss: 0.12122, avg_reader_cost: 2.21517 sec, avg_batch_cost: 2.32941 sec, avg_samples: 96.0, avg_ips: 41.21216 images/sec.
Type : zipper Train [ Epoch 79/256 iter 2 ] lr: 0.00995, loss: 0.12709, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.11672 sec, avg_samples: 96.0, avg_ips: 822.50663 images/sec.
Type : zipper Train [ Epoch 79/256 iter 3 ] lr: 0.00995, loss: 0.10704, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.07040 sec, avg_samples: 48.0, avg_ips: 681.78817 images/sec.
Type : zipper Train [ Epoch 80/256 iter 1 ] lr: 0.00960, loss: 0.08044, avg_reader_cost: 1.77319 sec, avg_batch_cost: 1.88719 sec, avg_samples: 96.0, avg_ips: 50.86916 images/sec.
Type : zipper Train [ Epoch 80/256 iter 2 ] lr: 0.00960, loss: 0.11515, avg_reader_cost: 0.31503 sec, avg_batch_cost: 0.42907 sec, avg_samples: 96.0, avg_ips: 223.73760 images/sec.
Type : zipper Train [ Epoch 80/256 iter 3 ] lr: 0.00960, loss: 0.15449, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.07091 sec, avg_samples: 48.0, avg_ips: 676.94648 images/sec.
Type : zipper Test [ Epoch 80/256 ] test_cost: 7.008614 sec max_auc: 1.00000 roc_auc : 0.996849.
Type : zipper Train [ Epoch 81/256 iter 1 ] lr: 0.00926, loss: 0.09577, avg_reader_cost: 2.53415 sec, avg_batch_cost: 2.64994 sec, avg_samples: 96.0, avg_ips: 36.22723 images/sec.
Type : zipper Train [ Epoch 81/256 iter 2 ] lr: 0.00926, loss: 0.10450, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.12296 sec, avg_samples: 96.0, avg_ips: 780.74113 images/sec.
Type : zipper Train [ Epoch 81/256 iter 3 ] lr: 0.00926, loss: 0.20338, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.07178 sec, avg_samples: 48.0, avg_ips: 668.67472 images/sec.
Type : zipper Train [ Epoch 82/256 iter 1 ] lr: 0.00892, loss: 0.06955, avg_reader_cost: 2.38693 sec, avg_batch_cost: 2.50075 sec, avg_samples: 96.0, avg_ips: 38.38851 images/sec.
Type : zipper Train [ Epoch 82/256 iter 2 ] lr: 0.00892, loss: 0.18138, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11449 sec, avg_samples: 96.0, avg_ips: 838.51317 images/sec.
Type : zipper Train [ Epoch 82/256 iter 3 ] lr: 0.00892, loss: 0.15196, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.07274 sec, avg_samples: 48.0, avg_ips: 659.88381 images/sec.
Type : zipper Train [ Epoch 83/256 iter 1 ] lr: 0.00859, loss: 0.09620, avg_reader_cost: 2.35545 sec, avg_batch_cost: 2.47189 sec, avg_samples: 96.0, avg_ips: 38.83661 images/sec.
Type : zipper Train [ Epoch 83/256 iter 2 ] lr: 0.00859, loss: 0.14091, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.11270 sec, avg_samples: 96.0, avg_ips: 851.84973 images/sec.
