
############################
training capsule
############################

Type : capsule Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.28881, avg_reader_cost: 2.46646 sec, avg_batch_cost: 4.94863 sec, avg_samples: 96.0, avg_ips: 19.39931 images/sec.
Type : capsule Train [ Epoch 42/256 iter 2 ] lr: 0.02302, loss: 0.12803, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11546 sec, avg_samples: 96.0, avg_ips: 831.46080 images/sec.
Type : capsule Train [ Epoch 42/256 iter 3 ] lr: 0.02302, loss: 0.05314, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.05499 sec, avg_samples: 27.0, avg_ips: 490.98086 images/sec.
Type : capsule Train [ Epoch 43/256 iter 1 ] lr: 0.02271, loss: 0.07081, avg_reader_cost: 2.67043 sec, avg_batch_cost: 2.78337 sec, avg_samples: 96.0, avg_ips: 34.49062 images/sec.
Type : capsule Train [ Epoch 43/256 iter 2 ] lr: 0.02271, loss: 0.07299, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11309 sec, avg_samples: 96.0, avg_ips: 848.87934 images/sec.
Type : capsule Train [ Epoch 43/256 iter 3 ] lr: 0.02271, loss: 0.09670, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.05085 sec, avg_samples: 27.0, avg_ips: 530.92705 images/sec.
Type : capsule Train [ Epoch 44/256 iter 1 ] lr: 0.02239, loss: 0.05579, avg_reader_cost: 2.80362 sec, avg_batch_cost: 2.91844 sec, avg_samples: 96.0, avg_ips: 32.89430 images/sec.
Type : capsule Train [ Epoch 44/256 iter 2 ] lr: 0.02239, loss: 0.09624, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11160 sec, avg_samples: 96.0, avg_ips: 860.20647 images/sec.
Type : capsule Train [ Epoch 44/256 iter 3 ] lr: 0.02239, loss: 0.04512, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.05156 sec, avg_samples: 27.0, avg_ips: 523.66978 images/sec.
Type : capsule Train [ Epoch 45/256 iter 1 ] lr: 0.02207, loss: 0.06440, avg_reader_cost: 2.57802 sec, avg_batch_cost: 2.69155 sec, avg_samples: 96.0, avg_ips: 35.66716 images/sec.
Type : capsule Train [ Epoch 45/256 iter 2 ] lr: 0.02207, loss: 0.04719, avg_reader_cost: 0.05622 sec, avg_batch_cost: 0.16704 sec, avg_samples: 96.0, avg_ips: 574.72785 images/sec.
Type : capsule Train [ Epoch 45/256 iter 3 ] lr: 0.02207, loss: 0.08388, avg_reader_cost: 0.00038 sec, avg_batch_cost: 0.05280 sec, avg_samples: 27.0, avg_ips: 511.38500 images/sec.
Type : capsule Train [ Epoch 46/256 iter 1 ] lr: 0.02174, loss: 0.05214, avg_reader_cost: 2.96652 sec, avg_batch_cost: 3.08162 sec, avg_samples: 96.0, avg_ips: 31.15246 images/sec.
Type : capsule Train [ Epoch 46/256 iter 2 ] lr: 0.02174, loss: 0.06197, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11241 sec, avg_samples: 96.0, avg_ips: 853.98705 images/sec.
Type : capsule Train [ Epoch 46/256 iter 3 ] lr: 0.02174, loss: 0.05691, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05158 sec, avg_samples: 27.0, avg_ips: 523.45677 images/sec.
Type : capsule Train [ Epoch 47/256 iter 1 ] lr: 0.02141, loss: 0.06953, avg_reader_cost: 2.71434 sec, avg_batch_cost: 2.82807 sec, avg_samples: 96.0, avg_ips: 33.94536 images/sec.
Type : capsule Train [ Epoch 47/256 iter 2 ] lr: 0.02141, loss: 0.05528, avg_reader_cost: 0.04883 sec, avg_batch_cost: 0.16009 sec, avg_samples: 96.0, avg_ips: 599.66102 images/sec.
Type : capsule Train [ Epoch 47/256 iter 3 ] lr: 0.02141, loss: 0.05034, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.05067 sec, avg_samples: 27.0, avg_ips: 532.89324 images/sec.
Type : capsule Train [ Epoch 48/256 iter 1 ] lr: 0.02108, loss: 0.07498, avg_reader_cost: 2.73349 sec, avg_batch_cost: 2.85017 sec, avg_samples: 96.0, avg_ips: 33.68215 images/sec.
Type : capsule Train [ Epoch 48/256 iter 2 ] lr: 0.02108, loss: 0.04892, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11153 sec, avg_samples: 96.0, avg_ips: 860.72133 images/sec.
Type : capsule Train [ Epoch 48/256 iter 3 ] lr: 0.02108, loss: 0.07445, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04970 sec, avg_samples: 27.0, avg_ips: 543.28538 images/sec.
Type : capsule Test [ Epoch 48/256 ] test_cost: 11.565396 sec max_auc: 0.87156 roc_auc : 0.848823.
Type : capsule Train [ Epoch 49/256 iter 1 ] lr: 0.02074, loss: 0.14653, avg_reader_cost: 2.89439 sec, avg_batch_cost: 3.00956 sec, avg_samples: 96.0, avg_ips: 31.89838 images/sec.
Type : capsule Train [ Epoch 49/256 iter 2 ] lr: 0.02074, loss: 0.08348, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11100 sec, avg_samples: 96.0, avg_ips: 864.85139 images/sec.
Type : capsule Train [ Epoch 49/256 iter 3 ] lr: 0.02074, loss: 0.06095, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.05012 sec, avg_samples: 27.0, avg_ips: 538.66999 images/sec.
Type : capsule Train [ Epoch 50/256 iter 1 ] lr: 0.02040, loss: 0.07595, avg_reader_cost: 2.86381 sec, avg_batch_cost: 2.97783 sec, avg_samples: 96.0, avg_ips: 32.23821 images/sec.
Type : capsule Train [ Epoch 50/256 iter 2 ] lr: 0.02040, loss: 0.08353, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.11415 sec, avg_samples: 96.0, avg_ips: 841.00009 images/sec.
Type : capsule Train [ Epoch 50/256 iter 3 ] lr: 0.02040, loss: 0.01481, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05507 sec, avg_samples: 27.0, avg_ips: 490.29639 images/sec.
Type : capsule Train [ Epoch 51/256 iter 1 ] lr: 0.02005, loss: 0.07412, avg_reader_cost: 3.27414 sec, avg_batch_cost: 3.38822 sec, avg_samples: 96.0, avg_ips: 28.33344 images/sec.
Type : capsule Train [ Epoch 51/256 iter 2 ] lr: 0.02005, loss: 0.07366, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11298 sec, avg_samples: 96.0, avg_ips: 849.73744 images/sec.
Type : capsule Train [ Epoch 51/256 iter 3 ] lr: 0.02005, loss: 0.01059, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04946 sec, avg_samples: 27.0, avg_ips: 545.92535 images/sec.
Type : capsule Train [ Epoch 52/256 iter 1 ] lr: 0.01971, loss: 0.07039, avg_reader_cost: 2.94511 sec, avg_batch_cost: 3.05940 sec, avg_samples: 96.0, avg_ips: 31.37871 images/sec.
Type : capsule Train [ Epoch 52/256 iter 2 ] lr: 0.01971, loss: 0.06649, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11152 sec, avg_samples: 96.0, avg_ips: 860.84094 images/sec.
Type : capsule Train [ Epoch 52/256 iter 3 ] lr: 0.01971, loss: 0.05981, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05038 sec, avg_samples: 27.0, avg_ips: 535.87633 images/sec.
Type : capsule Train [ Epoch 53/256 iter 1 ] lr: 0.01935, loss: 0.12338, avg_reader_cost: 2.68223 sec, avg_batch_cost: 2.79497 sec, avg_samples: 96.0, avg_ips: 34.34744 images/sec.
Type : capsule Train [ Epoch 53/256 iter 2 ] lr: 0.01935, loss: 0.05377, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11394 sec, avg_samples: 96.0, avg_ips: 842.55047 images/sec.
Type : capsule Train [ Epoch 53/256 iter 3 ] lr: 0.01935, loss: 0.01816, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.05012 sec, avg_samples: 27.0, avg_ips: 538.66743 images/sec.
Type : capsule Train [ Epoch 54/256 iter 1 ] lr: 0.01900, loss: 0.08011, avg_reader_cost: 2.91067 sec, avg_batch_cost: 3.02635 sec, avg_samples: 96.0, avg_ips: 31.72135 images/sec.
Type : capsule Train [ Epoch 54/256 iter 2 ] lr: 0.01900, loss: 0.11561, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11397 sec, avg_samples: 96.0, avg_ips: 842.30019 images/sec.
Type : capsule Train [ Epoch 54/256 iter 3 ] lr: 0.01900, loss: 0.08686, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.05031 sec, avg_samples: 27.0, avg_ips: 536.65847 images/sec.
Type : capsule Train [ Epoch 55/256 iter 1 ] lr: 0.01864, loss: 0.05451, avg_reader_cost: 2.81636 sec, avg_batch_cost: 2.92813 sec, avg_samples: 96.0, avg_ips: 32.78546 images/sec.
Type : capsule Train [ Epoch 55/256 iter 2 ] lr: 0.01864, loss: 0.03102, avg_reader_cost: 0.04928 sec, avg_batch_cost: 0.16091 sec, avg_samples: 96.0, avg_ips: 596.59041 images/sec.
Type : capsule Train [ Epoch 55/256 iter 3 ] lr: 0.01864, loss: 0.01258, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04978 sec, avg_samples: 27.0, avg_ips: 542.39807 images/sec.
Type : capsule Train [ Epoch 56/256 iter 1 ] lr: 0.01829, loss: 0.09437, avg_reader_cost: 2.76390 sec, avg_batch_cost: 2.87639 sec, avg_samples: 96.0, avg_ips: 33.37515 images/sec.
Type : capsule Train [ Epoch 56/256 iter 2 ] lr: 0.01829, loss: 0.02257, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11437 sec, avg_samples: 96.0, avg_ips: 839.38192 images/sec.
Type : capsule Train [ Epoch 56/256 iter 3 ] lr: 0.01829, loss: 0.05550, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04974 sec, avg_samples: 27.0, avg_ips: 542.86869 images/sec.
Type : capsule Test [ Epoch 56/256 ] test_cost: 12.073688 sec max_auc: 0.87156 roc_auc : 0.849621.
Type : capsule Train [ Epoch 57/256 iter 1 ] lr: 0.01793, loss: 0.06234, avg_reader_cost: 2.54232 sec, avg_batch_cost: 2.65603 sec, avg_samples: 96.0, avg_ips: 36.14414 images/sec.
Type : capsule Train [ Epoch 57/256 iter 2 ] lr: 0.01793, loss: 0.13012, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.11531 sec, avg_samples: 96.0, avg_ips: 832.50945 images/sec.
Type : capsule Train [ Epoch 57/256 iter 3 ] lr: 0.01793, loss: 0.05834, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.05133 sec, avg_samples: 27.0, avg_ips: 525.97795 images/sec.
Type : capsule Train [ Epoch 58/256 iter 1 ] lr: 0.01756, loss: 0.10153, avg_reader_cost: 2.78531 sec, avg_batch_cost: 2.89770 sec, avg_samples: 96.0, avg_ips: 33.12967 images/sec.
Type : capsule Train [ Epoch 58/256 iter 2 ] lr: 0.01756, loss: 0.03054, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11132 sec, avg_samples: 96.0, avg_ips: 862.41737 images/sec.
Type : capsule Train [ Epoch 58/256 iter 3 ] lr: 0.01756, loss: 0.01557, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04980 sec, avg_samples: 27.0, avg_ips: 542.19551 images/sec.
Type : capsule Train [ Epoch 59/256 iter 1 ] lr: 0.01720, loss: 0.03991, avg_reader_cost: 2.66947 sec, avg_batch_cost: 2.78237 sec, avg_samples: 96.0, avg_ips: 34.50293 images/sec.
Type : capsule Train [ Epoch 59/256 iter 2 ] lr: 0.01720, loss: 0.03349, avg_reader_cost: 0.04399 sec, avg_batch_cost: 0.15448 sec, avg_samples: 96.0, avg_ips: 621.45797 images/sec.
Type : capsule Train [ Epoch 59/256 iter 3 ] lr: 0.01720, loss: 0.16326, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.04907 sec, avg_samples: 27.0, avg_ips: 550.28382 images/sec.
Type : capsule Train [ Epoch 60/256 iter 1 ] lr: 0.01684, loss: 0.06474, avg_reader_cost: 2.82282 sec, avg_batch_cost: 2.93600 sec, avg_samples: 96.0, avg_ips: 32.69759 images/sec.
Type : capsule Train [ Epoch 60/256 iter 2 ] lr: 0.01684, loss: 0.05222, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11416 sec, avg_samples: 96.0, avg_ips: 840.88945 images/sec.
Type : capsule Train [ Epoch 60/256 iter 3 ] lr: 0.01684, loss: 0.03903, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05001 sec, avg_samples: 27.0, avg_ips: 539.85636 images/sec.
Type : capsule Train [ Epoch 61/256 iter 1 ] lr: 0.01647, loss: 0.07141, avg_reader_cost: 2.89475 sec, avg_batch_cost: 3.00769 sec, avg_samples: 96.0, avg_ips: 31.91818 images/sec.
Type : capsule Train [ Epoch 61/256 iter 2 ] lr: 0.01647, loss: 0.08934, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11297 sec, avg_samples: 96.0, avg_ips: 849.81097 images/sec.
Type : capsule Train [ Epoch 61/256 iter 3 ] lr: 0.01647, loss: 0.11769, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.05008 sec, avg_samples: 27.0, avg_ips: 539.16753 images/sec.
Type : capsule Train [ Epoch 62/256 iter 1 ] lr: 0.01610, loss: 0.09426, avg_reader_cost: 2.75894 sec, avg_batch_cost: 2.87156 sec, avg_samples: 96.0, avg_ips: 33.43131 images/sec.
Type : capsule Train [ Epoch 62/256 iter 2 ] lr: 0.01610, loss: 0.07043, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11233 sec, avg_samples: 96.0, avg_ips: 854.64503 images/sec.
Type : capsule Train [ Epoch 62/256 iter 3 ] lr: 0.01610, loss: 0.06183, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.05044 sec, avg_samples: 27.0, avg_ips: 535.23808 images/sec.
Type : capsule Train [ Epoch 63/256 iter 1 ] lr: 0.01574, loss: 0.07213, avg_reader_cost: 3.02719 sec, avg_batch_cost: 3.14093 sec, avg_samples: 96.0, avg_ips: 30.56423 images/sec.
Type : capsule Train [ Epoch 63/256 iter 2 ] lr: 0.01574, loss: 0.04028, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11205 sec, avg_samples: 96.0, avg_ips: 856.78911 images/sec.
Type : capsule Train [ Epoch 63/256 iter 3 ] lr: 0.01574, loss: 0.05525, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04962 sec, avg_samples: 27.0, avg_ips: 544.09194 images/sec.
Type : capsule Train [ Epoch 64/256 iter 1 ] lr: 0.01537, loss: 0.03822, avg_reader_cost: 2.68658 sec, avg_batch_cost: 2.79405 sec, avg_samples: 96.0, avg_ips: 34.35878 images/sec.
Type : capsule Train [ Epoch 64/256 iter 2 ] lr: 0.01537, loss: 0.09874, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10493 sec, avg_samples: 96.0, avg_ips: 914.93165 images/sec.
Type : capsule Train [ Epoch 64/256 iter 3 ] lr: 0.01537, loss: 0.07421, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.04254 sec, avg_samples: 27.0, avg_ips: 634.72412 images/sec.
Type : capsule Test [ Epoch 64/256 ] test_cost: 12.440638 sec max_auc: 0.87156 roc_auc : 0.832070.
Type : capsule Train [ Epoch 65/256 iter 1 ] lr: 0.01500, loss: 0.07621, avg_reader_cost: 2.55385 sec, avg_batch_cost: 2.66718 sec, avg_samples: 96.0, avg_ips: 35.99313 images/sec.
Type : capsule Train [ Epoch 65/256 iter 2 ] lr: 0.01500, loss: 0.03472, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11338 sec, avg_samples: 96.0, avg_ips: 846.73900 images/sec.
Type : capsule Train [ Epoch 65/256 iter 3 ] lr: 0.01500, loss: 0.01175, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.05206 sec, avg_samples: 27.0, avg_ips: 518.62870 images/sec.
Type : capsule Train [ Epoch 66/256 iter 1 ] lr: 0.01463, loss: 0.05105, avg_reader_cost: 2.89045 sec, avg_batch_cost: 3.00679 sec, avg_samples: 96.0, avg_ips: 31.92778 images/sec.
Type : capsule Train [ Epoch 66/256 iter 2 ] lr: 0.01463, loss: 0.03837, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11330 sec, avg_samples: 96.0, avg_ips: 847.29670 images/sec.
Type : capsule Train [ Epoch 66/256 iter 3 ] lr: 0.01463, loss: 0.10327, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.05112 sec, avg_samples: 27.0, avg_ips: 528.22031 images/sec.
Type : capsule Train [ Epoch 67/256 iter 1 ] lr: 0.01426, loss: 0.05013, avg_reader_cost: 2.52566 sec, avg_batch_cost: 2.63946 sec, avg_samples: 96.0, avg_ips: 36.37110 images/sec.
Type : capsule Train [ Epoch 67/256 iter 2 ] lr: 0.01426, loss: 0.03778, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11192 sec, avg_samples: 96.0, avg_ips: 857.76194 images/sec.
Type : capsule Train [ Epoch 67/256 iter 3 ] lr: 0.01426, loss: 0.06073, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04982 sec, avg_samples: 27.0, avg_ips: 541.93864 images/sec.
Type : capsule Train [ Epoch 68/256 iter 1 ] lr: 0.01390, loss: 0.04075, avg_reader_cost: 2.74866 sec, avg_batch_cost: 2.87569 sec, avg_samples: 96.0, avg_ips: 33.38330 images/sec.
Type : capsule Train [ Epoch 68/256 iter 2 ] lr: 0.01390, loss: 0.09736, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11256 sec, avg_samples: 96.0, avg_ips: 852.91434 images/sec.
Type : capsule Train [ Epoch 68/256 iter 3 ] lr: 0.01390, loss: 0.01042, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05008 sec, avg_samples: 27.0, avg_ips: 539.15983 images/sec.
Type : capsule Train [ Epoch 69/256 iter 1 ] lr: 0.01353, loss: 0.10144, avg_reader_cost: 2.78328 sec, avg_batch_cost: 2.89631 sec, avg_samples: 96.0, avg_ips: 33.14560 images/sec.
Type : capsule Train [ Epoch 69/256 iter 2 ] lr: 0.01353, loss: 0.04166, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11256 sec, avg_samples: 96.0, avg_ips: 852.89266 images/sec.
Type : capsule Train [ Epoch 69/256 iter 3 ] lr: 0.01353, loss: 0.05717, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04926 sec, avg_samples: 27.0, avg_ips: 548.13438 images/sec.
Type : capsule Train [ Epoch 70/256 iter 1 ] lr: 0.01316, loss: 0.06219, avg_reader_cost: 2.16380 sec, avg_batch_cost: 2.27658 sec, avg_samples: 96.0, avg_ips: 42.16847 images/sec.
Type : capsule Train [ Epoch 70/256 iter 2 ] lr: 0.01316, loss: 0.07417, avg_reader_cost: 0.25838 sec, avg_batch_cost: 0.36955 sec, avg_samples: 96.0, avg_ips: 259.77574 images/sec.
Type : capsule Train [ Epoch 70/256 iter 3 ] lr: 0.01316, loss: 0.01745, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04977 sec, avg_samples: 27.0, avg_ips: 542.49940 images/sec.
Type : capsule Train [ Epoch 71/256 iter 1 ] lr: 0.01280, loss: 0.05879, avg_reader_cost: 2.02954 sec, avg_batch_cost: 2.14380 sec, avg_samples: 96.0, avg_ips: 44.78025 images/sec.
Type : capsule Train [ Epoch 71/256 iter 2 ] lr: 0.01280, loss: 0.09025, avg_reader_cost: 0.42555 sec, avg_batch_cost: 0.53675 sec, avg_samples: 96.0, avg_ips: 178.85387 images/sec.
Type : capsule Train [ Epoch 71/256 iter 3 ] lr: 0.01280, loss: 0.03872, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.04969 sec, avg_samples: 27.0, avg_ips: 543.36098 images/sec.
Type : capsule Train [ Epoch 72/256 iter 1 ] lr: 0.01244, loss: 0.06359, avg_reader_cost: 2.67896 sec, avg_batch_cost: 2.79433 sec, avg_samples: 96.0, avg_ips: 34.35529 images/sec.
Type : capsule Train [ Epoch 72/256 iter 2 ] lr: 0.01244, loss: 0.04228, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11418 sec, avg_samples: 96.0, avg_ips: 840.77532 images/sec.
Type : capsule Train [ Epoch 72/256 iter 3 ] lr: 0.01244, loss: 0.02765, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.05160 sec, avg_samples: 27.0, avg_ips: 523.24635 images/sec.
Type : capsule Test [ Epoch 72/256 ] test_cost: 12.080833 sec max_auc: 0.87156 roc_auc : 0.843638.
Type : capsule Train [ Epoch 73/256 iter 1 ] lr: 0.01207, loss: 0.03770, avg_reader_cost: 3.01530 sec, avg_batch_cost: 3.13054 sec, avg_samples: 96.0, avg_ips: 30.66562 images/sec.
Type : capsule Train [ Epoch 73/256 iter 2 ] lr: 0.01207, loss: 0.04531, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.11377 sec, avg_samples: 96.0, avg_ips: 843.81470 images/sec.
Type : capsule Train [ Epoch 73/256 iter 3 ] lr: 0.01207, loss: 0.05963, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.05100 sec, avg_samples: 27.0, avg_ips: 529.43776 images/sec.
Type : capsule Train [ Epoch 74/256 iter 1 ] lr: 0.01171, loss: 0.04732, avg_reader_cost: 2.85617 sec, avg_batch_cost: 2.96957 sec, avg_samples: 96.0, avg_ips: 32.32788 images/sec.
Type : capsule Train [ Epoch 74/256 iter 2 ] lr: 0.01171, loss: 0.10075, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11255 sec, avg_samples: 96.0, avg_ips: 852.98842 images/sec.
Type : capsule Train [ Epoch 74/256 iter 3 ] lr: 0.01171, loss: 0.10692, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.05065 sec, avg_samples: 27.0, avg_ips: 533.03370 images/sec.
Type : capsule Train [ Epoch 75/256 iter 1 ] lr: 0.01136, loss: 0.09770, avg_reader_cost: 2.55096 sec, avg_batch_cost: 2.66373 sec, avg_samples: 96.0, avg_ips: 36.03972 images/sec.
Type : capsule Train [ Epoch 75/256 iter 2 ] lr: 0.01136, loss: 0.07319, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11338 sec, avg_samples: 96.0, avg_ips: 846.69627 images/sec.
Type : capsule Train [ Epoch 75/256 iter 3 ] lr: 0.01136, loss: 0.02982, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04994 sec, avg_samples: 27.0, avg_ips: 540.63727 images/sec.
Type : capsule Train [ Epoch 76/256 iter 1 ] lr: 0.01100, loss: 0.04525, avg_reader_cost: 2.76952 sec, avg_batch_cost: 2.88589 sec, avg_samples: 96.0, avg_ips: 33.26531 images/sec.
Type : capsule Train [ Epoch 76/256 iter 2 ] lr: 0.01100, loss: 0.05837, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.11999 sec, avg_samples: 96.0, avg_ips: 800.05799 images/sec.
Type : capsule Train [ Epoch 76/256 iter 3 ] lr: 0.01100, loss: 0.05247, avg_reader_cost: 0.00036 sec, avg_batch_cost: 0.05093 sec, avg_samples: 27.0, avg_ips: 530.14909 images/sec.
Type : capsule Train [ Epoch 77/256 iter 1 ] lr: 0.01065, loss: 0.06051, avg_reader_cost: 2.46828 sec, avg_batch_cost: 2.58149 sec, avg_samples: 96.0, avg_ips: 37.18784 images/sec.
Type : capsule Train [ Epoch 77/256 iter 2 ] lr: 0.01065, loss: 0.07423, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11296 sec, avg_samples: 96.0, avg_ips: 849.86298 images/sec.
Type : capsule Train [ Epoch 77/256 iter 3 ] lr: 0.01065, loss: 0.01909, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.04996 sec, avg_samples: 27.0, avg_ips: 540.38703 images/sec.
Type : capsule Train [ Epoch 78/256 iter 1 ] lr: 0.01029, loss: 0.05834, avg_reader_cost: 2.59490 sec, avg_batch_cost: 2.70632 sec, avg_samples: 96.0, avg_ips: 35.47257 images/sec.
Type : capsule Train [ Epoch 78/256 iter 2 ] lr: 0.01029, loss: 0.05112, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.11248 sec, avg_samples: 96.0, avg_ips: 853.51820 images/sec.
Type : capsule Train [ Epoch 78/256 iter 3 ] lr: 0.01029, loss: 0.05931, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04878 sec, avg_samples: 27.0, avg_ips: 553.54923 images/sec.
Type : capsule Train [ Epoch 79/256 iter 1 ] lr: 0.00995, loss: 0.06906, avg_reader_cost: 2.12241 sec, avg_batch_cost: 2.23681 sec, avg_samples: 96.0, avg_ips: 42.91817 images/sec.
Type : capsule Train [ Epoch 79/256 iter 2 ] lr: 0.00995, loss: 0.06810, avg_reader_cost: 0.18306 sec, avg_batch_cost: 0.29385 sec, avg_samples: 96.0, avg_ips: 326.69842 images/sec.
Type : capsule Train [ Epoch 79/256 iter 3 ] lr: 0.00995, loss: 0.01057, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04928 sec, avg_samples: 27.0, avg_ips: 547.91162 images/sec.
Type : capsule Train [ Epoch 80/256 iter 1 ] lr: 0.00960, loss: 0.04433, avg_reader_cost: 2.56564 sec, avg_batch_cost: 2.67838 sec, avg_samples: 96.0, avg_ips: 35.84263 images/sec.
Type : capsule Train [ Epoch 80/256 iter 2 ] lr: 0.00960, loss: 0.03092, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11228 sec, avg_samples: 96.0, avg_ips: 855.01161 images/sec.
Type : capsule Train [ Epoch 80/256 iter 3 ] lr: 0.00960, loss: 0.03857, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.05058 sec, avg_samples: 27.0, avg_ips: 533.86041 images/sec.
Type : capsule Test [ Epoch 80/256 ] test_cost: 11.955953 sec max_auc: 0.89589 roc_auc : 0.895892.
Type : capsule Train [ Epoch 81/256 iter 1 ] lr: 0.00926, loss: 0.05448, avg_reader_cost: 2.83704 sec, avg_batch_cost: 2.95261 sec, avg_samples: 96.0, avg_ips: 32.51357 images/sec.
Type : capsule Train [ Epoch 81/256 iter 2 ] lr: 0.00926, loss: 0.06146, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.11332 sec, avg_samples: 96.0, avg_ips: 847.19330 images/sec.
Type : capsule Train [ Epoch 81/256 iter 3 ] lr: 0.00926, loss: 0.06258, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.05099 sec, avg_samples: 27.0, avg_ips: 529.50955 images/sec.
Type : capsule Train [ Epoch 82/256 iter 1 ] lr: 0.00892, loss: 0.05119, avg_reader_cost: 3.04424 sec, avg_batch_cost: 3.15740 sec, avg_samples: 96.0, avg_ips: 30.40474 images/sec.
Type : capsule Train [ Epoch 82/256 iter 2 ] lr: 0.00892, loss: 0.06856, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.11741 sec, avg_samples: 96.0, avg_ips: 817.68115 images/sec.
Type : capsule Train [ Epoch 82/256 iter 3 ] lr: 0.00892, loss: 0.02549, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.05172 sec, avg_samples: 27.0, avg_ips: 522.05958 images/sec.
Type : capsule Train [ Epoch 83/256 iter 1 ] lr: 0.00859, loss: 0.08262, avg_reader_cost: 2.98079 sec, avg_batch_cost: 3.09559 sec, avg_samples: 96.0, avg_ips: 31.01183 images/sec.
Type : capsule Train [ Epoch 83/256 iter 2 ] lr: 0.00859, loss: 0.10054, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11251 sec, avg_samples: 96.0, avg_ips: 853.25413 images/sec.
