
############################
training transistor
############################

Type : transistor Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.34966, avg_reader_cost: 3.54029 sec, avg_batch_cost: 3.66641 sec, avg_samples: 96.0, avg_ips: 26.18364 images/sec.
Type : transistor Train [ Epoch 42/256 iter 2 ] lr: 0.02302, loss: 0.08192, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11307 sec, avg_samples: 96.0, avg_ips: 848.99569 images/sec.
Type : transistor Train [ Epoch 42/256 iter 3 ] lr: 0.02302, loss: 0.07515, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04512 sec, avg_samples: 21.0, avg_ips: 465.38864 images/sec.
Type : transistor Train [ Epoch 43/256 iter 1 ] lr: 0.02271, loss: 0.10122, avg_reader_cost: 2.46027 sec, avg_batch_cost: 2.56786 sec, avg_samples: 96.0, avg_ips: 37.38521 images/sec.
Type : transistor Train [ Epoch 43/256 iter 2 ] lr: 0.02271, loss: 0.09057, avg_reader_cost: 0.04382 sec, avg_batch_cost: 0.14894 sec, avg_samples: 96.0, avg_ips: 644.53900 images/sec.
Type : transistor Train [ Epoch 43/256 iter 3 ] lr: 0.02271, loss: 0.03679, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.03925 sec, avg_samples: 21.0, avg_ips: 535.00725 images/sec.
Type : transistor Train [ Epoch 44/256 iter 1 ] lr: 0.02239, loss: 0.06929, avg_reader_cost: 2.65346 sec, avg_batch_cost: 2.75937 sec, avg_samples: 96.0, avg_ips: 34.79053 images/sec.
Type : transistor Train [ Epoch 44/256 iter 2 ] lr: 0.02239, loss: 0.09513, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10475 sec, avg_samples: 96.0, avg_ips: 916.44347 images/sec.
Type : transistor Train [ Epoch 44/256 iter 3 ] lr: 0.02239, loss: 0.08922, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04035 sec, avg_samples: 21.0, avg_ips: 520.41586 images/sec.
Type : transistor Train [ Epoch 45/256 iter 1 ] lr: 0.02207, loss: 0.13783, avg_reader_cost: 2.78322 sec, avg_batch_cost: 2.89232 sec, avg_samples: 96.0, avg_ips: 33.19140 images/sec.
Type : transistor Train [ Epoch 45/256 iter 2 ] lr: 0.02207, loss: 0.12295, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10639 sec, avg_samples: 96.0, avg_ips: 902.32225 images/sec.
Type : transistor Train [ Epoch 45/256 iter 3 ] lr: 0.02207, loss: 0.07884, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.03873 sec, avg_samples: 21.0, avg_ips: 542.22333 images/sec.
Type : transistor Train [ Epoch 46/256 iter 1 ] lr: 0.02174, loss: 0.07621, avg_reader_cost: 2.79645 sec, avg_batch_cost: 2.91076 sec, avg_samples: 96.0, avg_ips: 32.98113 images/sec.
Type : transistor Train [ Epoch 46/256 iter 2 ] lr: 0.02174, loss: 0.11147, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11746 sec, avg_samples: 96.0, avg_ips: 817.30274 images/sec.
Type : transistor Train [ Epoch 46/256 iter 3 ] lr: 0.02174, loss: 0.26396, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04588 sec, avg_samples: 21.0, avg_ips: 457.69834 images/sec.
Type : transistor Train [ Epoch 47/256 iter 1 ] lr: 0.02141, loss: 0.13810, avg_reader_cost: 2.84480 sec, avg_batch_cost: 2.95874 sec, avg_samples: 96.0, avg_ips: 32.44629 images/sec.
Type : transistor Train [ Epoch 47/256 iter 2 ] lr: 0.02141, loss: 0.13663, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11649 sec, avg_samples: 96.0, avg_ips: 824.12443 images/sec.
Type : transistor Train [ Epoch 47/256 iter 3 ] lr: 0.02141, loss: 0.18900, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.04566 sec, avg_samples: 21.0, avg_ips: 459.95459 images/sec.
Type : transistor Train [ Epoch 48/256 iter 1 ] lr: 0.02108, loss: 0.18991, avg_reader_cost: 2.53753 sec, avg_batch_cost: 2.65114 sec, avg_samples: 96.0, avg_ips: 36.21089 images/sec.
Type : transistor Train [ Epoch 48/256 iter 2 ] lr: 0.02108, loss: 0.12228, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11917 sec, avg_samples: 96.0, avg_ips: 805.57865 images/sec.
Type : transistor Train [ Epoch 48/256 iter 3 ] lr: 0.02108, loss: 0.03751, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04522 sec, avg_samples: 21.0, avg_ips: 464.37774 images/sec.
Type : transistor Test [ Epoch 48/256 ] test_cost: 9.864029 sec max_auc: 0.93500 roc_auc : 0.915833.
Type : transistor Train [ Epoch 49/256 iter 1 ] lr: 0.02074, loss: 0.13476, avg_reader_cost: 2.77980 sec, avg_batch_cost: 2.89418 sec, avg_samples: 96.0, avg_ips: 33.17004 images/sec.
Type : transistor Train [ Epoch 49/256 iter 2 ] lr: 0.02074, loss: 0.10194, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11322 sec, avg_samples: 96.0, avg_ips: 847.87477 images/sec.
Type : transistor Train [ Epoch 49/256 iter 3 ] lr: 0.02074, loss: 0.03868, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.04814 sec, avg_samples: 21.0, avg_ips: 436.19266 images/sec.
Type : transistor Train [ Epoch 50/256 iter 1 ] lr: 0.02040, loss: 0.12111, avg_reader_cost: 2.10079 sec, avg_batch_cost: 2.21394 sec, avg_samples: 96.0, avg_ips: 43.36161 images/sec.
Type : transistor Train [ Epoch 50/256 iter 2 ] lr: 0.02040, loss: 0.10825, avg_reader_cost: 0.27210 sec, avg_batch_cost: 0.38444 sec, avg_samples: 96.0, avg_ips: 249.71654 images/sec.
Type : transistor Train [ Epoch 50/256 iter 3 ] lr: 0.02040, loss: 0.01904, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04624 sec, avg_samples: 21.0, avg_ips: 454.17945 images/sec.
Type : transistor Train [ Epoch 51/256 iter 1 ] lr: 0.02005, loss: 0.07667, avg_reader_cost: 2.68527 sec, avg_batch_cost: 2.80256 sec, avg_samples: 96.0, avg_ips: 34.25442 images/sec.
Type : transistor Train [ Epoch 51/256 iter 2 ] lr: 0.02005, loss: 0.14157, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11248 sec, avg_samples: 96.0, avg_ips: 853.51458 images/sec.
Type : transistor Train [ Epoch 51/256 iter 3 ] lr: 0.02005, loss: 0.01721, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04557 sec, avg_samples: 21.0, avg_ips: 460.79196 images/sec.
Type : transistor Train [ Epoch 52/256 iter 1 ] lr: 0.01971, loss: 0.08821, avg_reader_cost: 2.79658 sec, avg_batch_cost: 2.91164 sec, avg_samples: 96.0, avg_ips: 32.97110 images/sec.
Type : transistor Train [ Epoch 52/256 iter 2 ] lr: 0.01971, loss: 0.11074, avg_reader_cost: 0.00056 sec, avg_batch_cost: 0.11698 sec, avg_samples: 96.0, avg_ips: 820.66595 images/sec.
Type : transistor Train [ Epoch 52/256 iter 3 ] lr: 0.01971, loss: 0.11657, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.04587 sec, avg_samples: 21.0, avg_ips: 457.86489 images/sec.
Type : transistor Train [ Epoch 53/256 iter 1 ] lr: 0.01935, loss: 0.06665, avg_reader_cost: 2.86467 sec, avg_batch_cost: 2.97873 sec, avg_samples: 96.0, avg_ips: 32.22846 images/sec.
Type : transistor Train [ Epoch 53/256 iter 2 ] lr: 0.01935, loss: 0.08298, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11409 sec, avg_samples: 96.0, avg_ips: 841.40605 images/sec.
Type : transistor Train [ Epoch 53/256 iter 3 ] lr: 0.01935, loss: 0.03271, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.04605 sec, avg_samples: 21.0, avg_ips: 455.99702 images/sec.
Type : transistor Train [ Epoch 54/256 iter 1 ] lr: 0.01900, loss: 0.08873, avg_reader_cost: 2.45063 sec, avg_batch_cost: 2.56844 sec, avg_samples: 96.0, avg_ips: 37.37684 images/sec.
Type : transistor Train [ Epoch 54/256 iter 2 ] lr: 0.01900, loss: 0.11225, avg_reader_cost: 0.04700 sec, avg_batch_cost: 0.16063 sec, avg_samples: 96.0, avg_ips: 597.65213 images/sec.
Type : transistor Train [ Epoch 54/256 iter 3 ] lr: 0.01900, loss: 0.10004, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04738 sec, avg_samples: 21.0, avg_ips: 443.26095 images/sec.
Type : transistor Train [ Epoch 55/256 iter 1 ] lr: 0.01864, loss: 0.10376, avg_reader_cost: 2.73167 sec, avg_batch_cost: 2.84594 sec, avg_samples: 96.0, avg_ips: 33.73221 images/sec.
Type : transistor Train [ Epoch 55/256 iter 2 ] lr: 0.01864, loss: 0.09651, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11310 sec, avg_samples: 96.0, avg_ips: 848.80956 images/sec.
Type : transistor Train [ Epoch 55/256 iter 3 ] lr: 0.01864, loss: 0.11703, avg_reader_cost: 0.00035 sec, avg_batch_cost: 0.04653 sec, avg_samples: 21.0, avg_ips: 451.31702 images/sec.
Type : transistor Train [ Epoch 56/256 iter 1 ] lr: 0.01829, loss: 0.11236, avg_reader_cost: 2.63787 sec, avg_batch_cost: 2.75290 sec, avg_samples: 96.0, avg_ips: 34.87232 images/sec.
Type : transistor Train [ Epoch 56/256 iter 2 ] lr: 0.01829, loss: 0.08847, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11245 sec, avg_samples: 96.0, avg_ips: 853.72269 images/sec.
Type : transistor Train [ Epoch 56/256 iter 3 ] lr: 0.01829, loss: 0.09147, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.04535 sec, avg_samples: 21.0, avg_ips: 463.09594 images/sec.
Type : transistor Test [ Epoch 56/256 ] test_cost: 10.467255 sec max_auc: 0.94000 roc_auc : 0.940000.
Type : transistor Train [ Epoch 57/256 iter 1 ] lr: 0.01793, loss: 0.11177, avg_reader_cost: 2.42341 sec, avg_batch_cost: 2.53787 sec, avg_samples: 96.0, avg_ips: 37.82701 images/sec.
Type : transistor Train [ Epoch 57/256 iter 2 ] lr: 0.01793, loss: 0.05206, avg_reader_cost: 0.04126 sec, avg_batch_cost: 0.15252 sec, avg_samples: 96.0, avg_ips: 629.40917 images/sec.
Type : transistor Train [ Epoch 57/256 iter 3 ] lr: 0.01793, loss: 0.16136, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.04558 sec, avg_samples: 21.0, avg_ips: 460.74858 images/sec.
Type : transistor Train [ Epoch 58/256 iter 1 ] lr: 0.01756, loss: 0.12418, avg_reader_cost: 2.44800 sec, avg_batch_cost: 2.57373 sec, avg_samples: 96.0, avg_ips: 37.29990 images/sec.
Type : transistor Train [ Epoch 58/256 iter 2 ] lr: 0.01756, loss: 0.13386, avg_reader_cost: 0.04227 sec, avg_batch_cost: 0.15426 sec, avg_samples: 96.0, avg_ips: 622.34550 images/sec.
Type : transistor Train [ Epoch 58/256 iter 3 ] lr: 0.01756, loss: 0.12355, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04547 sec, avg_samples: 21.0, avg_ips: 461.84298 images/sec.
Type : transistor Train [ Epoch 59/256 iter 1 ] lr: 0.01720, loss: 0.12989, avg_reader_cost: 2.62446 sec, avg_batch_cost: 2.73120 sec, avg_samples: 96.0, avg_ips: 35.14933 images/sec.
Type : transistor Train [ Epoch 59/256 iter 2 ] lr: 0.01720, loss: 0.08013, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.10552 sec, avg_samples: 96.0, avg_ips: 909.79650 images/sec.
Type : transistor Train [ Epoch 59/256 iter 3 ] lr: 0.01720, loss: 0.02314, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.03825 sec, avg_samples: 21.0, avg_ips: 549.05769 images/sec.
Type : transistor Train [ Epoch 60/256 iter 1 ] lr: 0.01684, loss: 0.11160, avg_reader_cost: 2.63796 sec, avg_batch_cost: 2.74916 sec, avg_samples: 96.0, avg_ips: 34.91980 images/sec.
Type : transistor Train [ Epoch 60/256 iter 2 ] lr: 0.01684, loss: 0.08506, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10725 sec, avg_samples: 96.0, avg_ips: 895.14490 images/sec.
Type : transistor Train [ Epoch 60/256 iter 3 ] lr: 0.01684, loss: 0.02886, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.03819 sec, avg_samples: 21.0, avg_ips: 549.92498 images/sec.
Type : transistor Train [ Epoch 61/256 iter 1 ] lr: 0.01647, loss: 0.04408, avg_reader_cost: 2.92684 sec, avg_batch_cost: 3.03535 sec, avg_samples: 96.0, avg_ips: 31.62735 images/sec.
Type : transistor Train [ Epoch 61/256 iter 2 ] lr: 0.01647, loss: 0.09342, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.10636 sec, avg_samples: 96.0, avg_ips: 902.58115 images/sec.
Type : transistor Train [ Epoch 61/256 iter 3 ] lr: 0.01647, loss: 0.06013, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.03868 sec, avg_samples: 21.0, avg_ips: 542.97875 images/sec.
Type : transistor Train [ Epoch 62/256 iter 1 ] lr: 0.01610, loss: 0.07874, avg_reader_cost: 2.92076 sec, avg_batch_cost: 3.02781 sec, avg_samples: 96.0, avg_ips: 31.70609 images/sec.
Type : transistor Train [ Epoch 62/256 iter 2 ] lr: 0.01610, loss: 0.12384, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.10701 sec, avg_samples: 96.0, avg_ips: 897.09137 images/sec.
Type : transistor Train [ Epoch 62/256 iter 3 ] lr: 0.01610, loss: 0.09271, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.03831 sec, avg_samples: 21.0, avg_ips: 548.17949 images/sec.
Type : transistor Train [ Epoch 63/256 iter 1 ] lr: 0.01574, loss: 0.15446, avg_reader_cost: 2.80287 sec, avg_batch_cost: 2.90966 sec, avg_samples: 96.0, avg_ips: 32.99356 images/sec.
Type : transistor Train [ Epoch 63/256 iter 2 ] lr: 0.01574, loss: 0.09899, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10772 sec, avg_samples: 96.0, avg_ips: 891.18447 images/sec.
Type : transistor Train [ Epoch 63/256 iter 3 ] lr: 0.01574, loss: 0.06886, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.03841 sec, avg_samples: 21.0, avg_ips: 546.78427 images/sec.
Type : transistor Train [ Epoch 64/256 iter 1 ] lr: 0.01537, loss: 0.09937, avg_reader_cost: 2.48653 sec, avg_batch_cost: 2.59544 sec, avg_samples: 96.0, avg_ips: 36.98792 images/sec.
Type : transistor Train [ Epoch 64/256 iter 2 ] lr: 0.01537, loss: 0.09955, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.10543 sec, avg_samples: 96.0, avg_ips: 910.58039 images/sec.
Type : transistor Train [ Epoch 64/256 iter 3 ] lr: 0.01537, loss: 0.02206, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.03980 sec, avg_samples: 21.0, avg_ips: 527.63598 images/sec.
Type : transistor Test [ Epoch 64/256 ] test_cost: 10.128813 sec max_auc: 0.94000 roc_auc : 0.926667.
Type : transistor Train [ Epoch 65/256 iter 1 ] lr: 0.01500, loss: 0.11808, avg_reader_cost: 2.64979 sec, avg_batch_cost: 2.76452 sec, avg_samples: 96.0, avg_ips: 34.72569 images/sec.
Type : transistor Train [ Epoch 65/256 iter 2 ] lr: 0.01500, loss: 0.05431, avg_reader_cost: 0.00064 sec, avg_batch_cost: 0.11512 sec, avg_samples: 96.0, avg_ips: 833.93710 images/sec.
Type : transistor Train [ Epoch 65/256 iter 3 ] lr: 0.01500, loss: 0.04422, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.04741 sec, avg_samples: 21.0, avg_ips: 442.98675 images/sec.
Type : transistor Train [ Epoch 66/256 iter 1 ] lr: 0.01463, loss: 0.09034, avg_reader_cost: 2.96171 sec, avg_batch_cost: 3.07679 sec, avg_samples: 96.0, avg_ips: 31.20135 images/sec.
Type : transistor Train [ Epoch 66/256 iter 2 ] lr: 0.01463, loss: 0.09290, avg_reader_cost: 0.00034 sec, avg_batch_cost: 0.11487 sec, avg_samples: 96.0, avg_ips: 835.72856 images/sec.
Type : transistor Train [ Epoch 66/256 iter 3 ] lr: 0.01463, loss: 0.02262, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.04681 sec, avg_samples: 21.0, avg_ips: 448.60237 images/sec.
Type : transistor Train [ Epoch 67/256 iter 1 ] lr: 0.01426, loss: 0.09235, avg_reader_cost: 2.75777 sec, avg_batch_cost: 2.87140 sec, avg_samples: 96.0, avg_ips: 33.43319 images/sec.
Type : transistor Train [ Epoch 67/256 iter 2 ] lr: 0.01426, loss: 0.09780, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.11700 sec, avg_samples: 96.0, avg_ips: 820.47866 images/sec.
Type : transistor Train [ Epoch 67/256 iter 3 ] lr: 0.01426, loss: 0.01223, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.04773 sec, avg_samples: 21.0, avg_ips: 439.98613 images/sec.
Type : transistor Train [ Epoch 68/256 iter 1 ] lr: 0.01390, loss: 0.09979, avg_reader_cost: 2.73152 sec, avg_batch_cost: 2.84667 sec, avg_samples: 96.0, avg_ips: 33.72362 images/sec.
Type : transistor Train [ Epoch 68/256 iter 2 ] lr: 0.01390, loss: 0.09774, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.11352 sec, avg_samples: 96.0, avg_ips: 845.67021 images/sec.
Type : transistor Train [ Epoch 68/256 iter 3 ] lr: 0.01390, loss: 0.08988, avg_reader_cost: 0.00051 sec, avg_batch_cost: 0.04613 sec, avg_samples: 21.0, avg_ips: 455.26637 images/sec.
Type : transistor Train [ Epoch 69/256 iter 1 ] lr: 0.01353, loss: 0.08257, avg_reader_cost: 3.08355 sec, avg_batch_cost: 3.19941 sec, avg_samples: 96.0, avg_ips: 30.00555 images/sec.
Type : transistor Train [ Epoch 69/256 iter 2 ] lr: 0.01353, loss: 0.10284, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.11390 sec, avg_samples: 96.0, avg_ips: 842.87323 images/sec.
Type : transistor Train [ Epoch 69/256 iter 3 ] lr: 0.01353, loss: 0.22863, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04556 sec, avg_samples: 21.0, avg_ips: 460.92218 images/sec.
Type : transistor Train [ Epoch 70/256 iter 1 ] lr: 0.01316, loss: 0.11211, avg_reader_cost: 2.64575 sec, avg_batch_cost: 2.75871 sec, avg_samples: 96.0, avg_ips: 34.79886 images/sec.
Type : transistor Train [ Epoch 70/256 iter 2 ] lr: 0.01316, loss: 0.08427, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11579 sec, avg_samples: 96.0, avg_ips: 829.08280 images/sec.
Type : transistor Train [ Epoch 70/256 iter 3 ] lr: 0.01316, loss: 0.06858, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04510 sec, avg_samples: 21.0, avg_ips: 465.61497 images/sec.
Type : transistor Train [ Epoch 71/256 iter 1 ] lr: 0.01280, loss: 0.08407, avg_reader_cost: 2.68249 sec, avg_batch_cost: 2.79672 sec, avg_samples: 96.0, avg_ips: 34.32595 images/sec.
Type : transistor Train [ Epoch 71/256 iter 2 ] lr: 0.01280, loss: 0.09508, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11311 sec, avg_samples: 96.0, avg_ips: 848.74872 images/sec.
Type : transistor Train [ Epoch 71/256 iter 3 ] lr: 0.01280, loss: 0.02147, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.04535 sec, avg_samples: 21.0, avg_ips: 463.04481 images/sec.
Type : transistor Train [ Epoch 72/256 iter 1 ] lr: 0.01244, loss: 0.09757, avg_reader_cost: 2.59527 sec, avg_batch_cost: 2.70879 sec, avg_samples: 96.0, avg_ips: 35.44020 images/sec.
Type : transistor Train [ Epoch 72/256 iter 2 ] lr: 0.01244, loss: 0.05978, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11346 sec, avg_samples: 96.0, avg_ips: 846.13225 images/sec.
Type : transistor Train [ Epoch 72/256 iter 3 ] lr: 0.01244, loss: 0.02493, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04517 sec, avg_samples: 21.0, avg_ips: 464.88019 images/sec.
Type : transistor Test [ Epoch 72/256 ] test_cost: 8.894766 sec max_auc: 0.95458 roc_auc : 0.954583.
Type : transistor Train [ Epoch 73/256 iter 1 ] lr: 0.01207, loss: 0.11373, avg_reader_cost: 3.16267 sec, avg_batch_cost: 3.28027 sec, avg_samples: 96.0, avg_ips: 29.26588 images/sec.
Type : transistor Train [ Epoch 73/256 iter 2 ] lr: 0.01207, loss: 0.11700, avg_reader_cost: 0.00037 sec, avg_batch_cost: 0.11485 sec, avg_samples: 96.0, avg_ips: 835.89685 images/sec.
Type : transistor Train [ Epoch 73/256 iter 3 ] lr: 0.01207, loss: 0.02257, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.04659 sec, avg_samples: 21.0, avg_ips: 450.74886 images/sec.
Type : transistor Train [ Epoch 74/256 iter 1 ] lr: 0.01171, loss: 0.06958, avg_reader_cost: 2.96970 sec, avg_batch_cost: 3.08440 sec, avg_samples: 96.0, avg_ips: 31.12440 images/sec.
Type : transistor Train [ Epoch 74/256 iter 2 ] lr: 0.01171, loss: 0.03816, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.11233 sec, avg_samples: 96.0, avg_ips: 854.62689 images/sec.
Type : transistor Train [ Epoch 74/256 iter 3 ] lr: 0.01171, loss: 0.16434, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04572 sec, avg_samples: 21.0, avg_ips: 459.29263 images/sec.
Type : transistor Train [ Epoch 75/256 iter 1 ] lr: 0.01136, loss: 0.08112, avg_reader_cost: 2.95501 sec, avg_batch_cost: 3.07000 sec, avg_samples: 96.0, avg_ips: 31.27036 images/sec.
Type : transistor Train [ Epoch 75/256 iter 2 ] lr: 0.01136, loss: 0.04631, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.11284 sec, avg_samples: 96.0, avg_ips: 850.78059 images/sec.
Type : transistor Train [ Epoch 75/256 iter 3 ] lr: 0.01136, loss: 0.01679, avg_reader_cost: 0.00035 sec, avg_batch_cost: 0.04756 sec, avg_samples: 21.0, avg_ips: 441.58537 images/sec.
Type : transistor Train [ Epoch 76/256 iter 1 ] lr: 0.01100, loss: 0.02732, avg_reader_cost: 2.71326 sec, avg_batch_cost: 2.82717 sec, avg_samples: 96.0, avg_ips: 33.95623 images/sec.
Type : transistor Train [ Epoch 76/256 iter 2 ] lr: 0.01100, loss: 0.13113, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11408 sec, avg_samples: 96.0, avg_ips: 841.52387 images/sec.
Type : transistor Train [ Epoch 76/256 iter 3 ] lr: 0.01100, loss: 0.07067, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04572 sec, avg_samples: 21.0, avg_ips: 459.29742 images/sec.
Type : transistor Train [ Epoch 77/256 iter 1 ] lr: 0.01065, loss: 0.05124, avg_reader_cost: 2.73250 sec, avg_batch_cost: 2.84718 sec, avg_samples: 96.0, avg_ips: 33.71759 images/sec.
Type : transistor Train [ Epoch 77/256 iter 2 ] lr: 0.01065, loss: 0.01594, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11449 sec, avg_samples: 96.0, avg_ips: 838.50269 images/sec.
Type : transistor Train [ Epoch 77/256 iter 3 ] lr: 0.01065, loss: 0.08348, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.04652 sec, avg_samples: 21.0, avg_ips: 451.45582 images/sec.
Type : transistor Train [ Epoch 78/256 iter 1 ] lr: 0.01029, loss: 0.08071, avg_reader_cost: 2.66207 sec, avg_batch_cost: 2.77460 sec, avg_samples: 96.0, avg_ips: 34.59960 images/sec.
Type : transistor Train [ Epoch 78/256 iter 2 ] lr: 0.01029, loss: 0.05190, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11277 sec, avg_samples: 96.0, avg_ips: 851.32023 images/sec.
Type : transistor Train [ Epoch 78/256 iter 3 ] lr: 0.01029, loss: 0.10426, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04561 sec, avg_samples: 21.0, avg_ips: 460.46676 images/sec.
Type : transistor Train [ Epoch 79/256 iter 1 ] lr: 0.00995, loss: 0.08451, avg_reader_cost: 2.61372 sec, avg_batch_cost: 2.72760 sec, avg_samples: 96.0, avg_ips: 35.19578 images/sec.
Type : transistor Train [ Epoch 79/256 iter 2 ] lr: 0.00995, loss: 0.07692, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11478 sec, avg_samples: 96.0, avg_ips: 836.38996 images/sec.
Type : transistor Train [ Epoch 79/256 iter 3 ] lr: 0.00995, loss: 0.01603, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.04706 sec, avg_samples: 21.0, avg_ips: 446.22516 images/sec.
Type : transistor Train [ Epoch 80/256 iter 1 ] lr: 0.00960, loss: 0.05956, avg_reader_cost: 2.56525 sec, avg_batch_cost: 2.67270 sec, avg_samples: 96.0, avg_ips: 35.91880 images/sec.
Type : transistor Train [ Epoch 80/256 iter 2 ] lr: 0.00960, loss: 0.05136, avg_reader_cost: 0.04297 sec, avg_batch_cost: 0.14940 sec, avg_samples: 96.0, avg_ips: 642.58568 images/sec.
Type : transistor Train [ Epoch 80/256 iter 3 ] lr: 0.00960, loss: 0.03347, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.03956 sec, avg_samples: 21.0, avg_ips: 530.82217 images/sec.
Type : transistor Test [ Epoch 80/256 ] test_cost: 10.519119 sec max_auc: 0.95458 roc_auc : 0.944167.
Type : transistor Train [ Epoch 81/256 iter 1 ] lr: 0.00926, loss: 0.08984, avg_reader_cost: 2.91108 sec, avg_batch_cost: 3.02635 sec, avg_samples: 96.0, avg_ips: 31.72135 images/sec.
Type : transistor Train [ Epoch 81/256 iter 2 ] lr: 0.00926, loss: 0.03802, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11432 sec, avg_samples: 96.0, avg_ips: 839.77756 images/sec.
Type : transistor Train [ Epoch 81/256 iter 3 ] lr: 0.00926, loss: 0.09840, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.04737 sec, avg_samples: 21.0, avg_ips: 443.28326 images/sec.
Type : transistor Train [ Epoch 82/256 iter 1 ] lr: 0.00892, loss: 0.06136, avg_reader_cost: 2.79651 sec, avg_batch_cost: 2.91157 sec, avg_samples: 96.0, avg_ips: 32.97194 images/sec.
Type : transistor Train [ Epoch 82/256 iter 2 ] lr: 0.00892, loss: 0.09188, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11805 sec, avg_samples: 96.0, avg_ips: 813.19600 images/sec.
Type : transistor Train [ Epoch 82/256 iter 3 ] lr: 0.00892, loss: 0.02444, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.04629 sec, avg_samples: 21.0, avg_ips: 453.66481 images/sec.
Type : transistor Train [ Epoch 83/256 iter 1 ] lr: 0.00859, loss: 0.07026, avg_reader_cost: 3.00038 sec, avg_batch_cost: 3.11758 sec, avg_samples: 96.0, avg_ips: 30.79311 images/sec.
Type : transistor Train [ Epoch 83/256 iter 2 ] lr: 0.00859, loss: 0.08020, avg_reader_cost: 0.00033 sec, avg_batch_cost: 0.11592 sec, avg_samples: 96.0, avg_ips: 828.16880 images/sec.
