
############################
training pill
############################

Type : pill Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.44794, avg_reader_cost: 2.52006 sec, avg_batch_cost: 2.64218 sec, avg_samples: 96.0, avg_ips: 36.33365 images/sec.
Type : pill Train [ Epoch 42/256 iter 3 ] lr: 0.02302, loss: 0.26318, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.09330 sec, avg_samples: 75.0, avg_ips: 803.86995 images/sec.
Type : pill Train [ Epoch 43/256 iter 1 ] lr: 0.02271, loss: 0.21635, avg_reader_cost: 2.79998 sec, avg_batch_cost: 2.91364 sec, avg_samples: 96.0, avg_ips: 32.94847 images/sec.
Type : pill Train [ Epoch 43/256 iter 2 ] lr: 0.02271, loss: 0.22180, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11322 sec, avg_samples: 96.0, avg_ips: 847.89976 images/sec.
Type : pill Train [ Epoch 43/256 iter 3 ] lr: 0.02271, loss: 0.20698, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.09421 sec, avg_samples: 75.0, avg_ips: 796.11676 images/sec.
Type : pill Train [ Epoch 44/256 iter 1 ] lr: 0.02239, loss: 0.22934, avg_reader_cost: 2.68433 sec, avg_batch_cost: 2.79778 sec, avg_samples: 96.0, avg_ips: 34.31297 images/sec.
Type : pill Train [ Epoch 44/256 iter 2 ] lr: 0.02239, loss: 0.30109, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11131 sec, avg_samples: 96.0, avg_ips: 862.44508 images/sec.
Type : pill Train [ Epoch 44/256 iter 3 ] lr: 0.02239, loss: 0.30805, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.09349 sec, avg_samples: 75.0, avg_ips: 802.22787 images/sec.
Type : pill Train [ Epoch 45/256 iter 1 ] lr: 0.02207, loss: 0.25889, avg_reader_cost: 2.71664 sec, avg_batch_cost: 2.82910 sec, avg_samples: 96.0, avg_ips: 33.93305 images/sec.
Type : pill Train [ Epoch 45/256 iter 2 ] lr: 0.02207, loss: 0.23614, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11249 sec, avg_samples: 96.0, avg_ips: 853.38253 images/sec.
Type : pill Train [ Epoch 45/256 iter 3 ] lr: 0.02207, loss: 0.23591, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.09444 sec, avg_samples: 75.0, avg_ips: 794.15917 images/sec.
Type : pill Train [ Epoch 46/256 iter 1 ] lr: 0.02174, loss: 0.26402, avg_reader_cost: 3.02379 sec, avg_batch_cost: 3.13683 sec, avg_samples: 96.0, avg_ips: 30.60413 images/sec.
Type : pill Train [ Epoch 46/256 iter 2 ] lr: 0.02174, loss: 0.20441, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11267 sec, avg_samples: 96.0, avg_ips: 852.02458 images/sec.
Type : pill Train [ Epoch 46/256 iter 3 ] lr: 0.02174, loss: 0.19660, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.09618 sec, avg_samples: 75.0, avg_ips: 779.79594 images/sec.
Type : pill Train [ Epoch 47/256 iter 1 ] lr: 0.02141, loss: 0.17782, avg_reader_cost: 2.80145 sec, avg_batch_cost: 2.91390 sec, avg_samples: 96.0, avg_ips: 32.94554 images/sec.
Type : pill Train [ Epoch 47/256 iter 2 ] lr: 0.02141, loss: 0.25386, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11225 sec, avg_samples: 96.0, avg_ips: 855.20411 images/sec.
Type : pill Train [ Epoch 47/256 iter 3 ] lr: 0.02141, loss: 0.24548, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.09472 sec, avg_samples: 75.0, avg_ips: 791.84625 images/sec.
Type : pill Train [ Epoch 48/256 iter 1 ] lr: 0.02108, loss: 0.25579, avg_reader_cost: 2.64956 sec, avg_batch_cost: 2.76168 sec, avg_samples: 96.0, avg_ips: 34.76144 images/sec.
Type : pill Train [ Epoch 48/256 iter 2 ] lr: 0.02108, loss: 0.20455, avg_reader_cost: 0.00040 sec, avg_batch_cost: 0.11324 sec, avg_samples: 96.0, avg_ips: 847.72482 images/sec.
Type : pill Train [ Epoch 48/256 iter 3 ] lr: 0.02108, loss: 0.21685, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.09567 sec, avg_samples: 75.0, avg_ips: 783.92540 images/sec.
Type : pill Test [ Epoch 48/256 ] test_cost: 10.824783 sec max_auc: 0.93781 roc_auc : 0.922804.
Type : pill Train [ Epoch 49/256 iter 1 ] lr: 0.02074, loss: 0.23798, avg_reader_cost: 2.66922 sec, avg_batch_cost: 2.78220 sec, avg_samples: 96.0, avg_ips: 34.50505 images/sec.
Type : pill Train [ Epoch 49/256 iter 2 ] lr: 0.02074, loss: 0.26731, avg_reader_cost: 0.00041 sec, avg_batch_cost: 0.11549 sec, avg_samples: 96.0, avg_ips: 831.22393 images/sec.
Type : pill Train [ Epoch 49/256 iter 3 ] lr: 0.02074, loss: 0.26170, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.09456 sec, avg_samples: 75.0, avg_ips: 793.17198 images/sec.
Type : pill Train [ Epoch 50/256 iter 1 ] lr: 0.02040, loss: 0.20949, avg_reader_cost: 2.84338 sec, avg_batch_cost: 2.95711 sec, avg_samples: 96.0, avg_ips: 32.46411 images/sec.
Type : pill Train [ Epoch 50/256 iter 2 ] lr: 0.02040, loss: 0.21489, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11319 sec, avg_samples: 96.0, avg_ips: 848.15874 images/sec.
Type : pill Train [ Epoch 50/256 iter 3 ] lr: 0.02040, loss: 0.28134, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.09421 sec, avg_samples: 75.0, avg_ips: 796.12079 images/sec.
Type : pill Train [ Epoch 51/256 iter 1 ] lr: 0.02005, loss: 0.19086, avg_reader_cost: 2.78195 sec, avg_batch_cost: 2.89508 sec, avg_samples: 96.0, avg_ips: 33.15968 images/sec.
Type : pill Train [ Epoch 51/256 iter 2 ] lr: 0.02005, loss: 0.27512, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11417 sec, avg_samples: 96.0, avg_ips: 840.83325 images/sec.
Type : pill Train [ Epoch 51/256 iter 3 ] lr: 0.02005, loss: 0.21596, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.09601 sec, avg_samples: 75.0, avg_ips: 781.17275 images/sec.
Type : pill Train [ Epoch 52/256 iter 1 ] lr: 0.01971, loss: 0.23386, avg_reader_cost: 2.67620 sec, avg_batch_cost: 2.78796 sec, avg_samples: 96.0, avg_ips: 34.43378 images/sec.
Type : pill Train [ Epoch 52/256 iter 2 ] lr: 0.01971, loss: 0.23048, avg_reader_cost: 0.07427 sec, avg_batch_cost: 0.18605 sec, avg_samples: 96.0, avg_ips: 515.97859 images/sec.
Type : pill Train [ Epoch 52/256 iter 3 ] lr: 0.01971, loss: 0.32968, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.09516 sec, avg_samples: 75.0, avg_ips: 788.18571 images/sec.
Type : pill Train [ Epoch 53/256 iter 1 ] lr: 0.01935, loss: 0.24590, avg_reader_cost: 3.03601 sec, avg_batch_cost: 3.15116 sec, avg_samples: 96.0, avg_ips: 30.46497 images/sec.
Type : pill Train [ Epoch 53/256 iter 2 ] lr: 0.01935, loss: 0.19251, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11390 sec, avg_samples: 96.0, avg_ips: 842.81501 images/sec.
Type : pill Train [ Epoch 53/256 iter 3 ] lr: 0.01935, loss: 0.21906, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.09688 sec, avg_samples: 75.0, avg_ips: 774.16916 images/sec.
Type : pill Train [ Epoch 54/256 iter 1 ] lr: 0.01900, loss: 0.25343, avg_reader_cost: 2.86068 sec, avg_batch_cost: 2.97356 sec, avg_samples: 96.0, avg_ips: 32.28453 images/sec.
Type : pill Train [ Epoch 54/256 iter 2 ] lr: 0.01900, loss: 0.28554, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11177 sec, avg_samples: 96.0, avg_ips: 858.94215 images/sec.
Type : pill Train [ Epoch 54/256 iter 3 ] lr: 0.01900, loss: 0.20770, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.09330 sec, avg_samples: 75.0, avg_ips: 803.82887 images/sec.
Type : pill Train [ Epoch 55/256 iter 1 ] lr: 0.01864, loss: 0.27564, avg_reader_cost: 2.72007 sec, avg_batch_cost: 2.83279 sec, avg_samples: 96.0, avg_ips: 33.88879 images/sec.
Type : pill Train [ Epoch 55/256 iter 2 ] lr: 0.01864, loss: 0.23906, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11426 sec, avg_samples: 96.0, avg_ips: 840.15429 images/sec.
Type : pill Train [ Epoch 55/256 iter 3 ] lr: 0.01864, loss: 0.28311, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.09559 sec, avg_samples: 75.0, avg_ips: 784.62149 images/sec.
Type : pill Train [ Epoch 56/256 iter 1 ] lr: 0.01829, loss: 0.24239, avg_reader_cost: 2.80563 sec, avg_batch_cost: 2.92033 sec, avg_samples: 96.0, avg_ips: 32.87296 images/sec.
Type : pill Train [ Epoch 56/256 iter 2 ] lr: 0.01829, loss: 0.27301, avg_reader_cost: 0.00033 sec, avg_batch_cost: 0.11454 sec, avg_samples: 96.0, avg_ips: 838.15710 images/sec.
Type : pill Train [ Epoch 56/256 iter 3 ] lr: 0.01829, loss: 0.23949, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.09546 sec, avg_samples: 75.0, avg_ips: 785.65813 images/sec.
Type : pill Test [ Epoch 56/256 ] test_cost: 9.624512 sec max_auc: 0.93781 roc_auc : 0.879433.
Type : pill Train [ Epoch 57/256 iter 1 ] lr: 0.01793, loss: 0.21777, avg_reader_cost: 2.83170 sec, avg_batch_cost: 2.94461 sec, avg_samples: 96.0, avg_ips: 32.60190 images/sec.
Type : pill Train [ Epoch 57/256 iter 2 ] lr: 0.01793, loss: 0.22000, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11183 sec, avg_samples: 96.0, avg_ips: 858.41660 images/sec.
Type : pill Train [ Epoch 57/256 iter 3 ] lr: 0.01793, loss: 0.21678, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.09588 sec, avg_samples: 75.0, avg_ips: 782.22947 images/sec.
Type : pill Train [ Epoch 58/256 iter 1 ] lr: 0.01756, loss: 0.20730, avg_reader_cost: 2.72348 sec, avg_batch_cost: 2.83778 sec, avg_samples: 96.0, avg_ips: 33.82924 images/sec.
Type : pill Train [ Epoch 58/256 iter 2 ] lr: 0.01756, loss: 0.23781, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11268 sec, avg_samples: 96.0, avg_ips: 851.96689 images/sec.
Type : pill Train [ Epoch 58/256 iter 3 ] lr: 0.01756, loss: 0.20338, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.09478 sec, avg_samples: 75.0, avg_ips: 791.26863 images/sec.
Type : pill Train [ Epoch 59/256 iter 1 ] lr: 0.01720, loss: 0.23248, avg_reader_cost: 2.51891 sec, avg_batch_cost: 2.62618 sec, avg_samples: 96.0, avg_ips: 36.55500 images/sec.
Type : pill Train [ Epoch 59/256 iter 2 ] lr: 0.01720, loss: 0.22456, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10601 sec, avg_samples: 96.0, avg_ips: 905.55899 images/sec.
Type : pill Train [ Epoch 59/256 iter 3 ] lr: 0.01720, loss: 0.28981, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.09024 sec, avg_samples: 75.0, avg_ips: 831.15653 images/sec.
Type : pill Train [ Epoch 60/256 iter 1 ] lr: 0.01684, loss: 0.23348, avg_reader_cost: 2.83598 sec, avg_batch_cost: 2.94162 sec, avg_samples: 96.0, avg_ips: 32.63504 images/sec.
Type : pill Train [ Epoch 60/256 iter 2 ] lr: 0.01684, loss: 0.24137, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10600 sec, avg_samples: 96.0, avg_ips: 905.64657 images/sec.
Type : pill Train [ Epoch 60/256 iter 3 ] lr: 0.01684, loss: 0.19570, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.08842 sec, avg_samples: 75.0, avg_ips: 848.27095 images/sec.
Type : pill Train [ Epoch 61/256 iter 1 ] lr: 0.01647, loss: 0.20735, avg_reader_cost: 2.76866 sec, avg_batch_cost: 2.87717 sec, avg_samples: 96.0, avg_ips: 33.36615 images/sec.
Type : pill Train [ Epoch 61/256 iter 2 ] lr: 0.01647, loss: 0.25821, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10423 sec, avg_samples: 96.0, avg_ips: 921.03855 images/sec.
Type : pill Train [ Epoch 61/256 iter 3 ] lr: 0.01647, loss: 0.20943, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.08760 sec, avg_samples: 75.0, avg_ips: 856.18077 images/sec.
Type : pill Train [ Epoch 62/256 iter 1 ] lr: 0.01610, loss: 0.19343, avg_reader_cost: 2.51659 sec, avg_batch_cost: 2.62837 sec, avg_samples: 96.0, avg_ips: 36.52453 images/sec.
Type : pill Train [ Epoch 62/256 iter 2 ] lr: 0.01610, loss: 0.25750, avg_reader_cost: 0.06421 sec, avg_batch_cost: 0.17533 sec, avg_samples: 96.0, avg_ips: 547.55182 images/sec.
Type : pill Train [ Epoch 62/256 iter 3 ] lr: 0.01610, loss: 0.24722, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.09464 sec, avg_samples: 75.0, avg_ips: 792.49658 images/sec.
Type : pill Train [ Epoch 63/256 iter 1 ] lr: 0.01574, loss: 0.24864, avg_reader_cost: 2.77684 sec, avg_batch_cost: 2.88939 sec, avg_samples: 96.0, avg_ips: 33.22498 images/sec.
Type : pill Train [ Epoch 63/256 iter 2 ] lr: 0.01574, loss: 0.21736, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11312 sec, avg_samples: 96.0, avg_ips: 848.64855 images/sec.
Type : pill Train [ Epoch 63/256 iter 3 ] lr: 0.01574, loss: 0.22163, avg_reader_cost: 0.00044 sec, avg_batch_cost: 0.09583 sec, avg_samples: 75.0, avg_ips: 782.63427 images/sec.
Type : pill Train [ Epoch 64/256 iter 1 ] lr: 0.01537, loss: 0.27211, avg_reader_cost: 2.94707 sec, avg_batch_cost: 3.06143 sec, avg_samples: 96.0, avg_ips: 31.35793 images/sec.
Type : pill Train [ Epoch 64/256 iter 2 ] lr: 0.01537, loss: 0.19522, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11244 sec, avg_samples: 96.0, avg_ips: 853.78786 images/sec.
Type : pill Train [ Epoch 64/256 iter 3 ] lr: 0.01537, loss: 0.21234, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.09626 sec, avg_samples: 75.0, avg_ips: 779.11417 images/sec.
Type : pill Test [ Epoch 64/256 ] test_cost: 9.572747 sec max_auc: 0.93781 roc_auc : 0.920622.
Type : pill Train [ Epoch 65/256 iter 1 ] lr: 0.01500, loss: 0.19232, avg_reader_cost: 2.82368 sec, avg_batch_cost: 2.93761 sec, avg_samples: 96.0, avg_ips: 32.67960 images/sec.
Type : pill Train [ Epoch 65/256 iter 2 ] lr: 0.01500, loss: 0.23985, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11240 sec, avg_samples: 96.0, avg_ips: 854.07580 images/sec.
Type : pill Train [ Epoch 65/256 iter 3 ] lr: 0.01500, loss: 0.20712, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.09673 sec, avg_samples: 75.0, avg_ips: 775.36751 images/sec.
Type : pill Train [ Epoch 66/256 iter 1 ] lr: 0.01463, loss: 0.25851, avg_reader_cost: 2.76141 sec, avg_batch_cost: 2.87446 sec, avg_samples: 96.0, avg_ips: 33.39759 images/sec.
Type : pill Train [ Epoch 66/256 iter 2 ] lr: 0.01463, loss: 0.24039, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11239 sec, avg_samples: 96.0, avg_ips: 854.14284 images/sec.
Type : pill Train [ Epoch 66/256 iter 3 ] lr: 0.01463, loss: 0.24454, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.09502 sec, avg_samples: 75.0, avg_ips: 789.29913 images/sec.
Type : pill Train [ Epoch 67/256 iter 1 ] lr: 0.01426, loss: 0.27082, avg_reader_cost: 3.05767 sec, avg_batch_cost: 3.17185 sec, avg_samples: 96.0, avg_ips: 30.26624 images/sec.
Type : pill Train [ Epoch 67/256 iter 2 ] lr: 0.01426, loss: 0.29532, avg_reader_cost: 0.00046 sec, avg_batch_cost: 0.11610 sec, avg_samples: 96.0, avg_ips: 826.86607 images/sec.
Type : pill Train [ Epoch 67/256 iter 3 ] lr: 0.01426, loss: 0.26767, avg_reader_cost: 0.00053 sec, avg_batch_cost: 0.09742 sec, avg_samples: 75.0, avg_ips: 769.88524 images/sec.
Type : pill Train [ Epoch 68/256 iter 1 ] lr: 0.01390, loss: 0.22980, avg_reader_cost: 3.01444 sec, avg_batch_cost: 3.12909 sec, avg_samples: 96.0, avg_ips: 30.67989 images/sec.
Type : pill Train [ Epoch 68/256 iter 2 ] lr: 0.01390, loss: 0.22129, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11315 sec, avg_samples: 96.0, avg_ips: 848.42681 images/sec.
Type : pill Train [ Epoch 68/256 iter 3 ] lr: 0.01390, loss: 0.17235, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.09529 sec, avg_samples: 75.0, avg_ips: 787.09907 images/sec.
Type : pill Train [ Epoch 69/256 iter 1 ] lr: 0.01353, loss: 0.19787, avg_reader_cost: 2.87255 sec, avg_batch_cost: 2.98694 sec, avg_samples: 96.0, avg_ips: 32.13992 images/sec.
Type : pill Train [ Epoch 69/256 iter 2 ] lr: 0.01353, loss: 0.25536, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11342 sec, avg_samples: 96.0, avg_ips: 846.40972 images/sec.
Type : pill Train [ Epoch 69/256 iter 3 ] lr: 0.01353, loss: 0.24640, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.09443 sec, avg_samples: 75.0, avg_ips: 794.27346 images/sec.
Type : pill Train [ Epoch 70/256 iter 1 ] lr: 0.01316, loss: 0.20265, avg_reader_cost: 2.91374 sec, avg_batch_cost: 3.02613 sec, avg_samples: 96.0, avg_ips: 31.72367 images/sec.
Type : pill Train [ Epoch 70/256 iter 2 ] lr: 0.01316, loss: 0.19110, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11401 sec, avg_samples: 96.0, avg_ips: 842.06239 images/sec.
Type : pill Train [ Epoch 70/256 iter 3 ] lr: 0.01316, loss: 0.21984, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.09412 sec, avg_samples: 75.0, avg_ips: 796.86294 images/sec.
Type : pill Train [ Epoch 71/256 iter 1 ] lr: 0.01280, loss: 0.23628, avg_reader_cost: 2.86917 sec, avg_batch_cost: 2.98434 sec, avg_samples: 96.0, avg_ips: 32.16793 images/sec.
Type : pill Train [ Epoch 71/256 iter 2 ] lr: 0.01280, loss: 0.19880, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11281 sec, avg_samples: 96.0, avg_ips: 851.01795 images/sec.
Type : pill Train [ Epoch 71/256 iter 3 ] lr: 0.01280, loss: 0.20628, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.09401 sec, avg_samples: 75.0, avg_ips: 797.81078 images/sec.
Type : pill Train [ Epoch 72/256 iter 1 ] lr: 0.01244, loss: 0.24894, avg_reader_cost: 2.69710 sec, avg_batch_cost: 2.80968 sec, avg_samples: 96.0, avg_ips: 34.16764 images/sec.
Type : pill Train [ Epoch 72/256 iter 2 ] lr: 0.01244, loss: 0.19012, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11223 sec, avg_samples: 96.0, avg_ips: 855.37852 images/sec.
Type : pill Train [ Epoch 72/256 iter 3 ] lr: 0.01244, loss: 0.19709, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.09443 sec, avg_samples: 75.0, avg_ips: 794.21732 images/sec.
Type : pill Test [ Epoch 72/256 ] test_cost: 9.557375 sec max_auc: 0.93781 roc_auc : 0.918167.
Type : pill Train [ Epoch 73/256 iter 1 ] lr: 0.01207, loss: 0.24124, avg_reader_cost: 2.94686 sec, avg_batch_cost: 3.06071 sec, avg_samples: 96.0, avg_ips: 31.36531 images/sec.
Type : pill Train [ Epoch 73/256 iter 2 ] lr: 0.01207, loss: 0.24258, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11166 sec, avg_samples: 96.0, avg_ips: 859.74361 images/sec.
Type : pill Train [ Epoch 73/256 iter 3 ] lr: 0.01207, loss: 0.29844, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.09507 sec, avg_samples: 75.0, avg_ips: 788.92698 images/sec.
Type : pill Train [ Epoch 74/256 iter 1 ] lr: 0.01171, loss: 0.21317, avg_reader_cost: 2.68352 sec, avg_batch_cost: 2.79613 sec, avg_samples: 96.0, avg_ips: 34.33314 images/sec.
Type : pill Train [ Epoch 74/256 iter 2 ] lr: 0.01171, loss: 0.27505, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11221 sec, avg_samples: 96.0, avg_ips: 855.53300 images/sec.
Type : pill Train [ Epoch 74/256 iter 3 ] lr: 0.01171, loss: 0.22952, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.09435 sec, avg_samples: 75.0, avg_ips: 794.88762 images/sec.
Type : pill Train [ Epoch 75/256 iter 1 ] lr: 0.01136, loss: 0.27094, avg_reader_cost: 2.92990 sec, avg_batch_cost: 3.04442 sec, avg_samples: 96.0, avg_ips: 31.53311 images/sec.
Type : pill Train [ Epoch 75/256 iter 2 ] lr: 0.01136, loss: 0.26741, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11297 sec, avg_samples: 96.0, avg_ips: 849.76255 images/sec.
Type : pill Train [ Epoch 75/256 iter 3 ] lr: 0.01136, loss: 0.20357, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.09380 sec, avg_samples: 75.0, avg_ips: 799.54453 images/sec.
Type : pill Train [ Epoch 76/256 iter 1 ] lr: 0.01100, loss: 0.21587, avg_reader_cost: 2.61399 sec, avg_batch_cost: 2.72684 sec, avg_samples: 96.0, avg_ips: 35.20562 images/sec.
Type : pill Train [ Epoch 76/256 iter 2 ] lr: 0.01100, loss: 0.20914, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11163 sec, avg_samples: 96.0, avg_ips: 859.95845 images/sec.
Type : pill Train [ Epoch 76/256 iter 3 ] lr: 0.01100, loss: 0.24912, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.09288 sec, avg_samples: 75.0, avg_ips: 807.50174 images/sec.
Type : pill Train [ Epoch 77/256 iter 1 ] lr: 0.01065, loss: 0.19525, avg_reader_cost: 2.74485 sec, avg_batch_cost: 2.85737 sec, avg_samples: 96.0, avg_ips: 33.59734 images/sec.
Type : pill Train [ Epoch 77/256 iter 2 ] lr: 0.01065, loss: 0.23970, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.11025 sec, avg_samples: 96.0, avg_ips: 870.77093 images/sec.
Type : pill Train [ Epoch 77/256 iter 3 ] lr: 0.01065, loss: 0.27688, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.09366 sec, avg_samples: 75.0, avg_ips: 800.76163 images/sec.
Type : pill Train [ Epoch 78/256 iter 1 ] lr: 0.01029, loss: 0.23097, avg_reader_cost: 2.65205 sec, avg_batch_cost: 2.76619 sec, avg_samples: 96.0, avg_ips: 34.70475 images/sec.
Type : pill Train [ Epoch 78/256 iter 2 ] lr: 0.01029, loss: 0.19589, avg_reader_cost: 0.07226 sec, avg_batch_cost: 0.18407 sec, avg_samples: 96.0, avg_ips: 521.54919 images/sec.
Type : pill Train [ Epoch 78/256 iter 3 ] lr: 0.01029, loss: 0.23830, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.09462 sec, avg_samples: 75.0, avg_ips: 792.66233 images/sec.
Type : pill Train [ Epoch 79/256 iter 1 ] lr: 0.00995, loss: 0.19798, avg_reader_cost: 2.79654 sec, avg_batch_cost: 2.90890 sec, avg_samples: 96.0, avg_ips: 33.00213 images/sec.
Type : pill Train [ Epoch 79/256 iter 2 ] lr: 0.00995, loss: 0.19821, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.11140 sec, avg_samples: 96.0, avg_ips: 861.76397 images/sec.
Type : pill Train [ Epoch 79/256 iter 3 ] lr: 0.00995, loss: 0.26078, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.09424 sec, avg_samples: 75.0, avg_ips: 795.82472 images/sec.
Type : pill Train [ Epoch 80/256 iter 1 ] lr: 0.00960, loss: 0.22100, avg_reader_cost: 2.66152 sec, avg_batch_cost: 2.77462 sec, avg_samples: 96.0, avg_ips: 34.59936 images/sec.
Type : pill Train [ Epoch 80/256 iter 2 ] lr: 0.00960, loss: 0.21981, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11280 sec, avg_samples: 96.0, avg_ips: 851.03413 images/sec.
Type : pill Train [ Epoch 80/256 iter 3 ] lr: 0.00960, loss: 0.23672, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.09743 sec, avg_samples: 75.0, avg_ips: 769.81365 images/sec.
Type : pill Test [ Epoch 80/256 ] test_cost: 9.533991 sec max_auc: 0.93781 roc_auc : 0.917076.
Type : pill Train [ Epoch 81/256 iter 1 ] lr: 0.00926, loss: 0.24344, avg_reader_cost: 2.75939 sec, avg_batch_cost: 2.87307 sec, avg_samples: 96.0, avg_ips: 33.41370 images/sec.
Type : pill Train [ Epoch 81/256 iter 2 ] lr: 0.00926, loss: 0.25401, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11110 sec, avg_samples: 96.0, avg_ips: 864.09415 images/sec.
Type : pill Train [ Epoch 81/256 iter 3 ] lr: 0.00926, loss: 0.22331, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.09401 sec, avg_samples: 75.0, avg_ips: 797.76019 images/sec.
Type : pill Train [ Epoch 82/256 iter 1 ] lr: 0.00892, loss: 0.23255, avg_reader_cost: 2.55036 sec, avg_batch_cost: 2.66324 sec, avg_samples: 96.0, avg_ips: 36.04636 images/sec.
Type : pill Train [ Epoch 82/256 iter 2 ] lr: 0.00892, loss: 0.21626, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11282 sec, avg_samples: 96.0, avg_ips: 850.92982 images/sec.
Type : pill Train [ Epoch 82/256 iter 3 ] lr: 0.00892, loss: 0.21182, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.09387 sec, avg_samples: 75.0, avg_ips: 799.00636 images/sec.
Type : pill Train [ Epoch 83/256 iter 1 ] lr: 0.00859, loss: 0.21944, avg_reader_cost: 3.03491 sec, avg_batch_cost: 3.14833 sec, avg_samples: 96.0, avg_ips: 30.49231 images/sec.
Type : pill Train [ Epoch 83/256 iter 2 ] lr: 0.00859, loss: 0.24123, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11323 sec, avg_samples: 96.0, avg_ips: 847.82121 images/sec.
Type : pill Train [ Epoch 83/256 iter 3 ] lr: 0.00859, loss: 0.20952, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.09476 sec, avg_samples: 75.0, avg_ips: 791.51352 images/sec.
Type : pill Train [ Epoch 84/256 iter 1 ] lr: 0.00826, loss: 0.23015, avg_reader_cost: 2.84320 sec, avg_batch_cost: 2.95691 sec, avg_samples: 96.0, avg_ips: 32.46634 images/sec.
