
############################
training hazelnut
############################

Type : hazelnut Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.28789, avg_reader_cost: 3.20340 sec, avg_batch_cost: 3.31736 sec, avg_samples: 96.0, avg_ips: 28.93864 images/sec.
Type : hazelnut Train [ Epoch 54/256 iter 5 ] lr: 0.01900, loss: 0.21378, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.02586 sec, avg_samples: 7.0, avg_ips: 270.71503 images/sec.
Type : hazelnut Train [ Epoch 55/256 iter 1 ] lr: 0.01864, loss: 0.18241, avg_reader_cost: 1.96451 sec, avg_batch_cost: 2.07152 sec, avg_samples: 96.0, avg_ips: 46.34289 images/sec.
Type : hazelnut Train [ Epoch 55/256 iter 2 ] lr: 0.01864, loss: 0.14695, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10603 sec, avg_samples: 96.0, avg_ips: 905.38592 images/sec.
Type : hazelnut Train [ Epoch 55/256 iter 3 ] lr: 0.01864, loss: 0.11982, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.10626 sec, avg_samples: 96.0, avg_ips: 903.44386 images/sec.
Type : hazelnut Train [ Epoch 55/256 iter 4 ] lr: 0.01864, loss: 0.13483, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.10453 sec, avg_samples: 96.0, avg_ips: 918.39998 images/sec.
Type : hazelnut Train [ Epoch 55/256 iter 5 ] lr: 0.01864, loss: 0.04180, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.02564 sec, avg_samples: 7.0, avg_ips: 273.05397 images/sec.
Type : hazelnut Train [ Epoch 56/256 iter 1 ] lr: 0.01829, loss: 0.16901, avg_reader_cost: 2.46064 sec, avg_batch_cost: 2.56716 sec, avg_samples: 96.0, avg_ips: 37.39542 images/sec.
Type : hazelnut Train [ Epoch 56/256 iter 2 ] lr: 0.01829, loss: 0.12996, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.10571 sec, avg_samples: 96.0, avg_ips: 908.14672 images/sec.
Type : hazelnut Train [ Epoch 56/256 iter 3 ] lr: 0.01829, loss: 0.13779, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10634 sec, avg_samples: 96.0, avg_ips: 902.74303 images/sec.
Type : hazelnut Train [ Epoch 56/256 iter 4 ] lr: 0.01829, loss: 0.13000, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10430 sec, avg_samples: 96.0, avg_ips: 920.43850 images/sec.
Type : hazelnut Train [ Epoch 56/256 iter 5 ] lr: 0.01829, loss: 0.01538, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.03123 sec, avg_samples: 7.0, avg_ips: 224.15734 images/sec.
Type : hazelnut Test [ Epoch 56/256 ] test_cost: 10.360454 sec max_auc: 0.96214 roc_auc : 0.955714.
Type : hazelnut Train [ Epoch 57/256 iter 1 ] lr: 0.01793, loss: 0.12495, avg_reader_cost: 2.46540 sec, avg_batch_cost: 2.57857 sec, avg_samples: 96.0, avg_ips: 37.22992 images/sec.
Type : hazelnut Train [ Epoch 57/256 iter 2 ] lr: 0.01793, loss: 0.17181, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11219 sec, avg_samples: 96.0, avg_ips: 855.65663 images/sec.
Type : hazelnut Train [ Epoch 57/256 iter 3 ] lr: 0.01793, loss: 0.15810, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11321 sec, avg_samples: 96.0, avg_ips: 848.01405 images/sec.
Type : hazelnut Train [ Epoch 57/256 iter 4 ] lr: 0.01793, loss: 0.10649, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11176 sec, avg_samples: 96.0, avg_ips: 858.94765 images/sec.
Type : hazelnut Train [ Epoch 57/256 iter 5 ] lr: 0.01793, loss: 0.06447, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.03679 sec, avg_samples: 7.0, avg_ips: 190.27088 images/sec.
Type : hazelnut Train [ Epoch 58/256 iter 1 ] lr: 0.01756, loss: 0.14921, avg_reader_cost: 2.30865 sec, avg_batch_cost: 2.42158 sec, avg_samples: 96.0, avg_ips: 39.64359 images/sec.
Type : hazelnut Train [ Epoch 58/256 iter 2 ] lr: 0.01756, loss: 0.15797, avg_reader_cost: 0.04254 sec, avg_batch_cost: 0.15449 sec, avg_samples: 96.0, avg_ips: 621.38988 images/sec.
Type : hazelnut Train [ Epoch 58/256 iter 3 ] lr: 0.01756, loss: 0.09828, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11174 sec, avg_samples: 96.0, avg_ips: 859.14375 images/sec.
Type : hazelnut Train [ Epoch 58/256 iter 4 ] lr: 0.01756, loss: 0.13381, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.11186 sec, avg_samples: 96.0, avg_ips: 858.21169 images/sec.
Type : hazelnut Train [ Epoch 58/256 iter 5 ] lr: 0.01756, loss: 0.02434, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.03700 sec, avg_samples: 7.0, avg_ips: 189.20900 images/sec.
Type : hazelnut Train [ Epoch 59/256 iter 1 ] lr: 0.01720, loss: 0.17294, avg_reader_cost: 1.90231 sec, avg_batch_cost: 2.01532 sec, avg_samples: 96.0, avg_ips: 47.63517 images/sec.
Type : hazelnut Train [ Epoch 59/256 iter 2 ] lr: 0.01720, loss: 0.14372, avg_reader_cost: 0.16030 sec, avg_batch_cost: 0.27098 sec, avg_samples: 96.0, avg_ips: 354.26517 images/sec.
Type : hazelnut Train [ Epoch 59/256 iter 3 ] lr: 0.01720, loss: 0.18335, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11170 sec, avg_samples: 96.0, avg_ips: 859.47752 images/sec.
Type : hazelnut Train [ Epoch 59/256 iter 4 ] lr: 0.01720, loss: 0.10450, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11165 sec, avg_samples: 96.0, avg_ips: 859.84643 images/sec.
Type : hazelnut Train [ Epoch 59/256 iter 5 ] lr: 0.01720, loss: 0.20119, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.02501 sec, avg_samples: 7.0, avg_ips: 279.87615 images/sec.
Type : hazelnut Train [ Epoch 60/256 iter 1 ] lr: 0.01684, loss: 0.12632, avg_reader_cost: 1.91505 sec, avg_batch_cost: 2.02232 sec, avg_samples: 96.0, avg_ips: 47.47019 images/sec.
Type : hazelnut Train [ Epoch 60/256 iter 2 ] lr: 0.01684, loss: 0.16050, avg_reader_cost: 0.16837 sec, avg_batch_cost: 0.27422 sec, avg_samples: 96.0, avg_ips: 350.08054 images/sec.
Type : hazelnut Train [ Epoch 60/256 iter 3 ] lr: 0.01684, loss: 0.15892, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11305 sec, avg_samples: 96.0, avg_ips: 849.17832 images/sec.
Type : hazelnut Train [ Epoch 60/256 iter 4 ] lr: 0.01684, loss: 0.14083, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.11209 sec, avg_samples: 96.0, avg_ips: 856.43011 images/sec.
Type : hazelnut Train [ Epoch 60/256 iter 5 ] lr: 0.01684, loss: 0.15151, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.03944 sec, avg_samples: 7.0, avg_ips: 177.48624 images/sec.
Type : hazelnut Train [ Epoch 61/256 iter 1 ] lr: 0.01647, loss: 0.19823, avg_reader_cost: 1.92221 sec, avg_batch_cost: 2.03626 sec, avg_samples: 96.0, avg_ips: 47.14518 images/sec.
Type : hazelnut Train [ Epoch 61/256 iter 2 ] lr: 0.01647, loss: 0.13144, avg_reader_cost: 0.17690 sec, avg_batch_cost: 0.28791 sec, avg_samples: 96.0, avg_ips: 333.43534 images/sec.
Type : hazelnut Train [ Epoch 61/256 iter 3 ] lr: 0.01647, loss: 0.11013, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11208 sec, avg_samples: 96.0, avg_ips: 856.55582 images/sec.
Type : hazelnut Train [ Epoch 61/256 iter 4 ] lr: 0.01647, loss: 0.10671, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.11124 sec, avg_samples: 96.0, avg_ips: 862.96818 images/sec.
Type : hazelnut Train [ Epoch 61/256 iter 5 ] lr: 0.01647, loss: 0.28843, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.03727 sec, avg_samples: 7.0, avg_ips: 187.80265 images/sec.
Type : hazelnut Train [ Epoch 62/256 iter 1 ] lr: 0.01610, loss: 0.14723, avg_reader_cost: 1.90450 sec, avg_batch_cost: 2.01850 sec, avg_samples: 96.0, avg_ips: 47.56014 images/sec.
Type : hazelnut Train [ Epoch 62/256 iter 2 ] lr: 0.01610, loss: 0.20284, avg_reader_cost: 0.31078 sec, avg_batch_cost: 0.42503 sec, avg_samples: 96.0, avg_ips: 225.86553 images/sec.
Type : hazelnut Train [ Epoch 62/256 iter 3 ] lr: 0.01610, loss: 0.14988, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11200 sec, avg_samples: 96.0, avg_ips: 857.10645 images/sec.
Type : hazelnut Train [ Epoch 62/256 iter 4 ] lr: 0.01610, loss: 0.17165, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.11167 sec, avg_samples: 96.0, avg_ips: 859.63899 images/sec.
Type : hazelnut Train [ Epoch 62/256 iter 5 ] lr: 0.01610, loss: 0.14178, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.04250 sec, avg_samples: 7.0, avg_ips: 164.70304 images/sec.
Type : hazelnut Train [ Epoch 63/256 iter 1 ] lr: 0.01574, loss: 0.12302, avg_reader_cost: 1.92426 sec, avg_batch_cost: 2.03758 sec, avg_samples: 96.0, avg_ips: 47.11482 images/sec.
Type : hazelnut Train [ Epoch 63/256 iter 2 ] lr: 0.01574, loss: 0.14004, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11129 sec, avg_samples: 96.0, avg_ips: 862.62615 images/sec.
Type : hazelnut Train [ Epoch 63/256 iter 3 ] lr: 0.01574, loss: 0.13675, avg_reader_cost: 0.05908 sec, avg_batch_cost: 0.17092 sec, avg_samples: 96.0, avg_ips: 561.66114 images/sec.
Type : hazelnut Train [ Epoch 63/256 iter 4 ] lr: 0.01574, loss: 0.15012, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11323 sec, avg_samples: 96.0, avg_ips: 847.85334 images/sec.
Type : hazelnut Train [ Epoch 63/256 iter 5 ] lr: 0.01574, loss: 0.27567, avg_reader_cost: 0.00136 sec, avg_batch_cost: 0.03335 sec, avg_samples: 7.0, avg_ips: 209.88911 images/sec.
Type : hazelnut Train [ Epoch 64/256 iter 1 ] lr: 0.01537, loss: 0.13740, avg_reader_cost: 1.90732 sec, avg_batch_cost: 2.01501 sec, avg_samples: 96.0, avg_ips: 47.64241 images/sec.
Type : hazelnut Train [ Epoch 64/256 iter 2 ] lr: 0.01537, loss: 0.14998, avg_reader_cost: 0.17445 sec, avg_batch_cost: 0.27856 sec, avg_samples: 96.0, avg_ips: 344.62903 images/sec.
Type : hazelnut Train [ Epoch 64/256 iter 3 ] lr: 0.01537, loss: 0.12740, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10415 sec, avg_samples: 96.0, avg_ips: 921.77863 images/sec.
Type : hazelnut Train [ Epoch 64/256 iter 4 ] lr: 0.01537, loss: 0.11007, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10435 sec, avg_samples: 96.0, avg_ips: 920.02208 images/sec.
Type : hazelnut Train [ Epoch 64/256 iter 5 ] lr: 0.01537, loss: 0.16025, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.03218 sec, avg_samples: 7.0, avg_ips: 217.54528 images/sec.
Type : hazelnut Test [ Epoch 64/256 ] test_cost: 9.764438 sec max_auc: 0.96214 roc_auc : 0.936071.
Type : hazelnut Train [ Epoch 65/256 iter 1 ] lr: 0.01500, loss: 0.16266, avg_reader_cost: 1.91458 sec, avg_batch_cost: 2.03058 sec, avg_samples: 96.0, avg_ips: 47.27721 images/sec.
Type : hazelnut Train [ Epoch 65/256 iter 2 ] lr: 0.01500, loss: 0.12483, avg_reader_cost: 0.16926 sec, avg_batch_cost: 0.28094 sec, avg_samples: 96.0, avg_ips: 341.70730 images/sec.
Type : hazelnut Train [ Epoch 65/256 iter 3 ] lr: 0.01500, loss: 0.12072, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11226 sec, avg_samples: 96.0, avg_ips: 855.17505 images/sec.
Type : hazelnut Train [ Epoch 65/256 iter 4 ] lr: 0.01500, loss: 0.11013, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.11045 sec, avg_samples: 96.0, avg_ips: 869.20699 images/sec.
Type : hazelnut Train [ Epoch 65/256 iter 5 ] lr: 0.01500, loss: 0.24546, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.03715 sec, avg_samples: 7.0, avg_ips: 188.41490 images/sec.
Type : hazelnut Train [ Epoch 66/256 iter 1 ] lr: 0.01463, loss: 0.14614, avg_reader_cost: 1.89422 sec, avg_batch_cost: 2.00688 sec, avg_samples: 96.0, avg_ips: 47.83548 images/sec.
Type : hazelnut Train [ Epoch 66/256 iter 2 ] lr: 0.01463, loss: 0.15418, avg_reader_cost: 0.35457 sec, avg_batch_cost: 0.46629 sec, avg_samples: 96.0, avg_ips: 205.88078 images/sec.
Type : hazelnut Train [ Epoch 66/256 iter 3 ] lr: 0.01463, loss: 0.10888, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11313 sec, avg_samples: 96.0, avg_ips: 848.60204 images/sec.
Type : hazelnut Train [ Epoch 66/256 iter 4 ] lr: 0.01463, loss: 0.08207, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11237 sec, avg_samples: 96.0, avg_ips: 854.35851 images/sec.
Type : hazelnut Train [ Epoch 66/256 iter 5 ] lr: 0.01463, loss: 0.08854, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.04487 sec, avg_samples: 7.0, avg_ips: 156.02068 images/sec.
Type : hazelnut Train [ Epoch 67/256 iter 1 ] lr: 0.01426, loss: 0.13512, avg_reader_cost: 2.51457 sec, avg_batch_cost: 2.62701 sec, avg_samples: 96.0, avg_ips: 36.54347 images/sec.
Type : hazelnut Train [ Epoch 67/256 iter 2 ] lr: 0.01426, loss: 0.15005, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11415 sec, avg_samples: 96.0, avg_ips: 841.00712 images/sec.
Type : hazelnut Train [ Epoch 67/256 iter 3 ] lr: 0.01426, loss: 0.15432, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.11439 sec, avg_samples: 96.0, avg_ips: 839.20522 images/sec.
Type : hazelnut Train [ Epoch 67/256 iter 4 ] lr: 0.01426, loss: 0.10892, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11176 sec, avg_samples: 96.0, avg_ips: 858.99163 images/sec.
Type : hazelnut Train [ Epoch 67/256 iter 5 ] lr: 0.01426, loss: 0.16826, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.03747 sec, avg_samples: 7.0, avg_ips: 186.80016 images/sec.
Type : hazelnut Train [ Epoch 68/256 iter 1 ] lr: 0.01390, loss: 0.10011, avg_reader_cost: 2.46229 sec, avg_batch_cost: 2.57597 sec, avg_samples: 96.0, avg_ips: 37.26748 images/sec.
Type : hazelnut Train [ Epoch 68/256 iter 2 ] lr: 0.01390, loss: 0.18857, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11392 sec, avg_samples: 96.0, avg_ips: 842.66155 images/sec.
Type : hazelnut Train [ Epoch 68/256 iter 3 ] lr: 0.01390, loss: 0.18831, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11357 sec, avg_samples: 96.0, avg_ips: 845.28674 images/sec.
Type : hazelnut Train [ Epoch 68/256 iter 4 ] lr: 0.01390, loss: 0.10650, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11145 sec, avg_samples: 96.0, avg_ips: 861.38420 images/sec.
Type : hazelnut Train [ Epoch 68/256 iter 5 ] lr: 0.01390, loss: 0.16146, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.03785 sec, avg_samples: 7.0, avg_ips: 184.92938 images/sec.
Type : hazelnut Train [ Epoch 69/256 iter 1 ] lr: 0.01353, loss: 0.11299, avg_reader_cost: 2.45749 sec, avg_batch_cost: 2.57065 sec, avg_samples: 96.0, avg_ips: 37.34457 images/sec.
Type : hazelnut Train [ Epoch 69/256 iter 2 ] lr: 0.01353, loss: 0.13486, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11436 sec, avg_samples: 96.0, avg_ips: 839.42741 images/sec.
Type : hazelnut Train [ Epoch 69/256 iter 3 ] lr: 0.01353, loss: 0.14836, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11336 sec, avg_samples: 96.0, avg_ips: 846.86901 images/sec.
Type : hazelnut Train [ Epoch 69/256 iter 4 ] lr: 0.01353, loss: 0.13516, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10670 sec, avg_samples: 96.0, avg_ips: 899.72736 images/sec.
Type : hazelnut Train [ Epoch 69/256 iter 5 ] lr: 0.01353, loss: 0.12553, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.03142 sec, avg_samples: 7.0, avg_ips: 222.75766 images/sec.
Type : hazelnut Train [ Epoch 70/256 iter 1 ] lr: 0.01316, loss: 0.14386, avg_reader_cost: 2.40157 sec, avg_batch_cost: 2.50685 sec, avg_samples: 96.0, avg_ips: 38.29506 images/sec.
Type : hazelnut Train [ Epoch 70/256 iter 2 ] lr: 0.01316, loss: 0.11863, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10598 sec, avg_samples: 96.0, avg_ips: 905.86255 images/sec.
Type : hazelnut Train [ Epoch 70/256 iter 3 ] lr: 0.01316, loss: 0.19276, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10398 sec, avg_samples: 96.0, avg_ips: 923.27507 images/sec.
Type : hazelnut Train [ Epoch 70/256 iter 4 ] lr: 0.01316, loss: 0.15674, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10543 sec, avg_samples: 96.0, avg_ips: 910.53509 images/sec.
Type : hazelnut Train [ Epoch 70/256 iter 5 ] lr: 0.01316, loss: 0.04005, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.02562 sec, avg_samples: 7.0, avg_ips: 273.22168 images/sec.
Type : hazelnut Train [ Epoch 71/256 iter 1 ] lr: 0.01280, loss: 0.15521, avg_reader_cost: 2.36232 sec, avg_batch_cost: 2.46895 sec, avg_samples: 96.0, avg_ips: 38.88298 images/sec.
Type : hazelnut Train [ Epoch 71/256 iter 2 ] lr: 0.01280, loss: 0.21871, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10685 sec, avg_samples: 96.0, avg_ips: 898.45454 images/sec.
Type : hazelnut Train [ Epoch 71/256 iter 3 ] lr: 0.01280, loss: 0.19834, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10521 sec, avg_samples: 96.0, avg_ips: 912.48710 images/sec.
Type : hazelnut Train [ Epoch 71/256 iter 4 ] lr: 0.01280, loss: 0.11363, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10429 sec, avg_samples: 96.0, avg_ips: 920.50373 images/sec.
Type : hazelnut Train [ Epoch 71/256 iter 5 ] lr: 0.01280, loss: 0.01870, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.02562 sec, avg_samples: 7.0, avg_ips: 273.26236 images/sec.
Type : hazelnut Train [ Epoch 72/256 iter 1 ] lr: 0.01244, loss: 0.11437, avg_reader_cost: 2.53714 sec, avg_batch_cost: 2.64457 sec, avg_samples: 96.0, avg_ips: 36.30086 images/sec.
Type : hazelnut Train [ Epoch 72/256 iter 2 ] lr: 0.01244, loss: 0.12960, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10499 sec, avg_samples: 96.0, avg_ips: 914.37275 images/sec.
Type : hazelnut Train [ Epoch 72/256 iter 3 ] lr: 0.01244, loss: 0.12920, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10536 sec, avg_samples: 96.0, avg_ips: 911.19445 images/sec.
Type : hazelnut Train [ Epoch 72/256 iter 4 ] lr: 0.01244, loss: 0.14327, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.10506 sec, avg_samples: 96.0, avg_ips: 913.72122 images/sec.
Type : hazelnut Train [ Epoch 72/256 iter 5 ] lr: 0.01244, loss: 0.01724, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.03034 sec, avg_samples: 7.0, avg_ips: 230.69891 images/sec.
Type : hazelnut Test [ Epoch 72/256 ] test_cost: 9.831700 sec max_auc: 0.96571 roc_auc : 0.965714.
Type : hazelnut Train [ Epoch 73/256 iter 1 ] lr: 0.01207, loss: 0.18878, avg_reader_cost: 2.50475 sec, avg_batch_cost: 2.61862 sec, avg_samples: 96.0, avg_ips: 36.66056 images/sec.
Type : hazelnut Train [ Epoch 73/256 iter 2 ] lr: 0.01207, loss: 0.15189, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11429 sec, avg_samples: 96.0, avg_ips: 840.00355 images/sec.
Type : hazelnut Train [ Epoch 73/256 iter 3 ] lr: 0.01207, loss: 0.11085, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11404 sec, avg_samples: 96.0, avg_ips: 841.78601 images/sec.
Type : hazelnut Train [ Epoch 73/256 iter 4 ] lr: 0.01207, loss: 0.14834, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11176 sec, avg_samples: 96.0, avg_ips: 858.97330 images/sec.
Type : hazelnut Train [ Epoch 73/256 iter 5 ] lr: 0.01207, loss: 0.12567, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.03655 sec, avg_samples: 7.0, avg_ips: 191.52823 images/sec.
Type : hazelnut Train [ Epoch 74/256 iter 1 ] lr: 0.01171, loss: 0.17516, avg_reader_cost: 2.40917 sec, avg_batch_cost: 2.51580 sec, avg_samples: 96.0, avg_ips: 38.15889 images/sec.
Type : hazelnut Train [ Epoch 74/256 iter 2 ] lr: 0.01171, loss: 0.15298, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10713 sec, avg_samples: 96.0, avg_ips: 896.07321 images/sec.
Type : hazelnut Train [ Epoch 74/256 iter 3 ] lr: 0.01171, loss: 0.13857, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.10453 sec, avg_samples: 96.0, avg_ips: 918.36227 images/sec.
Type : hazelnut Train [ Epoch 74/256 iter 4 ] lr: 0.01171, loss: 0.16928, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10507 sec, avg_samples: 96.0, avg_ips: 913.70670 images/sec.
Type : hazelnut Train [ Epoch 74/256 iter 5 ] lr: 0.01171, loss: 0.08697, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.02552 sec, avg_samples: 7.0, avg_ips: 274.24250 images/sec.
Type : hazelnut Train [ Epoch 75/256 iter 1 ] lr: 0.01136, loss: 0.12847, avg_reader_cost: 2.50546 sec, avg_batch_cost: 2.61361 sec, avg_samples: 96.0, avg_ips: 36.73078 images/sec.
Type : hazelnut Train [ Epoch 75/256 iter 2 ] lr: 0.01136, loss: 0.10852, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10455 sec, avg_samples: 96.0, avg_ips: 918.26384 images/sec.
Type : hazelnut Train [ Epoch 75/256 iter 3 ] lr: 0.01136, loss: 0.12275, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10404 sec, avg_samples: 96.0, avg_ips: 922.74400 images/sec.
Type : hazelnut Train [ Epoch 75/256 iter 4 ] lr: 0.01136, loss: 0.16671, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10427 sec, avg_samples: 96.0, avg_ips: 920.64685 images/sec.
Type : hazelnut Train [ Epoch 75/256 iter 5 ] lr: 0.01136, loss: 0.06069, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.02699 sec, avg_samples: 7.0, avg_ips: 259.36280 images/sec.
Type : hazelnut Train [ Epoch 76/256 iter 1 ] lr: 0.01100, loss: 0.12735, avg_reader_cost: 2.47432 sec, avg_batch_cost: 2.58113 sec, avg_samples: 96.0, avg_ips: 37.19296 images/sec.
Type : hazelnut Train [ Epoch 76/256 iter 2 ] lr: 0.01100, loss: 0.11329, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10462 sec, avg_samples: 96.0, avg_ips: 917.58793 images/sec.
Type : hazelnut Train [ Epoch 76/256 iter 3 ] lr: 0.01100, loss: 0.13271, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10726 sec, avg_samples: 96.0, avg_ips: 894.99369 images/sec.
Type : hazelnut Train [ Epoch 76/256 iter 4 ] lr: 0.01100, loss: 0.09711, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.10500 sec, avg_samples: 96.0, avg_ips: 914.26271 images/sec.
Type : hazelnut Train [ Epoch 76/256 iter 5 ] lr: 0.01100, loss: 0.01779, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.02571 sec, avg_samples: 7.0, avg_ips: 272.23618 images/sec.
Type : hazelnut Train [ Epoch 77/256 iter 1 ] lr: 0.01065, loss: 0.13585, avg_reader_cost: 2.26687 sec, avg_batch_cost: 2.37363 sec, avg_samples: 96.0, avg_ips: 40.44441 images/sec.
Type : hazelnut Train [ Epoch 77/256 iter 2 ] lr: 0.01065, loss: 0.15617, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.10690 sec, avg_samples: 96.0, avg_ips: 898.00370 images/sec.
Type : hazelnut Train [ Epoch 77/256 iter 3 ] lr: 0.01065, loss: 0.14027, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10470 sec, avg_samples: 96.0, avg_ips: 916.91093 images/sec.
Type : hazelnut Train [ Epoch 77/256 iter 4 ] lr: 0.01065, loss: 0.18867, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10411 sec, avg_samples: 96.0, avg_ips: 922.10582 images/sec.
Type : hazelnut Train [ Epoch 77/256 iter 5 ] lr: 0.01065, loss: 0.03741, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.02524 sec, avg_samples: 7.0, avg_ips: 277.35127 images/sec.
Type : hazelnut Train [ Epoch 78/256 iter 1 ] lr: 0.01029, loss: 0.07256, avg_reader_cost: 1.91062 sec, avg_batch_cost: 2.01739 sec, avg_samples: 96.0, avg_ips: 47.58618 images/sec.
Type : hazelnut Train [ Epoch 78/256 iter 2 ] lr: 0.01029, loss: 0.14934, avg_reader_cost: 0.11213 sec, avg_batch_cost: 0.21798 sec, avg_samples: 96.0, avg_ips: 440.40467 images/sec.
Type : hazelnut Train [ Epoch 78/256 iter 3 ] lr: 0.01029, loss: 0.13410, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10544 sec, avg_samples: 96.0, avg_ips: 910.50214 images/sec.
Type : hazelnut Train [ Epoch 78/256 iter 4 ] lr: 0.01029, loss: 0.15232, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10441 sec, avg_samples: 96.0, avg_ips: 919.46325 images/sec.
Type : hazelnut Train [ Epoch 78/256 iter 5 ] lr: 0.01029, loss: 0.01983, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.02615 sec, avg_samples: 7.0, avg_ips: 267.72316 images/sec.
Type : hazelnut Train [ Epoch 79/256 iter 1 ] lr: 0.00995, loss: 0.15581, avg_reader_cost: 1.91030 sec, avg_batch_cost: 2.02261 sec, avg_samples: 96.0, avg_ips: 47.46348 images/sec.
Type : hazelnut Train [ Epoch 79/256 iter 2 ] lr: 0.00995, loss: 0.13270, avg_reader_cost: 0.19753 sec, avg_batch_cost: 0.31508 sec, avg_samples: 96.0, avg_ips: 304.68874 images/sec.
