
############################
training wood
############################

Type : wood Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.59046, avg_reader_cost: 3.61244 sec, avg_batch_cost: 3.74143 sec, avg_samples: 96.0, avg_ips: 25.65866 images/sec.
Type : wood Train [ Epoch 42/256 iter 3 ] lr: 0.02302, loss: 0.08251, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.07867 sec, avg_samples: 55.0, avg_ips: 699.15660 images/sec.
Type : wood Train [ Epoch 43/256 iter 1 ] lr: 0.02271, loss: 0.01779, avg_reader_cost: 2.62579 sec, avg_batch_cost: 2.74074 sec, avg_samples: 96.0, avg_ips: 35.02699 images/sec.
Type : wood Train [ Epoch 43/256 iter 2 ] lr: 0.02271, loss: 0.03941, avg_reader_cost: 0.05519 sec, avg_batch_cost: 0.16847 sec, avg_samples: 96.0, avg_ips: 569.83632 images/sec.
Type : wood Train [ Epoch 43/256 iter 3 ] lr: 0.02271, loss: 0.01086, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.07860 sec, avg_samples: 55.0, avg_ips: 699.77164 images/sec.
Type : wood Train [ Epoch 44/256 iter 1 ] lr: 0.02239, loss: 0.02468, avg_reader_cost: 2.82868 sec, avg_batch_cost: 2.94650 sec, avg_samples: 96.0, avg_ips: 32.58106 images/sec.
Type : wood Train [ Epoch 44/256 iter 2 ] lr: 0.02239, loss: 0.06940, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11263 sec, avg_samples: 96.0, avg_ips: 852.34742 images/sec.
Type : wood Train [ Epoch 44/256 iter 3 ] lr: 0.02239, loss: 0.07450, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.08101 sec, avg_samples: 55.0, avg_ips: 678.92367 images/sec.
Type : wood Train [ Epoch 45/256 iter 1 ] lr: 0.02207, loss: 0.00756, avg_reader_cost: 2.10100 sec, avg_batch_cost: 2.21523 sec, avg_samples: 96.0, avg_ips: 43.33627 images/sec.
Type : wood Train [ Epoch 45/256 iter 2 ] lr: 0.02207, loss: 0.04143, avg_reader_cost: 0.05064 sec, avg_batch_cost: 0.16194 sec, avg_samples: 96.0, avg_ips: 592.81965 images/sec.
Type : wood Train [ Epoch 45/256 iter 3 ] lr: 0.02207, loss: 0.03087, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.07726 sec, avg_samples: 55.0, avg_ips: 711.87740 images/sec.
Type : wood Train [ Epoch 46/256 iter 1 ] lr: 0.02174, loss: 0.04077, avg_reader_cost: 2.48054 sec, avg_batch_cost: 2.59342 sec, avg_samples: 96.0, avg_ips: 37.01676 images/sec.
Type : wood Train [ Epoch 46/256 iter 2 ] lr: 0.02174, loss: 0.02790, avg_reader_cost: 0.04726 sec, avg_batch_cost: 0.16022 sec, avg_samples: 96.0, avg_ips: 599.19164 images/sec.
Type : wood Train [ Epoch 46/256 iter 3 ] lr: 0.02174, loss: 0.05508, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.07727 sec, avg_samples: 55.0, avg_ips: 711.75660 images/sec.
Type : wood Train [ Epoch 47/256 iter 1 ] lr: 0.02141, loss: 0.07792, avg_reader_cost: 2.66051 sec, avg_batch_cost: 2.77396 sec, avg_samples: 96.0, avg_ips: 34.60751 images/sec.
Type : wood Train [ Epoch 47/256 iter 2 ] lr: 0.02141, loss: 0.05787, avg_reader_cost: 0.04277 sec, avg_batch_cost: 0.15486 sec, avg_samples: 96.0, avg_ips: 619.93186 images/sec.
Type : wood Train [ Epoch 47/256 iter 3 ] lr: 0.02141, loss: 0.03821, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.07796 sec, avg_samples: 55.0, avg_ips: 705.48339 images/sec.
Type : wood Train [ Epoch 48/256 iter 1 ] lr: 0.02108, loss: 0.02969, avg_reader_cost: 2.43298 sec, avg_batch_cost: 2.54183 sec, avg_samples: 96.0, avg_ips: 37.76808 images/sec.
Type : wood Train [ Epoch 48/256 iter 2 ] lr: 0.02108, loss: 0.09724, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10760 sec, avg_samples: 96.0, avg_ips: 892.16190 images/sec.
Type : wood Train [ Epoch 48/256 iter 3 ] lr: 0.02108, loss: 0.02477, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.07837 sec, avg_samples: 55.0, avg_ips: 701.81966 images/sec.
Type : wood Test [ Epoch 48/256 ] test_cost: 9.409456 sec max_auc: 0.98772 roc_auc : 0.971930.
Type : wood Train [ Epoch 49/256 iter 1 ] lr: 0.02074, loss: 0.03369, avg_reader_cost: 2.65850 sec, avg_batch_cost: 2.77400 sec, avg_samples: 96.0, avg_ips: 34.60710 images/sec.
Type : wood Train [ Epoch 49/256 iter 2 ] lr: 0.02074, loss: 0.06248, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11961 sec, avg_samples: 96.0, avg_ips: 802.57760 images/sec.
Type : wood Train [ Epoch 49/256 iter 3 ] lr: 0.02074, loss: 0.07664, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.07063 sec, avg_samples: 55.0, avg_ips: 778.69198 images/sec.
Type : wood Train [ Epoch 50/256 iter 1 ] lr: 0.02040, loss: 0.02470, avg_reader_cost: 2.92476 sec, avg_batch_cost: 3.03297 sec, avg_samples: 96.0, avg_ips: 31.65210 images/sec.
Type : wood Train [ Epoch 50/256 iter 2 ] lr: 0.02040, loss: 0.06063, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.10673 sec, avg_samples: 96.0, avg_ips: 899.48014 images/sec.
Type : wood Train [ Epoch 50/256 iter 3 ] lr: 0.02040, loss: 0.04440, avg_reader_cost: 0.00039 sec, avg_batch_cost: 0.07574 sec, avg_samples: 55.0, avg_ips: 726.20638 images/sec.
Type : wood Train [ Epoch 51/256 iter 1 ] lr: 0.02005, loss: 0.06250, avg_reader_cost: 2.68992 sec, avg_batch_cost: 2.79803 sec, avg_samples: 96.0, avg_ips: 34.30990 images/sec.
Type : wood Train [ Epoch 51/256 iter 2 ] lr: 0.02005, loss: 0.02046, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.10436 sec, avg_samples: 96.0, avg_ips: 919.93170 images/sec.
Type : wood Train [ Epoch 51/256 iter 3 ] lr: 0.02005, loss: 0.07447, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.07572 sec, avg_samples: 55.0, avg_ips: 726.40076 images/sec.
Type : wood Train [ Epoch 52/256 iter 1 ] lr: 0.01971, loss: 0.04844, avg_reader_cost: 2.59466 sec, avg_batch_cost: 2.70089 sec, avg_samples: 96.0, avg_ips: 35.54388 images/sec.
Type : wood Train [ Epoch 52/256 iter 2 ] lr: 0.01971, loss: 0.03098, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.10543 sec, avg_samples: 96.0, avg_ips: 910.53303 images/sec.
Type : wood Train [ Epoch 52/256 iter 3 ] lr: 0.01971, loss: 0.04212, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.07468 sec, avg_samples: 55.0, avg_ips: 736.46064 images/sec.
Type : wood Train [ Epoch 53/256 iter 1 ] lr: 0.01935, loss: 0.05878, avg_reader_cost: 2.61683 sec, avg_batch_cost: 2.72981 sec, avg_samples: 96.0, avg_ips: 35.16726 images/sec.
Type : wood Train [ Epoch 53/256 iter 2 ] lr: 0.01935, loss: 0.04205, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11303 sec, avg_samples: 96.0, avg_ips: 849.35028 images/sec.
Type : wood Train [ Epoch 53/256 iter 3 ] lr: 0.01935, loss: 0.04958, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.07895 sec, avg_samples: 55.0, avg_ips: 696.59990 images/sec.
Type : wood Train [ Epoch 54/256 iter 1 ] lr: 0.01900, loss: 0.02322, avg_reader_cost: 2.73097 sec, avg_batch_cost: 2.84823 sec, avg_samples: 96.0, avg_ips: 33.70515 images/sec.
Type : wood Train [ Epoch 54/256 iter 2 ] lr: 0.01900, loss: 0.07094, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11463 sec, avg_samples: 96.0, avg_ips: 837.47722 images/sec.
Type : wood Train [ Epoch 54/256 iter 3 ] lr: 0.01900, loss: 0.06924, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.07998 sec, avg_samples: 55.0, avg_ips: 687.62976 images/sec.
Type : wood Train [ Epoch 55/256 iter 1 ] lr: 0.01864, loss: 0.03005, avg_reader_cost: 2.73683 sec, avg_batch_cost: 2.85260 sec, avg_samples: 96.0, avg_ips: 33.65352 images/sec.
Type : wood Train [ Epoch 55/256 iter 2 ] lr: 0.01864, loss: 0.01040, avg_reader_cost: 0.00033 sec, avg_batch_cost: 0.11431 sec, avg_samples: 96.0, avg_ips: 839.78807 images/sec.
Type : wood Train [ Epoch 55/256 iter 3 ] lr: 0.01864, loss: 0.00756, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.08150 sec, avg_samples: 55.0, avg_ips: 674.88370 images/sec.
Type : wood Train [ Epoch 56/256 iter 1 ] lr: 0.01829, loss: 0.07663, avg_reader_cost: 2.66012 sec, avg_batch_cost: 2.77481 sec, avg_samples: 96.0, avg_ips: 34.59699 images/sec.
Type : wood Train [ Epoch 56/256 iter 2 ] lr: 0.01829, loss: 0.03857, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11545 sec, avg_samples: 96.0, avg_ips: 831.50372 images/sec.
Type : wood Train [ Epoch 56/256 iter 3 ] lr: 0.01829, loss: 0.03225, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.07995 sec, avg_samples: 55.0, avg_ips: 687.96813 images/sec.
Type : wood Test [ Epoch 56/256 ] test_cost: 8.673601 sec max_auc: 0.98772 roc_auc : 0.980702.
Type : wood Train [ Epoch 57/256 iter 1 ] lr: 0.01793, loss: 0.07615, avg_reader_cost: 2.91623 sec, avg_batch_cost: 3.03320 sec, avg_samples: 96.0, avg_ips: 31.64975 images/sec.
Type : wood Train [ Epoch 57/256 iter 2 ] lr: 0.01793, loss: 0.07788, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11545 sec, avg_samples: 96.0, avg_ips: 831.55524 images/sec.
Type : wood Train [ Epoch 57/256 iter 3 ] lr: 0.01793, loss: 0.05360, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.08090 sec, avg_samples: 55.0, avg_ips: 679.81599 images/sec.
Type : wood Train [ Epoch 58/256 iter 1 ] lr: 0.01756, loss: 0.03371, avg_reader_cost: 2.83142 sec, avg_batch_cost: 2.94933 sec, avg_samples: 96.0, avg_ips: 32.54980 images/sec.
Type : wood Train [ Epoch 58/256 iter 2 ] lr: 0.01756, loss: 0.04821, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11385 sec, avg_samples: 96.0, avg_ips: 843.24391 images/sec.
Type : wood Train [ Epoch 58/256 iter 3 ] lr: 0.01756, loss: 0.05784, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.08134 sec, avg_samples: 55.0, avg_ips: 676.15166 images/sec.
Type : wood Train [ Epoch 59/256 iter 1 ] lr: 0.01720, loss: 0.03270, avg_reader_cost: 2.80811 sec, avg_batch_cost: 2.93748 sec, avg_samples: 96.0, avg_ips: 32.68111 images/sec.
Type : wood Train [ Epoch 59/256 iter 2 ] lr: 0.01720, loss: 0.05171, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.11535 sec, avg_samples: 96.0, avg_ips: 832.22382 images/sec.
Type : wood Train [ Epoch 59/256 iter 3 ] lr: 0.01720, loss: 0.10052, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.08214 sec, avg_samples: 55.0, avg_ips: 669.57710 images/sec.
Type : wood Train [ Epoch 60/256 iter 1 ] lr: 0.01684, loss: 0.02473, avg_reader_cost: 2.11410 sec, avg_batch_cost: 2.24050 sec, avg_samples: 96.0, avg_ips: 42.84754 images/sec.
Type : wood Train [ Epoch 60/256 iter 2 ] lr: 0.01684, loss: 0.08144, avg_reader_cost: 0.39717 sec, avg_batch_cost: 0.50995 sec, avg_samples: 96.0, avg_ips: 188.25528 images/sec.
Type : wood Train [ Epoch 60/256 iter 3 ] lr: 0.01684, loss: 0.04065, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.08093 sec, avg_samples: 55.0, avg_ips: 679.58368 images/sec.
Type : wood Train [ Epoch 61/256 iter 1 ] lr: 0.01647, loss: 0.07122, avg_reader_cost: 2.84255 sec, avg_batch_cost: 2.95605 sec, avg_samples: 96.0, avg_ips: 32.47572 images/sec.
Type : wood Train [ Epoch 61/256 iter 2 ] lr: 0.01647, loss: 0.02396, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11415 sec, avg_samples: 96.0, avg_ips: 840.99834 images/sec.
Type : wood Train [ Epoch 61/256 iter 3 ] lr: 0.01647, loss: 0.06655, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.08066 sec, avg_samples: 55.0, avg_ips: 681.86156 images/sec.
Type : wood Train [ Epoch 62/256 iter 1 ] lr: 0.01610, loss: 0.07330, avg_reader_cost: 3.16307 sec, avg_batch_cost: 3.27828 sec, avg_samples: 96.0, avg_ips: 29.28365 images/sec.
Type : wood Train [ Epoch 62/256 iter 2 ] lr: 0.01610, loss: 0.04737, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.11606 sec, avg_samples: 96.0, avg_ips: 827.13954 images/sec.
Type : wood Train [ Epoch 62/256 iter 3 ] lr: 0.01610, loss: 0.03630, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.08027 sec, avg_samples: 55.0, avg_ips: 685.20537 images/sec.
Type : wood Train [ Epoch 63/256 iter 1 ] lr: 0.01574, loss: 0.03857, avg_reader_cost: 2.69623 sec, avg_batch_cost: 2.81191 sec, avg_samples: 96.0, avg_ips: 34.14044 images/sec.
Type : wood Train [ Epoch 63/256 iter 2 ] lr: 0.01574, loss: 0.03037, avg_reader_cost: 0.11451 sec, avg_batch_cost: 0.22756 sec, avg_samples: 96.0, avg_ips: 421.87375 images/sec.
Type : wood Train [ Epoch 63/256 iter 3 ] lr: 0.01574, loss: 0.05425, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.07949 sec, avg_samples: 55.0, avg_ips: 691.92178 images/sec.
Type : wood Train [ Epoch 64/256 iter 1 ] lr: 0.01537, loss: 0.01522, avg_reader_cost: 2.78644 sec, avg_batch_cost: 2.90069 sec, avg_samples: 96.0, avg_ips: 33.09554 images/sec.
Type : wood Train [ Epoch 64/256 iter 2 ] lr: 0.01537, loss: 0.07358, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.11352 sec, avg_samples: 96.0, avg_ips: 845.69152 images/sec.
Type : wood Train [ Epoch 64/256 iter 3 ] lr: 0.01537, loss: 0.01504, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.07845 sec, avg_samples: 55.0, avg_ips: 701.07742 images/sec.
Type : wood Test [ Epoch 64/256 ] test_cost: 8.139502 sec max_auc: 0.98772 roc_auc : 0.981579.
Type : wood Train [ Epoch 65/256 iter 1 ] lr: 0.01500, loss: 0.02477, avg_reader_cost: 2.66752 sec, avg_batch_cost: 2.78158 sec, avg_samples: 96.0, avg_ips: 34.51279 images/sec.
Type : wood Train [ Epoch 65/256 iter 2 ] lr: 0.01500, loss: 0.02292, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11323 sec, avg_samples: 96.0, avg_ips: 847.84085 images/sec.
Type : wood Train [ Epoch 65/256 iter 3 ] lr: 0.01500, loss: 0.06648, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.08047 sec, avg_samples: 55.0, avg_ips: 683.45546 images/sec.
Type : wood Train [ Epoch 66/256 iter 1 ] lr: 0.01463, loss: 0.00832, avg_reader_cost: 2.83840 sec, avg_batch_cost: 2.94562 sec, avg_samples: 96.0, avg_ips: 32.59078 images/sec.
Type : wood Train [ Epoch 66/256 iter 2 ] lr: 0.01463, loss: 0.03429, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10531 sec, avg_samples: 96.0, avg_ips: 911.56783 images/sec.
Type : wood Train [ Epoch 66/256 iter 3 ] lr: 0.01463, loss: 0.05924, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.07381 sec, avg_samples: 55.0, avg_ips: 745.11936 images/sec.
Type : wood Train [ Epoch 67/256 iter 1 ] lr: 0.01426, loss: 0.01441, avg_reader_cost: 2.04041 sec, avg_batch_cost: 2.15364 sec, avg_samples: 96.0, avg_ips: 44.57573 images/sec.
Type : wood Train [ Epoch 67/256 iter 2 ] lr: 0.01426, loss: 0.07384, avg_reader_cost: 0.16749 sec, avg_batch_cost: 0.28036 sec, avg_samples: 96.0, avg_ips: 342.41138 images/sec.
Type : wood Train [ Epoch 67/256 iter 3 ] lr: 0.01426, loss: 0.03623, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.08064 sec, avg_samples: 55.0, avg_ips: 682.05711 images/sec.
Type : wood Train [ Epoch 68/256 iter 1 ] lr: 0.01390, loss: 0.02454, avg_reader_cost: 1.95815 sec, avg_batch_cost: 2.07184 sec, avg_samples: 96.0, avg_ips: 46.33560 images/sec.
Type : wood Train [ Epoch 68/256 iter 2 ] lr: 0.01390, loss: 0.06308, avg_reader_cost: 0.25452 sec, avg_batch_cost: 0.36805 sec, avg_samples: 96.0, avg_ips: 260.83659 images/sec.
Type : wood Train [ Epoch 68/256 iter 3 ] lr: 0.01390, loss: 0.03357, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.07856 sec, avg_samples: 55.0, avg_ips: 700.07532 images/sec.
Type : wood Train [ Epoch 69/256 iter 1 ] lr: 0.01353, loss: 0.04742, avg_reader_cost: 2.54337 sec, avg_batch_cost: 2.65616 sec, avg_samples: 96.0, avg_ips: 36.14236 images/sec.
Type : wood Train [ Epoch 69/256 iter 2 ] lr: 0.01353, loss: 0.06036, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11363 sec, avg_samples: 96.0, avg_ips: 844.83803 images/sec.
Type : wood Train [ Epoch 69/256 iter 3 ] lr: 0.01353, loss: 0.00696, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.07895 sec, avg_samples: 55.0, avg_ips: 696.66722 images/sec.
Type : wood Train [ Epoch 70/256 iter 1 ] lr: 0.01316, loss: 0.06446, avg_reader_cost: 2.49398 sec, avg_batch_cost: 2.60754 sec, avg_samples: 96.0, avg_ips: 36.81631 images/sec.
Type : wood Train [ Epoch 70/256 iter 2 ] lr: 0.01316, loss: 0.01965, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11377 sec, avg_samples: 96.0, avg_ips: 843.78994 images/sec.
Type : wood Train [ Epoch 70/256 iter 3 ] lr: 0.01316, loss: 0.03044, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.07918 sec, avg_samples: 55.0, avg_ips: 694.63029 images/sec.
Type : wood Train [ Epoch 71/256 iter 1 ] lr: 0.01280, loss: 0.07002, avg_reader_cost: 2.61124 sec, avg_batch_cost: 2.72535 sec, avg_samples: 96.0, avg_ips: 35.22486 images/sec.
Type : wood Train [ Epoch 71/256 iter 2 ] lr: 0.01280, loss: 0.02101, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11447 sec, avg_samples: 96.0, avg_ips: 838.65463 images/sec.
Type : wood Train [ Epoch 71/256 iter 3 ] lr: 0.01280, loss: 0.02698, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.07932 sec, avg_samples: 55.0, avg_ips: 693.40050 images/sec.
Type : wood Train [ Epoch 72/256 iter 1 ] lr: 0.01244, loss: 0.04858, avg_reader_cost: 2.47076 sec, avg_batch_cost: 2.57812 sec, avg_samples: 96.0, avg_ips: 37.23644 images/sec.
Type : wood Train [ Epoch 72/256 iter 2 ] lr: 0.01244, loss: 0.02654, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10663 sec, avg_samples: 96.0, avg_ips: 900.33894 images/sec.
Type : wood Train [ Epoch 72/256 iter 3 ] lr: 0.01244, loss: 0.02422, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.07467 sec, avg_samples: 55.0, avg_ips: 736.61584 images/sec.
Type : wood Test [ Epoch 72/256 ] test_cost: 8.778898 sec max_auc: 0.98772 roc_auc : 0.980702.
Type : wood Train [ Epoch 73/256 iter 1 ] lr: 0.01207, loss: 0.04737, avg_reader_cost: 2.59880 sec, avg_batch_cost: 2.71417 sec, avg_samples: 96.0, avg_ips: 35.36994 images/sec.
Type : wood Train [ Epoch 73/256 iter 2 ] lr: 0.01207, loss: 0.02846, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.10822 sec, avg_samples: 96.0, avg_ips: 887.06932 images/sec.
Type : wood Train [ Epoch 73/256 iter 3 ] lr: 0.01207, loss: 0.03960, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.07146 sec, avg_samples: 55.0, avg_ips: 769.66896 images/sec.
Type : wood Train [ Epoch 74/256 iter 1 ] lr: 0.01171, loss: 0.03964, avg_reader_cost: 2.62063 sec, avg_batch_cost: 2.72715 sec, avg_samples: 96.0, avg_ips: 35.20162 images/sec.
Type : wood Train [ Epoch 74/256 iter 2 ] lr: 0.01171, loss: 0.05594, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10584 sec, avg_samples: 96.0, avg_ips: 907.05223 images/sec.
Type : wood Train [ Epoch 74/256 iter 3 ] lr: 0.01171, loss: 0.03415, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.07940 sec, avg_samples: 55.0, avg_ips: 692.65931 images/sec.
Type : wood Train [ Epoch 75/256 iter 1 ] lr: 0.01136, loss: 0.04608, avg_reader_cost: 2.66875 sec, avg_batch_cost: 2.78590 sec, avg_samples: 96.0, avg_ips: 34.45927 images/sec.
Type : wood Train [ Epoch 75/256 iter 2 ] lr: 0.01136, loss: 0.04176, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11171 sec, avg_samples: 96.0, avg_ips: 859.33995 images/sec.
Type : wood Train [ Epoch 75/256 iter 3 ] lr: 0.01136, loss: 0.04158, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.08149 sec, avg_samples: 55.0, avg_ips: 674.95083 images/sec.
Type : wood Train [ Epoch 76/256 iter 1 ] lr: 0.01100, loss: 0.01865, avg_reader_cost: 2.57943 sec, avg_batch_cost: 2.69345 sec, avg_samples: 96.0, avg_ips: 35.64199 images/sec.
Type : wood Train [ Epoch 76/256 iter 2 ] lr: 0.01100, loss: 0.04754, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.10680 sec, avg_samples: 96.0, avg_ips: 898.85968 images/sec.
Type : wood Train [ Epoch 76/256 iter 3 ] lr: 0.01100, loss: 0.05536, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.07469 sec, avg_samples: 55.0, avg_ips: 736.41832 images/sec.
Type : wood Train [ Epoch 77/256 iter 1 ] lr: 0.01065, loss: 0.05081, avg_reader_cost: 2.45371 sec, avg_batch_cost: 2.56105 sec, avg_samples: 96.0, avg_ips: 37.48469 images/sec.
Type : wood Train [ Epoch 77/256 iter 2 ] lr: 0.01065, loss: 0.04963, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.10533 sec, avg_samples: 96.0, avg_ips: 911.43990 images/sec.
Type : wood Train [ Epoch 77/256 iter 3 ] lr: 0.01065, loss: 0.02291, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.07442 sec, avg_samples: 55.0, avg_ips: 739.08914 images/sec.
Type : wood Train [ Epoch 78/256 iter 1 ] lr: 0.01029, loss: 0.03194, avg_reader_cost: 2.38278 sec, avg_batch_cost: 2.48941 sec, avg_samples: 96.0, avg_ips: 38.56340 images/sec.
Type : wood Train [ Epoch 78/256 iter 2 ] lr: 0.01029, loss: 0.03115, avg_reader_cost: 0.04611 sec, avg_batch_cost: 0.15001 sec, avg_samples: 96.0, avg_ips: 639.96094 images/sec.
Type : wood Train [ Epoch 78/256 iter 3 ] lr: 0.01029, loss: 0.03211, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.07130 sec, avg_samples: 55.0, avg_ips: 771.42429 images/sec.
Type : wood Train [ Epoch 79/256 iter 1 ] lr: 0.00995, loss: 0.07451, avg_reader_cost: 2.51930 sec, avg_batch_cost: 2.63302 sec, avg_samples: 96.0, avg_ips: 36.46003 images/sec.
Type : wood Train [ Epoch 79/256 iter 2 ] lr: 0.00995, loss: 0.06990, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11196 sec, avg_samples: 96.0, avg_ips: 857.44959 images/sec.
Type : wood Train [ Epoch 79/256 iter 3 ] lr: 0.00995, loss: 0.04257, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.07834 sec, avg_samples: 55.0, avg_ips: 702.04179 images/sec.
Type : wood Train [ Epoch 80/256 iter 1 ] lr: 0.00960, loss: 0.02471, avg_reader_cost: 2.69386 sec, avg_batch_cost: 2.81882 sec, avg_samples: 96.0, avg_ips: 34.05682 images/sec.
Type : wood Train [ Epoch 80/256 iter 2 ] lr: 0.00960, loss: 0.01050, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11232 sec, avg_samples: 96.0, avg_ips: 854.70126 images/sec.
Type : wood Train [ Epoch 80/256 iter 3 ] lr: 0.00960, loss: 0.01437, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.07911 sec, avg_samples: 55.0, avg_ips: 695.26254 images/sec.
Type : wood Test [ Epoch 80/256 ] test_cost: 9.410112 sec max_auc: 0.98772 roc_auc : 0.985088.
Type : wood Train [ Epoch 81/256 iter 1 ] lr: 0.00926, loss: 0.01658, avg_reader_cost: 3.06715 sec, avg_batch_cost: 3.18211 sec, avg_samples: 96.0, avg_ips: 30.16868 images/sec.
Type : wood Train [ Epoch 81/256 iter 2 ] lr: 0.00926, loss: 0.04430, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11577 sec, avg_samples: 96.0, avg_ips: 829.25526 images/sec.
Type : wood Train [ Epoch 81/256 iter 3 ] lr: 0.00926, loss: 0.03413, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.07957 sec, avg_samples: 55.0, avg_ips: 691.19824 images/sec.
Type : wood Train [ Epoch 82/256 iter 1 ] lr: 0.00892, loss: 0.02220, avg_reader_cost: 2.73448 sec, avg_batch_cost: 2.84772 sec, avg_samples: 96.0, avg_ips: 33.71116 images/sec.
Type : wood Train [ Epoch 82/256 iter 2 ] lr: 0.00892, loss: 0.02318, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11440 sec, avg_samples: 96.0, avg_ips: 839.16850 images/sec.
Type : wood Train [ Epoch 82/256 iter 3 ] lr: 0.00892, loss: 0.05084, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.07938 sec, avg_samples: 55.0, avg_ips: 692.91105 images/sec.
Type : wood Train [ Epoch 83/256 iter 1 ] lr: 0.00859, loss: 0.03818, avg_reader_cost: 2.99448 sec, avg_batch_cost: 3.11054 sec, avg_samples: 96.0, avg_ips: 30.86276 images/sec.
Type : wood Train [ Epoch 83/256 iter 2 ] lr: 0.00859, loss: 0.03962, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.11530 sec, avg_samples: 96.0, avg_ips: 832.58691 images/sec.
Type : wood Train [ Epoch 83/256 iter 3 ] lr: 0.00859, loss: 0.00614, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.08336 sec, avg_samples: 55.0, avg_ips: 659.75902 images/sec.
Type : wood Train [ Epoch 84/256 iter 1 ] lr: 0.00826, loss: 0.02308, avg_reader_cost: 2.68000 sec, avg_batch_cost: 2.78656 sec, avg_samples: 96.0, avg_ips: 34.45108 images/sec.
