
############################
training metal_nut
############################

Type : metal_nut Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.65859, avg_reader_cost: 2.59916 sec, avg_batch_cost: 2.72412 sec, avg_samples: 96.0, avg_ips: 35.24075 images/sec.
Type : metal_nut Train [ Epoch 41/256 iter 3 ] lr: 0.02333, loss: 0.15906, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.05211 sec, avg_samples: 28.0, avg_ips: 537.31304 images/sec.
Type : metal_nut Train [ Epoch 42/256 iter 1 ] lr: 0.02302, loss: 0.14749, avg_reader_cost: 2.63344 sec, avg_batch_cost: 2.74672 sec, avg_samples: 96.0, avg_ips: 34.95074 images/sec.
Type : metal_nut Train [ Epoch 42/256 iter 2 ] lr: 0.02302, loss: 0.15485, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11586 sec, avg_samples: 96.0, avg_ips: 828.57951 images/sec.
Type : metal_nut Train [ Epoch 42/256 iter 3 ] lr: 0.02302, loss: 0.15862, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.05299 sec, avg_samples: 28.0, avg_ips: 528.38535 images/sec.
Type : metal_nut Train [ Epoch 43/256 iter 1 ] lr: 0.02271, loss: 0.18803, avg_reader_cost: 2.76277 sec, avg_batch_cost: 2.87493 sec, avg_samples: 96.0, avg_ips: 33.39211 images/sec.
Type : metal_nut Train [ Epoch 43/256 iter 2 ] lr: 0.02271, loss: 0.16559, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11137 sec, avg_samples: 96.0, avg_ips: 861.99458 images/sec.
Type : metal_nut Train [ Epoch 43/256 iter 3 ] lr: 0.02271, loss: 0.23449, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.05396 sec, avg_samples: 28.0, avg_ips: 518.95023 images/sec.
Type : metal_nut Train [ Epoch 44/256 iter 1 ] lr: 0.02239, loss: 0.09965, avg_reader_cost: 2.66579 sec, avg_batch_cost: 2.77364 sec, avg_samples: 96.0, avg_ips: 34.61159 images/sec.
Type : metal_nut Train [ Epoch 44/256 iter 2 ] lr: 0.02239, loss: 0.13514, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.10663 sec, avg_samples: 96.0, avg_ips: 900.28258 images/sec.
Type : metal_nut Train [ Epoch 44/256 iter 3 ] lr: 0.02239, loss: 0.24178, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.04535 sec, avg_samples: 28.0, avg_ips: 617.40606 images/sec.
Type : metal_nut Train [ Epoch 45/256 iter 1 ] lr: 0.02207, loss: 0.10849, avg_reader_cost: 2.76650 sec, avg_batch_cost: 2.87322 sec, avg_samples: 96.0, avg_ips: 33.41199 images/sec.
Type : metal_nut Train [ Epoch 45/256 iter 2 ] lr: 0.02207, loss: 0.13571, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.10641 sec, avg_samples: 96.0, avg_ips: 902.13222 images/sec.
Type : metal_nut Train [ Epoch 45/256 iter 3 ] lr: 0.02207, loss: 0.27309, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.04662 sec, avg_samples: 28.0, avg_ips: 600.58663 images/sec.
Type : metal_nut Train [ Epoch 46/256 iter 1 ] lr: 0.02174, loss: 0.16748, avg_reader_cost: 2.62270 sec, avg_batch_cost: 2.72966 sec, avg_samples: 96.0, avg_ips: 35.16917 images/sec.
Type : metal_nut Train [ Epoch 46/256 iter 2 ] lr: 0.02174, loss: 0.21370, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10525 sec, avg_samples: 96.0, avg_ips: 912.10677 images/sec.
Type : metal_nut Train [ Epoch 46/256 iter 3 ] lr: 0.02174, loss: 0.14192, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.04525 sec, avg_samples: 28.0, avg_ips: 618.79841 images/sec.
Type : metal_nut Train [ Epoch 47/256 iter 1 ] lr: 0.02141, loss: 0.15157, avg_reader_cost: 2.88571 sec, avg_batch_cost: 2.99951 sec, avg_samples: 96.0, avg_ips: 32.00522 images/sec.
Type : metal_nut Train [ Epoch 47/256 iter 2 ] lr: 0.02141, loss: 0.16324, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11310 sec, avg_samples: 96.0, avg_ips: 848.82745 images/sec.
Type : metal_nut Train [ Epoch 47/256 iter 3 ] lr: 0.02141, loss: 0.15114, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.05355 sec, avg_samples: 28.0, avg_ips: 522.91535 images/sec.
Type : metal_nut Train [ Epoch 48/256 iter 1 ] lr: 0.02108, loss: 0.13558, avg_reader_cost: 2.73909 sec, avg_batch_cost: 2.85486 sec, avg_samples: 96.0, avg_ips: 33.62690 images/sec.
Type : metal_nut Train [ Epoch 48/256 iter 2 ] lr: 0.02108, loss: 0.16482, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.11386 sec, avg_samples: 96.0, avg_ips: 843.17681 images/sec.
Type : metal_nut Train [ Epoch 48/256 iter 3 ] lr: 0.02108, loss: 0.23293, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.05357 sec, avg_samples: 28.0, avg_ips: 522.68960 images/sec.
Type : metal_nut Test [ Epoch 48/256 ] test_cost: 5.631091 sec max_auc: 0.92424 roc_auc : 0.889052.
Type : metal_nut Train [ Epoch 49/256 iter 1 ] lr: 0.02074, loss: 0.13499, avg_reader_cost: 3.01755 sec, avg_batch_cost: 3.13169 sec, avg_samples: 96.0, avg_ips: 30.65435 images/sec.
Type : metal_nut Train [ Epoch 49/256 iter 2 ] lr: 0.02074, loss: 0.14285, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11412 sec, avg_samples: 96.0, avg_ips: 841.20918 images/sec.
Type : metal_nut Train [ Epoch 49/256 iter 3 ] lr: 0.02074, loss: 0.13228, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.05175 sec, avg_samples: 28.0, avg_ips: 541.05590 images/sec.
Type : metal_nut Train [ Epoch 50/256 iter 1 ] lr: 0.02040, loss: 0.11124, avg_reader_cost: 2.62111 sec, avg_batch_cost: 2.73325 sec, avg_samples: 96.0, avg_ips: 35.12297 images/sec.
Type : metal_nut Train [ Epoch 50/256 iter 2 ] lr: 0.02040, loss: 0.15780, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11264 sec, avg_samples: 96.0, avg_ips: 852.29330 images/sec.
Type : metal_nut Train [ Epoch 50/256 iter 3 ] lr: 0.02040, loss: 0.10939, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.05199 sec, avg_samples: 28.0, avg_ips: 538.59441 images/sec.
Type : metal_nut Train [ Epoch 51/256 iter 1 ] lr: 0.02005, loss: 0.13512, avg_reader_cost: 2.85622 sec, avg_batch_cost: 2.96821 sec, avg_samples: 96.0, avg_ips: 32.34277 images/sec.
Type : metal_nut Train [ Epoch 51/256 iter 2 ] lr: 0.02005, loss: 0.18069, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11256 sec, avg_samples: 96.0, avg_ips: 852.86195 images/sec.
Type : metal_nut Train [ Epoch 51/256 iter 3 ] lr: 0.02005, loss: 0.18404, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.05287 sec, avg_samples: 28.0, avg_ips: 529.59817 images/sec.
Type : metal_nut Train [ Epoch 52/256 iter 1 ] lr: 0.01971, loss: 0.13763, avg_reader_cost: 2.56221 sec, avg_batch_cost: 2.67442 sec, avg_samples: 96.0, avg_ips: 35.89557 images/sec.
Type : metal_nut Train [ Epoch 52/256 iter 2 ] lr: 0.01971, loss: 0.17157, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11183 sec, avg_samples: 96.0, avg_ips: 858.41294 images/sec.
Type : metal_nut Train [ Epoch 52/256 iter 3 ] lr: 0.01971, loss: 0.21723, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.05142 sec, avg_samples: 28.0, avg_ips: 544.49509 images/sec.
Type : metal_nut Train [ Epoch 53/256 iter 1 ] lr: 0.01935, loss: 0.13138, avg_reader_cost: 2.43244 sec, avg_batch_cost: 2.54580 sec, avg_samples: 96.0, avg_ips: 37.70920 images/sec.
Type : metal_nut Train [ Epoch 53/256 iter 2 ] lr: 0.01935, loss: 0.10840, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11178 sec, avg_samples: 96.0, avg_ips: 858.79193 images/sec.
Type : metal_nut Train [ Epoch 53/256 iter 3 ] lr: 0.01935, loss: 0.25105, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.05173 sec, avg_samples: 28.0, avg_ips: 541.27784 images/sec.
Type : metal_nut Train [ Epoch 54/256 iter 1 ] lr: 0.01900, loss: 0.14689, avg_reader_cost: 2.87613 sec, avg_batch_cost: 2.99146 sec, avg_samples: 96.0, avg_ips: 32.09139 images/sec.
Type : metal_nut Train [ Epoch 54/256 iter 2 ] lr: 0.01900, loss: 0.16981, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11357 sec, avg_samples: 96.0, avg_ips: 845.32223 images/sec.
Type : metal_nut Train [ Epoch 54/256 iter 3 ] lr: 0.01900, loss: 0.15293, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.05625 sec, avg_samples: 28.0, avg_ips: 497.75373 images/sec.
Type : metal_nut Train [ Epoch 55/256 iter 1 ] lr: 0.01864, loss: 0.15221, avg_reader_cost: 2.41843 sec, avg_batch_cost: 2.53375 sec, avg_samples: 96.0, avg_ips: 37.88848 images/sec.
Type : metal_nut Train [ Epoch 55/256 iter 2 ] lr: 0.01864, loss: 0.14198, avg_reader_cost: 0.06117 sec, avg_batch_cost: 0.17372 sec, avg_samples: 96.0, avg_ips: 552.60998 images/sec.
Type : metal_nut Train [ Epoch 55/256 iter 3 ] lr: 0.01864, loss: 0.08214, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.05501 sec, avg_samples: 28.0, avg_ips: 508.96453 images/sec.
Type : metal_nut Train [ Epoch 56/256 iter 1 ] lr: 0.01829, loss: 0.16797, avg_reader_cost: 2.53001 sec, avg_batch_cost: 2.64286 sec, avg_samples: 96.0, avg_ips: 36.32426 images/sec.
Type : metal_nut Train [ Epoch 56/256 iter 2 ] lr: 0.01829, loss: 0.12010, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11248 sec, avg_samples: 96.0, avg_ips: 853.51096 images/sec.
Type : metal_nut Train [ Epoch 56/256 iter 3 ] lr: 0.01829, loss: 0.04305, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05469 sec, avg_samples: 28.0, avg_ips: 512.00670 images/sec.
Type : metal_nut Test [ Epoch 56/256 ] test_cost: 5.355064 sec max_auc: 0.92424 roc_auc : 0.887586.
Type : metal_nut Train [ Epoch 57/256 iter 1 ] lr: 0.01793, loss: 0.13421, avg_reader_cost: 2.62044 sec, avg_batch_cost: 2.73388 sec, avg_samples: 96.0, avg_ips: 35.11493 images/sec.
Type : metal_nut Train [ Epoch 57/256 iter 2 ] lr: 0.01793, loss: 0.11595, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11302 sec, avg_samples: 96.0, avg_ips: 849.42732 images/sec.
Type : metal_nut Train [ Epoch 57/256 iter 3 ] lr: 0.01793, loss: 0.11736, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.05286 sec, avg_samples: 28.0, avg_ips: 529.72477 images/sec.
Type : metal_nut Train [ Epoch 58/256 iter 1 ] lr: 0.01756, loss: 0.11771, avg_reader_cost: 2.67881 sec, avg_batch_cost: 2.79461 sec, avg_samples: 96.0, avg_ips: 34.35183 images/sec.
Type : metal_nut Train [ Epoch 58/256 iter 2 ] lr: 0.01756, loss: 0.11615, avg_reader_cost: 0.00076 sec, avg_batch_cost: 0.11429 sec, avg_samples: 96.0, avg_ips: 839.99129 images/sec.
Type : metal_nut Train [ Epoch 58/256 iter 3 ] lr: 0.01756, loss: 0.14178, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.05248 sec, avg_samples: 28.0, avg_ips: 533.56343 images/sec.
Type : metal_nut Train [ Epoch 59/256 iter 1 ] lr: 0.01720, loss: 0.10666, avg_reader_cost: 2.00464 sec, avg_batch_cost: 2.11818 sec, avg_samples: 96.0, avg_ips: 45.32186 images/sec.
Type : metal_nut Train [ Epoch 59/256 iter 2 ] lr: 0.01720, loss: 0.12739, avg_reader_cost: 0.20662 sec, avg_batch_cost: 0.31812 sec, avg_samples: 96.0, avg_ips: 301.77517 images/sec.
Type : metal_nut Train [ Epoch 59/256 iter 3 ] lr: 0.01720, loss: 0.09412, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05259 sec, avg_samples: 28.0, avg_ips: 532.41686 images/sec.
Type : metal_nut Train [ Epoch 60/256 iter 1 ] lr: 0.01684, loss: 0.08992, avg_reader_cost: 2.72748 sec, avg_batch_cost: 2.83980 sec, avg_samples: 96.0, avg_ips: 33.80522 images/sec.
Type : metal_nut Train [ Epoch 60/256 iter 2 ] lr: 0.01684, loss: 0.09454, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11213 sec, avg_samples: 96.0, avg_ips: 856.13511 images/sec.
Type : metal_nut Train [ Epoch 60/256 iter 3 ] lr: 0.01684, loss: 0.10207, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.05162 sec, avg_samples: 28.0, avg_ips: 542.47295 images/sec.
Type : metal_nut Train [ Epoch 61/256 iter 1 ] lr: 0.01647, loss: 0.09972, avg_reader_cost: 2.77781 sec, avg_batch_cost: 2.89134 sec, avg_samples: 96.0, avg_ips: 33.20259 images/sec.
Type : metal_nut Train [ Epoch 61/256 iter 2 ] lr: 0.01647, loss: 0.14779, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11532 sec, avg_samples: 96.0, avg_ips: 832.48707 images/sec.
Type : metal_nut Train [ Epoch 61/256 iter 3 ] lr: 0.01647, loss: 0.10846, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.05154 sec, avg_samples: 28.0, avg_ips: 543.23829 images/sec.
Type : metal_nut Train [ Epoch 62/256 iter 1 ] lr: 0.01610, loss: 0.11906, avg_reader_cost: 2.66132 sec, avg_batch_cost: 2.77393 sec, avg_samples: 96.0, avg_ips: 34.60798 images/sec.
Type : metal_nut Train [ Epoch 62/256 iter 2 ] lr: 0.01610, loss: 0.11984, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11337 sec, avg_samples: 96.0, avg_ips: 846.79776 images/sec.
Type : metal_nut Train [ Epoch 62/256 iter 3 ] lr: 0.01610, loss: 0.10490, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.05339 sec, avg_samples: 28.0, avg_ips: 524.44018 images/sec.
Type : metal_nut Train [ Epoch 63/256 iter 1 ] lr: 0.01574, loss: 0.16485, avg_reader_cost: 2.97302 sec, avg_batch_cost: 3.08478 sec, avg_samples: 96.0, avg_ips: 31.12050 images/sec.
Type : metal_nut Train [ Epoch 63/256 iter 2 ] lr: 0.01574, loss: 0.14433, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11448 sec, avg_samples: 96.0, avg_ips: 838.57603 images/sec.
Type : metal_nut Train [ Epoch 63/256 iter 3 ] lr: 0.01574, loss: 0.05118, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05290 sec, avg_samples: 28.0, avg_ips: 529.31889 images/sec.
Type : metal_nut Train [ Epoch 64/256 iter 1 ] lr: 0.01537, loss: 0.13695, avg_reader_cost: 2.77337 sec, avg_batch_cost: 2.88593 sec, avg_samples: 96.0, avg_ips: 33.26482 images/sec.
Type : metal_nut Train [ Epoch 64/256 iter 2 ] lr: 0.01537, loss: 0.08322, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11174 sec, avg_samples: 96.0, avg_ips: 859.16208 images/sec.
Type : metal_nut Train [ Epoch 64/256 iter 3 ] lr: 0.01537, loss: 0.19521, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.05193 sec, avg_samples: 28.0, avg_ips: 539.21016 images/sec.
Type : metal_nut Test [ Epoch 64/256 ] test_cost: 5.474718 sec max_auc: 0.92424 roc_auc : 0.888074.
Type : metal_nut Train [ Epoch 65/256 iter 1 ] lr: 0.01500, loss: 0.14336, avg_reader_cost: 2.74992 sec, avg_batch_cost: 2.86409 sec, avg_samples: 96.0, avg_ips: 33.51855 images/sec.
Type : metal_nut Train [ Epoch 65/256 iter 2 ] lr: 0.01500, loss: 0.17091, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11350 sec, avg_samples: 96.0, avg_ips: 845.79811 images/sec.
Type : metal_nut Train [ Epoch 65/256 iter 3 ] lr: 0.01500, loss: 0.09556, avg_reader_cost: 0.00035 sec, avg_batch_cost: 0.05441 sec, avg_samples: 28.0, avg_ips: 514.62500 images/sec.
Type : metal_nut Train [ Epoch 66/256 iter 1 ] lr: 0.01463, loss: 0.07567, avg_reader_cost: 2.57071 sec, avg_batch_cost: 2.68324 sec, avg_samples: 96.0, avg_ips: 35.77760 images/sec.
Type : metal_nut Train [ Epoch 66/256 iter 2 ] lr: 0.01463, loss: 0.17220, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11262 sec, avg_samples: 96.0, avg_ips: 852.41599 images/sec.
Type : metal_nut Train [ Epoch 66/256 iter 3 ] lr: 0.01463, loss: 0.14220, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.05302 sec, avg_samples: 28.0, avg_ips: 528.09310 images/sec.
Type : metal_nut Train [ Epoch 67/256 iter 1 ] lr: 0.01426, loss: 0.10564, avg_reader_cost: 2.64875 sec, avg_batch_cost: 2.76345 sec, avg_samples: 96.0, avg_ips: 34.73925 images/sec.
Type : metal_nut Train [ Epoch 67/256 iter 2 ] lr: 0.01426, loss: 0.08930, avg_reader_cost: 0.00063 sec, avg_batch_cost: 0.11432 sec, avg_samples: 96.0, avg_ips: 839.76004 images/sec.
Type : metal_nut Train [ Epoch 67/256 iter 3 ] lr: 0.01426, loss: 0.16411, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.05231 sec, avg_samples: 28.0, avg_ips: 535.29500 images/sec.
Type : metal_nut Train [ Epoch 68/256 iter 1 ] lr: 0.01390, loss: 0.11355, avg_reader_cost: 2.54336 sec, avg_batch_cost: 2.65594 sec, avg_samples: 96.0, avg_ips: 36.14537 images/sec.
Type : metal_nut Train [ Epoch 68/256 iter 2 ] lr: 0.01390, loss: 0.13195, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11152 sec, avg_samples: 96.0, avg_ips: 860.83910 images/sec.
Type : metal_nut Train [ Epoch 68/256 iter 3 ] lr: 0.01390, loss: 0.20466, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.05210 sec, avg_samples: 28.0, avg_ips: 537.45320 images/sec.
Type : metal_nut Train [ Epoch 69/256 iter 1 ] lr: 0.01353, loss: 0.14863, avg_reader_cost: 2.53119 sec, avg_batch_cost: 2.64377 sec, avg_samples: 96.0, avg_ips: 36.31174 images/sec.
Type : metal_nut Train [ Epoch 69/256 iter 2 ] lr: 0.01353, loss: 0.14386, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11676 sec, avg_samples: 96.0, avg_ips: 822.20599 images/sec.
Type : metal_nut Train [ Epoch 69/256 iter 3 ] lr: 0.01353, loss: 0.14800, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.05226 sec, avg_samples: 28.0, avg_ips: 535.75165 images/sec.
Type : metal_nut Train [ Epoch 70/256 iter 1 ] lr: 0.01316, loss: 0.10204, avg_reader_cost: 2.56731 sec, avg_batch_cost: 2.68011 sec, avg_samples: 96.0, avg_ips: 35.81941 images/sec.
Type : metal_nut Train [ Epoch 70/256 iter 2 ] lr: 0.01316, loss: 0.10237, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.11358 sec, avg_samples: 96.0, avg_ips: 845.22996 images/sec.
Type : metal_nut Train [ Epoch 70/256 iter 3 ] lr: 0.01316, loss: 0.10203, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.05346 sec, avg_samples: 28.0, avg_ips: 523.75022 images/sec.
Type : metal_nut Train [ Epoch 71/256 iter 1 ] lr: 0.01280, loss: 0.10239, avg_reader_cost: 2.03868 sec, avg_batch_cost: 2.15241 sec, avg_samples: 96.0, avg_ips: 44.60115 images/sec.
Type : metal_nut Train [ Epoch 71/256 iter 2 ] lr: 0.01280, loss: 0.07328, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11284 sec, avg_samples: 96.0, avg_ips: 850.78419 images/sec.
Type : metal_nut Train [ Epoch 71/256 iter 3 ] lr: 0.01280, loss: 0.06160, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.05264 sec, avg_samples: 28.0, avg_ips: 531.94179 images/sec.
Type : metal_nut Train [ Epoch 72/256 iter 1 ] lr: 0.01244, loss: 0.06663, avg_reader_cost: 2.61800 sec, avg_batch_cost: 2.73323 sec, avg_samples: 96.0, avg_ips: 35.12326 images/sec.
Type : metal_nut Train [ Epoch 72/256 iter 2 ] lr: 0.01244, loss: 0.06821, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11670 sec, avg_samples: 96.0, avg_ips: 822.64106 images/sec.
Type : metal_nut Train [ Epoch 72/256 iter 3 ] lr: 0.01244, loss: 0.07201, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.05303 sec, avg_samples: 28.0, avg_ips: 528.01237 images/sec.
Type : metal_nut Test [ Epoch 72/256 ] test_cost: 6.179434 sec max_auc: 0.92424 roc_auc : 0.814272.
Type : metal_nut Train [ Epoch 73/256 iter 1 ] lr: 0.01207, loss: 0.12312, avg_reader_cost: 2.72078 sec, avg_batch_cost: 2.83396 sec, avg_samples: 96.0, avg_ips: 33.87481 images/sec.
Type : metal_nut Train [ Epoch 73/256 iter 2 ] lr: 0.01207, loss: 0.08719, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11345 sec, avg_samples: 96.0, avg_ips: 846.18559 images/sec.
Type : metal_nut Train [ Epoch 73/256 iter 3 ] lr: 0.01207, loss: 0.18451, avg_reader_cost: 0.00035 sec, avg_batch_cost: 0.05373 sec, avg_samples: 28.0, avg_ips: 521.09860 images/sec.
Type : metal_nut Train [ Epoch 74/256 iter 1 ] lr: 0.01171, loss: 0.15599, avg_reader_cost: 2.03089 sec, avg_batch_cost: 2.14476 sec, avg_samples: 96.0, avg_ips: 44.76015 images/sec.
Type : metal_nut Train [ Epoch 74/256 iter 2 ] lr: 0.01171, loss: 0.13843, avg_reader_cost: 0.28204 sec, avg_batch_cost: 0.39411 sec, avg_samples: 96.0, avg_ips: 243.58787 images/sec.
Type : metal_nut Train [ Epoch 74/256 iter 3 ] lr: 0.01171, loss: 0.13671, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.05236 sec, avg_samples: 28.0, avg_ips: 534.72225 images/sec.
Type : metal_nut Train [ Epoch 75/256 iter 1 ] lr: 0.01136, loss: 0.12735, avg_reader_cost: 2.82752 sec, avg_batch_cost: 2.94094 sec, avg_samples: 96.0, avg_ips: 32.64267 images/sec.
Type : metal_nut Train [ Epoch 75/256 iter 2 ] lr: 0.01136, loss: 0.08459, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.11618 sec, avg_samples: 96.0, avg_ips: 826.27898 images/sec.
Type : metal_nut Train [ Epoch 75/256 iter 3 ] lr: 0.01136, loss: 0.06617, avg_reader_cost: 0.00034 sec, avg_batch_cost: 0.05538 sec, avg_samples: 28.0, avg_ips: 505.57931 images/sec.
Type : metal_nut Train [ Epoch 76/256 iter 1 ] lr: 0.01100, loss: 0.10748, avg_reader_cost: 2.72173 sec, avg_batch_cost: 2.83451 sec, avg_samples: 96.0, avg_ips: 33.86834 images/sec.
Type : metal_nut Train [ Epoch 76/256 iter 2 ] lr: 0.01100, loss: 0.13930, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11334 sec, avg_samples: 96.0, avg_ips: 846.98123 images/sec.
Type : metal_nut Train [ Epoch 76/256 iter 3 ] lr: 0.01100, loss: 0.14483, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.05203 sec, avg_samples: 28.0, avg_ips: 538.11812 images/sec.
Type : metal_nut Train [ Epoch 77/256 iter 1 ] lr: 0.01065, loss: 0.11324, avg_reader_cost: 2.74962 sec, avg_batch_cost: 2.85632 sec, avg_samples: 96.0, avg_ips: 33.60963 images/sec.
Type : metal_nut Train [ Epoch 77/256 iter 2 ] lr: 0.01065, loss: 0.12155, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10371 sec, avg_samples: 96.0, avg_ips: 925.64802 images/sec.
Type : metal_nut Train [ Epoch 77/256 iter 3 ] lr: 0.01065, loss: 0.07116, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.04480 sec, avg_samples: 28.0, avg_ips: 624.94951 images/sec.
Type : metal_nut Train [ Epoch 78/256 iter 1 ] lr: 0.01029, loss: 0.08790, avg_reader_cost: 2.74554 sec, avg_batch_cost: 2.85921 sec, avg_samples: 96.0, avg_ips: 33.57567 images/sec.
Type : metal_nut Train [ Epoch 78/256 iter 2 ] lr: 0.01029, loss: 0.11448, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11407 sec, avg_samples: 96.0, avg_ips: 841.58895 images/sec.
Type : metal_nut Train [ Epoch 78/256 iter 3 ] lr: 0.01029, loss: 0.15741, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05276 sec, avg_samples: 28.0, avg_ips: 530.69184 images/sec.
Type : metal_nut Train [ Epoch 79/256 iter 1 ] lr: 0.00995, loss: 0.09393, avg_reader_cost: 2.75460 sec, avg_batch_cost: 2.86615 sec, avg_samples: 96.0, avg_ips: 33.49440 images/sec.
Type : metal_nut Train [ Epoch 79/256 iter 2 ] lr: 0.00995, loss: 0.08931, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11273 sec, avg_samples: 96.0, avg_ips: 851.60111 images/sec.
Type : metal_nut Train [ Epoch 79/256 iter 3 ] lr: 0.00995, loss: 0.12139, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.05289 sec, avg_samples: 28.0, avg_ips: 529.36900 images/sec.
Type : metal_nut Train [ Epoch 80/256 iter 1 ] lr: 0.00960, loss: 0.09723, avg_reader_cost: 2.78183 sec, avg_batch_cost: 2.89657 sec, avg_samples: 96.0, avg_ips: 33.14260 images/sec.
Type : metal_nut Train [ Epoch 80/256 iter 2 ] lr: 0.00960, loss: 0.13964, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11364 sec, avg_samples: 96.0, avg_ips: 844.74764 images/sec.
Type : metal_nut Train [ Epoch 80/256 iter 3 ] lr: 0.00960, loss: 0.07175, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.05236 sec, avg_samples: 28.0, avg_ips: 534.71251 images/sec.
Type : metal_nut Test [ Epoch 80/256 ] test_cost: 5.670063 sec max_auc: 0.92424 roc_auc : 0.904692.
Type : metal_nut Train [ Epoch 81/256 iter 1 ] lr: 0.00926, loss: 0.13511, avg_reader_cost: 2.77358 sec, avg_batch_cost: 2.88221 sec, avg_samples: 96.0, avg_ips: 33.30783 images/sec.
Type : metal_nut Train [ Epoch 81/256 iter 2 ] lr: 0.00926, loss: 0.14394, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.10650 sec, avg_samples: 96.0, avg_ips: 901.43141 images/sec.
Type : metal_nut Train [ Epoch 81/256 iter 3 ] lr: 0.00926, loss: 0.03651, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.05376 sec, avg_samples: 28.0, avg_ips: 520.86286 images/sec.
Type : metal_nut Train [ Epoch 82/256 iter 1 ] lr: 0.00892, loss: 0.08983, avg_reader_cost: 2.91105 sec, avg_batch_cost: 3.01682 sec, avg_samples: 96.0, avg_ips: 31.82156 images/sec.
