
############################
training bottle
############################

Type : bottle Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.34867, avg_reader_cost: 2.85896 sec, avg_batch_cost: 5.08064 sec, avg_samples: 96.0, avg_ips: 18.89526 images/sec.
Type : bottle Train [ Epoch 42/256 iter 2 ] lr: 0.02302, loss: 0.09705, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10987 sec, avg_samples: 96.0, avg_ips: 873.75645 images/sec.
Type : bottle Train [ Epoch 42/256 iter 3 ] lr: 0.02302, loss: 0.13060, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.03984 sec, avg_samples: 17.0, avg_ips: 426.73765 images/sec.
Type : bottle Train [ Epoch 43/256 iter 1 ] lr: 0.02271, loss: 0.10499, avg_reader_cost: 2.38029 sec, avg_batch_cost: 2.49300 sec, avg_samples: 96.0, avg_ips: 38.50780 images/sec.
Type : bottle Train [ Epoch 43/256 iter 2 ] lr: 0.02271, loss: 0.06863, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11189 sec, avg_samples: 96.0, avg_ips: 857.98493 images/sec.
Type : bottle Train [ Epoch 43/256 iter 3 ] lr: 0.02271, loss: 0.05084, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04077 sec, avg_samples: 17.0, avg_ips: 416.93858 images/sec.
Type : bottle Train [ Epoch 44/256 iter 1 ] lr: 0.02239, loss: 0.04554, avg_reader_cost: 1.92094 sec, avg_batch_cost: 2.03276 sec, avg_samples: 96.0, avg_ips: 47.22645 images/sec.
Type : bottle Train [ Epoch 44/256 iter 2 ] lr: 0.02239, loss: 0.07619, avg_reader_cost: 0.13512 sec, avg_batch_cost: 0.24487 sec, avg_samples: 96.0, avg_ips: 392.03797 images/sec.
Type : bottle Train [ Epoch 44/256 iter 3 ] lr: 0.02239, loss: 0.06590, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04052 sec, avg_samples: 17.0, avg_ips: 419.58836 images/sec.
Type : bottle Train [ Epoch 45/256 iter 1 ] lr: 0.02207, loss: 0.07878, avg_reader_cost: 1.80371 sec, avg_batch_cost: 1.91303 sec, avg_samples: 96.0, avg_ips: 50.18212 images/sec.
Type : bottle Train [ Epoch 45/256 iter 2 ] lr: 0.02207, loss: 0.12370, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11214 sec, avg_samples: 96.0, avg_ips: 856.08050 images/sec.
Type : bottle Train [ Epoch 45/256 iter 3 ] lr: 0.02207, loss: 0.05346, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.04159 sec, avg_samples: 17.0, avg_ips: 408.79453 images/sec.
Type : bottle Train [ Epoch 46/256 iter 1 ] lr: 0.02174, loss: 0.09824, avg_reader_cost: 2.69403 sec, avg_batch_cost: 2.80814 sec, avg_samples: 96.0, avg_ips: 34.18634 images/sec.
Type : bottle Train [ Epoch 46/256 iter 2 ] lr: 0.02174, loss: 0.09043, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11299 sec, avg_samples: 96.0, avg_ips: 849.62986 images/sec.
Type : bottle Train [ Epoch 46/256 iter 3 ] lr: 0.02174, loss: 0.11666, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04142 sec, avg_samples: 17.0, avg_ips: 410.47481 images/sec.
Type : bottle Train [ Epoch 47/256 iter 1 ] lr: 0.02141, loss: 0.08400, avg_reader_cost: 2.49293 sec, avg_batch_cost: 2.60630 sec, avg_samples: 96.0, avg_ips: 36.83376 images/sec.
Type : bottle Train [ Epoch 47/256 iter 2 ] lr: 0.02141, loss: 0.15740, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.11282 sec, avg_samples: 96.0, avg_ips: 850.88846 images/sec.
Type : bottle Train [ Epoch 47/256 iter 3 ] lr: 0.02141, loss: 0.07519, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04007 sec, avg_samples: 17.0, avg_ips: 424.23675 images/sec.
Type : bottle Train [ Epoch 48/256 iter 1 ] lr: 0.02108, loss: 0.08182, avg_reader_cost: 2.55256 sec, avg_batch_cost: 2.66581 sec, avg_samples: 96.0, avg_ips: 36.01159 images/sec.
Type : bottle Train [ Epoch 48/256 iter 2 ] lr: 0.02108, loss: 0.09327, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11253 sec, avg_samples: 96.0, avg_ips: 853.10408 images/sec.
Type : bottle Train [ Epoch 48/256 iter 3 ] lr: 0.02108, loss: 0.02491, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04047 sec, avg_samples: 17.0, avg_ips: 420.02090 images/sec.
Type : bottle Test [ Epoch 48/256 ] test_cost: 5.032921 sec max_auc: 1.00000 roc_auc : 1.000000.
Type : bottle Train [ Epoch 49/256 iter 1 ] lr: 0.02074, loss: 0.15836, avg_reader_cost: 2.53766 sec, avg_batch_cost: 2.65113 sec, avg_samples: 96.0, avg_ips: 36.21097 images/sec.
Type : bottle Train [ Epoch 49/256 iter 2 ] lr: 0.02074, loss: 0.10768, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11375 sec, avg_samples: 96.0, avg_ips: 843.95442 images/sec.
Type : bottle Train [ Epoch 49/256 iter 3 ] lr: 0.02074, loss: 0.05360, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04089 sec, avg_samples: 17.0, avg_ips: 415.77161 images/sec.
Type : bottle Train [ Epoch 50/256 iter 1 ] lr: 0.02040, loss: 0.10349, avg_reader_cost: 2.66361 sec, avg_batch_cost: 2.77542 sec, avg_samples: 96.0, avg_ips: 34.58930 images/sec.
Type : bottle Train [ Epoch 50/256 iter 2 ] lr: 0.02040, loss: 0.14489, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11063 sec, avg_samples: 96.0, avg_ips: 867.77394 images/sec.
Type : bottle Train [ Epoch 50/256 iter 3 ] lr: 0.02040, loss: 0.16935, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.04578 sec, avg_samples: 17.0, avg_ips: 371.35519 images/sec.
Type : bottle Train [ Epoch 51/256 iter 1 ] lr: 0.02005, loss: 0.06241, avg_reader_cost: 2.20449 sec, avg_batch_cost: 2.31626 sec, avg_samples: 96.0, avg_ips: 41.44606 images/sec.
Type : bottle Train [ Epoch 51/256 iter 2 ] lr: 0.02005, loss: 0.06892, avg_reader_cost: 0.04212 sec, avg_batch_cost: 0.15197 sec, avg_samples: 96.0, avg_ips: 631.69805 images/sec.
Type : bottle Train [ Epoch 51/256 iter 3 ] lr: 0.02005, loss: 0.02171, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.03926 sec, avg_samples: 17.0, avg_ips: 433.03798 images/sec.
Type : bottle Train [ Epoch 52/256 iter 1 ] lr: 0.01971, loss: 0.11565, avg_reader_cost: 2.49313 sec, avg_batch_cost: 2.60540 sec, avg_samples: 96.0, avg_ips: 36.84659 images/sec.
Type : bottle Train [ Epoch 52/256 iter 2 ] lr: 0.01971, loss: 0.10251, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11024 sec, avg_samples: 96.0, avg_ips: 870.83872 images/sec.
Type : bottle Train [ Epoch 52/256 iter 3 ] lr: 0.01971, loss: 0.11132, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.04003 sec, avg_samples: 17.0, avg_ips: 424.63088 images/sec.
Type : bottle Train [ Epoch 53/256 iter 1 ] lr: 0.01935, loss: 0.10985, avg_reader_cost: 2.29802 sec, avg_batch_cost: 2.40916 sec, avg_samples: 96.0, avg_ips: 39.84789 images/sec.
Type : bottle Train [ Epoch 53/256 iter 2 ] lr: 0.01935, loss: 0.11738, avg_reader_cost: 0.04715 sec, avg_batch_cost: 0.15739 sec, avg_samples: 96.0, avg_ips: 609.94750 images/sec.
Type : bottle Train [ Epoch 53/256 iter 3 ] lr: 0.01935, loss: 0.07471, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04040 sec, avg_samples: 17.0, avg_ips: 420.77937 images/sec.
Type : bottle Train [ Epoch 54/256 iter 1 ] lr: 0.01900, loss: 0.13007, avg_reader_cost: 2.33885 sec, avg_batch_cost: 2.45062 sec, avg_samples: 96.0, avg_ips: 39.17374 images/sec.
Type : bottle Train [ Epoch 54/256 iter 2 ] lr: 0.01900, loss: 0.05629, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11125 sec, avg_samples: 96.0, avg_ips: 862.89605 images/sec.
Type : bottle Train [ Epoch 54/256 iter 3 ] lr: 0.01900, loss: 0.15760, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.04005 sec, avg_samples: 17.0, avg_ips: 424.50700 images/sec.
Type : bottle Train [ Epoch 55/256 iter 1 ] lr: 0.01864, loss: 0.11699, avg_reader_cost: 2.18737 sec, avg_batch_cost: 2.29953 sec, avg_samples: 96.0, avg_ips: 41.74767 images/sec.
Type : bottle Train [ Epoch 55/256 iter 2 ] lr: 0.01864, loss: 0.11355, avg_reader_cost: 0.03881 sec, avg_batch_cost: 0.14971 sec, avg_samples: 96.0, avg_ips: 641.24611 images/sec.
Type : bottle Train [ Epoch 55/256 iter 3 ] lr: 0.01864, loss: 0.02011, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04073 sec, avg_samples: 17.0, avg_ips: 417.36322 images/sec.
Type : bottle Train [ Epoch 56/256 iter 1 ] lr: 0.01829, loss: 0.11009, avg_reader_cost: 2.38186 sec, avg_batch_cost: 2.49485 sec, avg_samples: 96.0, avg_ips: 38.47926 images/sec.
Type : bottle Train [ Epoch 56/256 iter 2 ] lr: 0.01829, loss: 0.12163, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11210 sec, avg_samples: 96.0, avg_ips: 856.34996 images/sec.
Type : bottle Train [ Epoch 56/256 iter 3 ] lr: 0.01829, loss: 0.08646, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04072 sec, avg_samples: 17.0, avg_ips: 417.50252 images/sec.
Type : bottle Test [ Epoch 56/256 ] test_cost: 5.087400 sec max_auc: 1.00000 roc_auc : 0.998413.
Type : bottle Train [ Epoch 57/256 iter 1 ] lr: 0.01793, loss: 0.08319, avg_reader_cost: 2.40051 sec, avg_batch_cost: 2.51389 sec, avg_samples: 96.0, avg_ips: 38.18780 images/sec.
Type : bottle Train [ Epoch 57/256 iter 2 ] lr: 0.01793, loss: 0.07521, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11109 sec, avg_samples: 96.0, avg_ips: 864.19430 images/sec.
Type : bottle Train [ Epoch 57/256 iter 3 ] lr: 0.01793, loss: 0.11681, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04067 sec, avg_samples: 17.0, avg_ips: 417.96261 images/sec.
Type : bottle Train [ Epoch 58/256 iter 1 ] lr: 0.01756, loss: 0.06850, avg_reader_cost: 2.41743 sec, avg_batch_cost: 2.53005 sec, avg_samples: 96.0, avg_ips: 37.94395 images/sec.
Type : bottle Train [ Epoch 58/256 iter 2 ] lr: 0.01756, loss: 0.07036, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11242 sec, avg_samples: 96.0, avg_ips: 853.93452 images/sec.
Type : bottle Train [ Epoch 58/256 iter 3 ] lr: 0.01756, loss: 0.01312, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04000 sec, avg_samples: 17.0, avg_ips: 424.96241 images/sec.
Type : bottle Train [ Epoch 59/256 iter 1 ] lr: 0.01720, loss: 0.05317, avg_reader_cost: 2.41590 sec, avg_batch_cost: 2.52834 sec, avg_samples: 96.0, avg_ips: 37.96964 images/sec.
Type : bottle Train [ Epoch 59/256 iter 2 ] lr: 0.01720, loss: 0.07084, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11191 sec, avg_samples: 96.0, avg_ips: 857.86976 images/sec.
Type : bottle Train [ Epoch 59/256 iter 3 ] lr: 0.01720, loss: 0.13322, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.03952 sec, avg_samples: 17.0, avg_ips: 430.14350 images/sec.
Type : bottle Train [ Epoch 60/256 iter 1 ] lr: 0.01684, loss: 0.07805, avg_reader_cost: 2.25008 sec, avg_batch_cost: 2.36259 sec, avg_samples: 96.0, avg_ips: 40.63337 images/sec.
Type : bottle Train [ Epoch 60/256 iter 2 ] lr: 0.01684, loss: 0.08667, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11073 sec, avg_samples: 96.0, avg_ips: 866.96118 images/sec.
Type : bottle Train [ Epoch 60/256 iter 3 ] lr: 0.01684, loss: 0.13843, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04035 sec, avg_samples: 17.0, avg_ips: 421.27409 images/sec.
Type : bottle Train [ Epoch 61/256 iter 1 ] lr: 0.01647, loss: 0.13534, avg_reader_cost: 2.40046 sec, avg_batch_cost: 2.50612 sec, avg_samples: 96.0, avg_ips: 38.30628 images/sec.
Type : bottle Train [ Epoch 61/256 iter 2 ] lr: 0.01647, loss: 0.12712, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10410 sec, avg_samples: 96.0, avg_ips: 922.19241 images/sec.
Type : bottle Train [ Epoch 61/256 iter 3 ] lr: 0.01647, loss: 0.09052, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.03270 sec, avg_samples: 17.0, avg_ips: 519.84637 images/sec.
Type : bottle Train [ Epoch 62/256 iter 1 ] lr: 0.01610, loss: 0.13130, avg_reader_cost: 1.89703 sec, avg_batch_cost: 2.00205 sec, avg_samples: 96.0, avg_ips: 47.95076 images/sec.
Type : bottle Train [ Epoch 62/256 iter 2 ] lr: 0.01610, loss: 0.12096, avg_reader_cost: 0.04795 sec, avg_batch_cost: 0.15327 sec, avg_samples: 96.0, avg_ips: 626.35441 images/sec.
Type : bottle Train [ Epoch 62/256 iter 3 ] lr: 0.01610, loss: 0.11283, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.03290 sec, avg_samples: 17.0, avg_ips: 516.75703 images/sec.
Type : bottle Train [ Epoch 63/256 iter 1 ] lr: 0.01574, loss: 0.09472, avg_reader_cost: 2.32274 sec, avg_batch_cost: 2.43619 sec, avg_samples: 96.0, avg_ips: 39.40581 images/sec.
Type : bottle Train [ Epoch 63/256 iter 2 ] lr: 0.01574, loss: 0.05723, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11251 sec, avg_samples: 96.0, avg_ips: 853.29029 images/sec.
Type : bottle Train [ Epoch 63/256 iter 3 ] lr: 0.01574, loss: 0.02098, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.04050 sec, avg_samples: 17.0, avg_ips: 419.71679 images/sec.
Type : bottle Train [ Epoch 64/256 iter 1 ] lr: 0.01537, loss: 0.13245, avg_reader_cost: 2.27546 sec, avg_batch_cost: 2.38209 sec, avg_samples: 96.0, avg_ips: 40.30070 images/sec.
Type : bottle Train [ Epoch 64/256 iter 2 ] lr: 0.01537, loss: 0.07070, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.10490 sec, avg_samples: 96.0, avg_ips: 915.14583 images/sec.
Type : bottle Train [ Epoch 64/256 iter 3 ] lr: 0.01537, loss: 0.07927, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.03315 sec, avg_samples: 17.0, avg_ips: 512.75110 images/sec.
Type : bottle Test [ Epoch 64/256 ] test_cost: 4.943194 sec max_auc: 1.00000 roc_auc : 0.996825.
Type : bottle Train [ Epoch 65/256 iter 1 ] lr: 0.01500, loss: 0.04601, avg_reader_cost: 2.34941 sec, avg_batch_cost: 2.45510 sec, avg_samples: 96.0, avg_ips: 39.10224 images/sec.
Type : bottle Train [ Epoch 65/256 iter 2 ] lr: 0.01500, loss: 0.09235, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.10485 sec, avg_samples: 96.0, avg_ips: 915.57866 images/sec.
Type : bottle Train [ Epoch 65/256 iter 3 ] lr: 0.01500, loss: 0.01456, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.03290 sec, avg_samples: 17.0, avg_ips: 516.73830 images/sec.
Type : bottle Train [ Epoch 66/256 iter 1 ] lr: 0.01463, loss: 0.09042, avg_reader_cost: 2.39970 sec, avg_batch_cost: 2.51209 sec, avg_samples: 96.0, avg_ips: 38.21513 images/sec.
Type : bottle Train [ Epoch 66/256 iter 2 ] lr: 0.01463, loss: 0.09587, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11364 sec, avg_samples: 96.0, avg_ips: 844.75650 images/sec.
Type : bottle Train [ Epoch 66/256 iter 3 ] lr: 0.01463, loss: 0.01363, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04100 sec, avg_samples: 17.0, avg_ips: 414.64732 images/sec.
Type : bottle Train [ Epoch 67/256 iter 1 ] lr: 0.01426, loss: 0.09560, avg_reader_cost: 2.27668 sec, avg_batch_cost: 2.38298 sec, avg_samples: 96.0, avg_ips: 40.28564 images/sec.
Type : bottle Train [ Epoch 67/256 iter 2 ] lr: 0.01426, loss: 0.07035, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.10613 sec, avg_samples: 96.0, avg_ips: 904.55607 images/sec.
Type : bottle Train [ Epoch 67/256 iter 3 ] lr: 0.01426, loss: 0.03430, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.03315 sec, avg_samples: 17.0, avg_ips: 512.75847 images/sec.
Type : bottle Train [ Epoch 68/256 iter 1 ] lr: 0.01390, loss: 0.10236, avg_reader_cost: 2.30185 sec, avg_batch_cost: 2.40769 sec, avg_samples: 96.0, avg_ips: 39.87232 images/sec.
Type : bottle Train [ Epoch 68/256 iter 2 ] lr: 0.01390, loss: 0.11113, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10487 sec, avg_samples: 96.0, avg_ips: 915.42879 images/sec.
Type : bottle Train [ Epoch 68/256 iter 3 ] lr: 0.01390, loss: 0.08122, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.03290 sec, avg_samples: 17.0, avg_ips: 516.67465 images/sec.
Type : bottle Train [ Epoch 69/256 iter 1 ] lr: 0.01353, loss: 0.09736, avg_reader_cost: 2.26336 sec, avg_batch_cost: 2.37075 sec, avg_samples: 96.0, avg_ips: 40.49355 images/sec.
Type : bottle Train [ Epoch 69/256 iter 2 ] lr: 0.01353, loss: 0.09176, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10480 sec, avg_samples: 96.0, avg_ips: 916.01815 images/sec.
Type : bottle Train [ Epoch 69/256 iter 3 ] lr: 0.01353, loss: 0.08616, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.03334 sec, avg_samples: 17.0, avg_ips: 509.94213 images/sec.
Type : bottle Train [ Epoch 70/256 iter 1 ] lr: 0.01316, loss: 0.06313, avg_reader_cost: 2.44516 sec, avg_batch_cost: 2.55100 sec, avg_samples: 96.0, avg_ips: 37.63232 images/sec.
Type : bottle Train [ Epoch 70/256 iter 2 ] lr: 0.01316, loss: 0.06003, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.10476 sec, avg_samples: 96.0, avg_ips: 916.41844 images/sec.
Type : bottle Train [ Epoch 70/256 iter 3 ] lr: 0.01316, loss: 0.10518, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.03283 sec, avg_samples: 17.0, avg_ips: 517.78147 images/sec.
Type : bottle Train [ Epoch 71/256 iter 1 ] lr: 0.01280, loss: 0.07868, avg_reader_cost: 2.26967 sec, avg_batch_cost: 2.37590 sec, avg_samples: 96.0, avg_ips: 40.40566 images/sec.
Type : bottle Train [ Epoch 71/256 iter 2 ] lr: 0.01280, loss: 0.14869, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10381 sec, avg_samples: 96.0, avg_ips: 924.72965 images/sec.
Type : bottle Train [ Epoch 71/256 iter 3 ] lr: 0.01280, loss: 0.01786, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.03578 sec, avg_samples: 17.0, avg_ips: 475.11689 images/sec.
Type : bottle Train [ Epoch 72/256 iter 1 ] lr: 0.01244, loss: 0.09531, avg_reader_cost: 2.25906 sec, avg_batch_cost: 2.36461 sec, avg_samples: 96.0, avg_ips: 40.59869 images/sec.
Type : bottle Train [ Epoch 72/256 iter 2 ] lr: 0.01244, loss: 0.10729, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.10413 sec, avg_samples: 96.0, avg_ips: 921.89470 images/sec.
Type : bottle Train [ Epoch 72/256 iter 3 ] lr: 0.01244, loss: 0.08095, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.03329 sec, avg_samples: 17.0, avg_ips: 510.60309 images/sec.
Type : bottle Test [ Epoch 72/256 ] test_cost: 5.203536 sec max_auc: 1.00000 roc_auc : 0.994444.
Type : bottle Train [ Epoch 73/256 iter 1 ] lr: 0.01207, loss: 0.12642, avg_reader_cost: 2.32205 sec, avg_batch_cost: 2.43713 sec, avg_samples: 96.0, avg_ips: 39.39052 images/sec.
Type : bottle Train [ Epoch 73/256 iter 2 ] lr: 0.01207, loss: 0.03768, avg_reader_cost: 0.00033 sec, avg_batch_cost: 0.11594 sec, avg_samples: 96.0, avg_ips: 828.00531 images/sec.
Type : bottle Train [ Epoch 73/256 iter 3 ] lr: 0.01207, loss: 0.01143, avg_reader_cost: 0.00037 sec, avg_batch_cost: 0.05346 sec, avg_samples: 17.0, avg_ips: 317.99830 images/sec.
Type : bottle Train [ Epoch 74/256 iter 1 ] lr: 0.01171, loss: 0.08467, avg_reader_cost: 2.37646 sec, avg_batch_cost: 2.49261 sec, avg_samples: 96.0, avg_ips: 38.51390 images/sec.
Type : bottle Train [ Epoch 74/256 iter 2 ] lr: 0.01171, loss: 0.06628, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11477 sec, avg_samples: 96.0, avg_ips: 836.44730 images/sec.
Type : bottle Train [ Epoch 74/256 iter 3 ] lr: 0.01171, loss: 0.00847, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04474 sec, avg_samples: 17.0, avg_ips: 379.99173 images/sec.
Type : bottle Train [ Epoch 75/256 iter 1 ] lr: 0.01136, loss: 0.08454, avg_reader_cost: 1.89589 sec, avg_batch_cost: 2.00897 sec, avg_samples: 96.0, avg_ips: 47.78579 images/sec.
Type : bottle Train [ Epoch 75/256 iter 2 ] lr: 0.01136, loss: 0.09484, avg_reader_cost: 0.05119 sec, avg_batch_cost: 0.16529 sec, avg_samples: 96.0, avg_ips: 580.78776 images/sec.
Type : bottle Train [ Epoch 75/256 iter 3 ] lr: 0.01136, loss: 0.12944, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.04343 sec, avg_samples: 17.0, avg_ips: 391.45732 images/sec.
Type : bottle Train [ Epoch 76/256 iter 1 ] lr: 0.01100, loss: 0.08154, avg_reader_cost: 2.05190 sec, avg_batch_cost: 2.16484 sec, avg_samples: 96.0, avg_ips: 44.34509 images/sec.
Type : bottle Train [ Epoch 76/256 iter 2 ] lr: 0.01100, loss: 0.06782, avg_reader_cost: 0.04473 sec, avg_batch_cost: 0.15859 sec, avg_samples: 96.0, avg_ips: 605.32693 images/sec.
Type : bottle Train [ Epoch 76/256 iter 3 ] lr: 0.01100, loss: 0.08869, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.04235 sec, avg_samples: 17.0, avg_ips: 401.38462 images/sec.
Type : bottle Train [ Epoch 77/256 iter 1 ] lr: 0.01065, loss: 0.06500, avg_reader_cost: 2.38292 sec, avg_batch_cost: 2.49750 sec, avg_samples: 96.0, avg_ips: 38.43846 images/sec.
Type : bottle Train [ Epoch 77/256 iter 2 ] lr: 0.01065, loss: 0.04423, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11337 sec, avg_samples: 96.0, avg_ips: 846.76749 images/sec.
Type : bottle Train [ Epoch 77/256 iter 3 ] lr: 0.01065, loss: 0.15466, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.04285 sec, avg_samples: 17.0, avg_ips: 396.77457 images/sec.
Type : bottle Train [ Epoch 78/256 iter 1 ] lr: 0.01029, loss: 0.05688, avg_reader_cost: 1.94969 sec, avg_batch_cost: 2.06373 sec, avg_samples: 96.0, avg_ips: 46.51779 images/sec.
Type : bottle Train [ Epoch 78/256 iter 2 ] lr: 0.01029, loss: 0.04974, avg_reader_cost: 0.41444 sec, avg_batch_cost: 0.52873 sec, avg_samples: 96.0, avg_ips: 181.56849 images/sec.
Type : bottle Train [ Epoch 78/256 iter 3 ] lr: 0.01029, loss: 0.09442, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.04310 sec, avg_samples: 17.0, avg_ips: 394.43483 images/sec.
Type : bottle Train [ Epoch 79/256 iter 1 ] lr: 0.00995, loss: 0.09065, avg_reader_cost: 1.87181 sec, avg_batch_cost: 1.98622 sec, avg_samples: 96.0, avg_ips: 48.33298 images/sec.
Type : bottle Train [ Epoch 79/256 iter 2 ] lr: 0.00995, loss: 0.05369, avg_reader_cost: 0.17936 sec, avg_batch_cost: 0.29042 sec, avg_samples: 96.0, avg_ips: 330.55840 images/sec.
Type : bottle Train [ Epoch 79/256 iter 3 ] lr: 0.00995, loss: 0.01739, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.04269 sec, avg_samples: 17.0, avg_ips: 398.25940 images/sec.
Type : bottle Train [ Epoch 80/256 iter 1 ] lr: 0.00960, loss: 0.08665, avg_reader_cost: 2.42509 sec, avg_batch_cost: 2.54303 sec, avg_samples: 96.0, avg_ips: 37.75026 images/sec.
Type : bottle Train [ Epoch 80/256 iter 2 ] lr: 0.00960, loss: 0.04896, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11273 sec, avg_samples: 96.0, avg_ips: 851.59751 images/sec.
Type : bottle Train [ Epoch 80/256 iter 3 ] lr: 0.00960, loss: 0.07687, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.04101 sec, avg_samples: 17.0, avg_ips: 414.53884 images/sec.
Type : bottle Test [ Epoch 80/256 ] test_cost: 5.082668 sec max_auc: 1.00000 roc_auc : 0.996825.
Type : bottle Train [ Epoch 81/256 iter 1 ] lr: 0.00926, loss: 0.06089, avg_reader_cost: 2.81121 sec, avg_batch_cost: 2.92534 sec, avg_samples: 96.0, avg_ips: 32.81672 images/sec.
Type : bottle Train [ Epoch 81/256 iter 2 ] lr: 0.00926, loss: 0.05903, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11367 sec, avg_samples: 96.0, avg_ips: 844.58462 images/sec.
Type : bottle Train [ Epoch 81/256 iter 3 ] lr: 0.00926, loss: 0.00950, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.04196 sec, avg_samples: 17.0, avg_ips: 405.13164 images/sec.
Type : bottle Train [ Epoch 82/256 iter 1 ] lr: 0.00892, loss: 0.07184, avg_reader_cost: 2.48074 sec, avg_batch_cost: 2.59371 sec, avg_samples: 96.0, avg_ips: 37.01267 images/sec.
Type : bottle Train [ Epoch 82/256 iter 2 ] lr: 0.00892, loss: 0.07927, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11101 sec, avg_samples: 96.0, avg_ips: 864.80309 images/sec.
Type : bottle Train [ Epoch 82/256 iter 3 ] lr: 0.00892, loss: 0.10311, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.04001 sec, avg_samples: 17.0, avg_ips: 424.92189 images/sec.
Type : bottle Train [ Epoch 83/256 iter 1 ] lr: 0.00859, loss: 0.10463, avg_reader_cost: 2.43529 sec, avg_batch_cost: 2.55007 sec, avg_samples: 96.0, avg_ips: 37.64602 images/sec.
Type : bottle Train [ Epoch 83/256 iter 2 ] lr: 0.00859, loss: 0.09153, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11326 sec, avg_samples: 96.0, avg_ips: 847.57671 images/sec.
