
############################
training cable
############################

Type : cable Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.27084, avg_reader_cost: 3.55346 sec, avg_batch_cost: 7.45882 sec, avg_samples: 96.0, avg_ips: 12.87067 images/sec.
Type : cable Train [ Epoch 42/256 iter 3 ] lr: 0.02302, loss: 0.13938, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05750 sec, avg_samples: 32.0, avg_ips: 556.50439 images/sec.
Type : cable Train [ Epoch 43/256 iter 1 ] lr: 0.02271, loss: 0.06584, avg_reader_cost: 3.00815 sec, avg_batch_cost: 3.12502 sec, avg_samples: 96.0, avg_ips: 30.71985 images/sec.
Type : cable Train [ Epoch 43/256 iter 2 ] lr: 0.02271, loss: 0.03872, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.11601 sec, avg_samples: 96.0, avg_ips: 827.48971 images/sec.
Type : cable Train [ Epoch 43/256 iter 3 ] lr: 0.02271, loss: 0.01802, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.05627 sec, avg_samples: 32.0, avg_ips: 568.65895 images/sec.
Type : cable Train [ Epoch 44/256 iter 1 ] lr: 0.02239, loss: 0.06873, avg_reader_cost: 3.05359 sec, avg_batch_cost: 3.17027 sec, avg_samples: 96.0, avg_ips: 30.28133 images/sec.
Type : cable Train [ Epoch 44/256 iter 2 ] lr: 0.02239, loss: 0.06105, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.11694 sec, avg_samples: 96.0, avg_ips: 820.91358 images/sec.
Type : cable Train [ Epoch 44/256 iter 3 ] lr: 0.02239, loss: 0.04823, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.06008 sec, avg_samples: 32.0, avg_ips: 532.58256 images/sec.
Type : cable Train [ Epoch 45/256 iter 1 ] lr: 0.02207, loss: 0.09205, avg_reader_cost: 3.05684 sec, avg_batch_cost: 3.17215 sec, avg_samples: 96.0, avg_ips: 30.26336 images/sec.
Type : cable Train [ Epoch 45/256 iter 2 ] lr: 0.02207, loss: 0.08921, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.12455 sec, avg_samples: 96.0, avg_ips: 770.76234 images/sec.
Type : cable Train [ Epoch 45/256 iter 3 ] lr: 0.02207, loss: 0.06772, avg_reader_cost: 0.00035 sec, avg_batch_cost: 0.05793 sec, avg_samples: 32.0, avg_ips: 552.36588 images/sec.
Type : cable Train [ Epoch 46/256 iter 1 ] lr: 0.02174, loss: 0.05841, avg_reader_cost: 2.91048 sec, avg_batch_cost: 3.02412 sec, avg_samples: 96.0, avg_ips: 31.74476 images/sec.
Type : cable Train [ Epoch 46/256 iter 2 ] lr: 0.02174, loss: 0.06351, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11248 sec, avg_samples: 96.0, avg_ips: 853.46392 images/sec.
Type : cable Train [ Epoch 46/256 iter 3 ] lr: 0.02174, loss: 0.03469, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.05619 sec, avg_samples: 32.0, avg_ips: 569.45030 images/sec.
Type : cable Train [ Epoch 47/256 iter 1 ] lr: 0.02141, loss: 0.05046, avg_reader_cost: 2.75802 sec, avg_batch_cost: 2.87193 sec, avg_samples: 96.0, avg_ips: 33.42703 images/sec.
Type : cable Train [ Epoch 47/256 iter 2 ] lr: 0.02141, loss: 0.03798, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11380 sec, avg_samples: 96.0, avg_ips: 843.61492 images/sec.
Type : cable Train [ Epoch 47/256 iter 3 ] lr: 0.02141, loss: 0.03458, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.05841 sec, avg_samples: 32.0, avg_ips: 547.84088 images/sec.
Type : cable Train [ Epoch 48/256 iter 1 ] lr: 0.02108, loss: 0.02988, avg_reader_cost: 3.07547 sec, avg_batch_cost: 3.19181 sec, avg_samples: 96.0, avg_ips: 30.07698 images/sec.
Type : cable Train [ Epoch 48/256 iter 2 ] lr: 0.02108, loss: 0.04925, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.11664 sec, avg_samples: 96.0, avg_ips: 823.03621 images/sec.
Type : cable Train [ Epoch 48/256 iter 3 ] lr: 0.02108, loss: 0.12119, avg_reader_cost: 0.00034 sec, avg_batch_cost: 0.05867 sec, avg_samples: 32.0, avg_ips: 545.46305 images/sec.
Type : cable Test [ Epoch 48/256 ] test_cost: 14.782905 sec max_auc: 0.92466 roc_auc : 0.842391.
Type : cable Train [ Epoch 49/256 iter 1 ] lr: 0.02074, loss: 0.05799, avg_reader_cost: 2.08321 sec, avg_batch_cost: 2.19856 sec, avg_samples: 96.0, avg_ips: 43.66495 images/sec.
Type : cable Train [ Epoch 49/256 iter 2 ] lr: 0.02074, loss: 0.05598, avg_reader_cost: 0.27066 sec, avg_batch_cost: 0.38387 sec, avg_samples: 96.0, avg_ips: 250.08427 images/sec.
Type : cable Train [ Epoch 49/256 iter 3 ] lr: 0.02074, loss: 0.00799, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.05622 sec, avg_samples: 32.0, avg_ips: 569.17742 images/sec.
Type : cable Train [ Epoch 50/256 iter 1 ] lr: 0.02040, loss: 0.05933, avg_reader_cost: 3.02452 sec, avg_batch_cost: 3.14220 sec, avg_samples: 96.0, avg_ips: 30.55186 images/sec.
Type : cable Train [ Epoch 50/256 iter 2 ] lr: 0.02040, loss: 0.07001, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11827 sec, avg_samples: 96.0, avg_ips: 811.72549 images/sec.
Type : cable Train [ Epoch 50/256 iter 3 ] lr: 0.02040, loss: 0.01265, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.05686 sec, avg_samples: 32.0, avg_ips: 562.79788 images/sec.
Type : cable Train [ Epoch 51/256 iter 1 ] lr: 0.02005, loss: 0.02372, avg_reader_cost: 2.93687 sec, avg_batch_cost: 3.05110 sec, avg_samples: 96.0, avg_ips: 31.46404 images/sec.
Type : cable Train [ Epoch 51/256 iter 2 ] lr: 0.02005, loss: 0.02450, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11554 sec, avg_samples: 96.0, avg_ips: 830.84659 images/sec.
Type : cable Train [ Epoch 51/256 iter 3 ] lr: 0.02005, loss: 0.00713, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.05842 sec, avg_samples: 32.0, avg_ips: 547.76933 images/sec.
Type : cable Train [ Epoch 52/256 iter 1 ] lr: 0.01971, loss: 0.03252, avg_reader_cost: 2.87290 sec, avg_batch_cost: 2.98710 sec, avg_samples: 96.0, avg_ips: 32.13825 images/sec.
Type : cable Train [ Epoch 52/256 iter 2 ] lr: 0.01971, loss: 0.03363, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.11594 sec, avg_samples: 96.0, avg_ips: 828.01552 images/sec.
Type : cable Train [ Epoch 52/256 iter 3 ] lr: 0.01971, loss: 0.01591, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.05891 sec, avg_samples: 32.0, avg_ips: 543.20908 images/sec.
Type : cable Train [ Epoch 53/256 iter 1 ] lr: 0.01935, loss: 0.07276, avg_reader_cost: 3.04825 sec, avg_batch_cost: 3.16608 sec, avg_samples: 96.0, avg_ips: 30.32138 images/sec.
Type : cable Train [ Epoch 53/256 iter 2 ] lr: 0.01935, loss: 0.03883, avg_reader_cost: 0.00034 sec, avg_batch_cost: 0.11622 sec, avg_samples: 96.0, avg_ips: 826.00608 images/sec.
Type : cable Train [ Epoch 53/256 iter 3 ] lr: 0.01935, loss: 0.00926, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.05822 sec, avg_samples: 32.0, avg_ips: 549.61764 images/sec.
Type : cable Train [ Epoch 54/256 iter 1 ] lr: 0.01900, loss: 0.06716, avg_reader_cost: 3.09963 sec, avg_batch_cost: 3.21754 sec, avg_samples: 96.0, avg_ips: 29.83644 images/sec.
Type : cable Train [ Epoch 54/256 iter 2 ] lr: 0.01900, loss: 0.05766, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11776 sec, avg_samples: 96.0, avg_ips: 815.20953 images/sec.
Type : cable Train [ Epoch 54/256 iter 3 ] lr: 0.01900, loss: 0.06481, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.05735 sec, avg_samples: 32.0, avg_ips: 557.92940 images/sec.
Type : cable Train [ Epoch 55/256 iter 1 ] lr: 0.01864, loss: 0.02594, avg_reader_cost: 2.77428 sec, avg_batch_cost: 2.88957 sec, avg_samples: 96.0, avg_ips: 33.22297 images/sec.
Type : cable Train [ Epoch 55/256 iter 2 ] lr: 0.01864, loss: 0.09034, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.11502 sec, avg_samples: 96.0, avg_ips: 834.62854 images/sec.
Type : cable Train [ Epoch 55/256 iter 3 ] lr: 0.01864, loss: 0.08266, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.05669 sec, avg_samples: 32.0, avg_ips: 564.45706 images/sec.
Type : cable Train [ Epoch 56/256 iter 1 ] lr: 0.01829, loss: 0.05605, avg_reader_cost: 3.09887 sec, avg_batch_cost: 3.21634 sec, avg_samples: 96.0, avg_ips: 29.84763 images/sec.
Type : cable Train [ Epoch 56/256 iter 2 ] lr: 0.01829, loss: 0.03795, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.11598 sec, avg_samples: 96.0, avg_ips: 827.76019 images/sec.
Type : cable Train [ Epoch 56/256 iter 3 ] lr: 0.01829, loss: 0.06763, avg_reader_cost: 0.00033 sec, avg_batch_cost: 0.05745 sec, avg_samples: 32.0, avg_ips: 557.04716 images/sec.
Type : cable Test [ Epoch 56/256 ] test_cost: 15.657656 sec max_auc: 0.92466 roc_auc : 0.817654.
Type : cable Train [ Epoch 57/256 iter 1 ] lr: 0.01793, loss: 0.01906, avg_reader_cost: 2.08759 sec, avg_batch_cost: 2.20435 sec, avg_samples: 96.0, avg_ips: 43.55027 images/sec.
Type : cable Train [ Epoch 57/256 iter 2 ] lr: 0.01793, loss: 0.03787, avg_reader_cost: 0.10334 sec, avg_batch_cost: 0.21582 sec, avg_samples: 96.0, avg_ips: 444.81251 images/sec.
Type : cable Train [ Epoch 57/256 iter 3 ] lr: 0.01793, loss: 0.01227, avg_reader_cost: 0.00033 sec, avg_batch_cost: 0.05850 sec, avg_samples: 32.0, avg_ips: 547.00361 images/sec.
Type : cable Train [ Epoch 58/256 iter 1 ] lr: 0.01756, loss: 0.04026, avg_reader_cost: 2.89880 sec, avg_batch_cost: 3.01331 sec, avg_samples: 96.0, avg_ips: 31.85860 images/sec.
Type : cable Train [ Epoch 58/256 iter 2 ] lr: 0.01756, loss: 0.01464, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.11381 sec, avg_samples: 96.0, avg_ips: 843.48238 images/sec.
Type : cable Train [ Epoch 58/256 iter 3 ] lr: 0.01756, loss: 0.02560, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.05773 sec, avg_samples: 32.0, avg_ips: 554.27973 images/sec.
Type : cable Train [ Epoch 59/256 iter 1 ] lr: 0.01720, loss: 0.04045, avg_reader_cost: 2.83559 sec, avg_batch_cost: 2.95038 sec, avg_samples: 96.0, avg_ips: 32.53819 images/sec.
Type : cable Train [ Epoch 59/256 iter 2 ] lr: 0.01720, loss: 0.09609, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.11470 sec, avg_samples: 96.0, avg_ips: 836.97238 images/sec.
Type : cable Train [ Epoch 59/256 iter 3 ] lr: 0.01720, loss: 0.00867, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.05690 sec, avg_samples: 32.0, avg_ips: 562.35222 images/sec.
Type : cable Train [ Epoch 60/256 iter 1 ] lr: 0.01684, loss: 0.01188, avg_reader_cost: 3.03792 sec, avg_batch_cost: 3.15298 sec, avg_samples: 96.0, avg_ips: 30.44742 images/sec.
Type : cable Train [ Epoch 60/256 iter 2 ] lr: 0.01684, loss: 0.05840, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.11646 sec, avg_samples: 96.0, avg_ips: 824.28301 images/sec.
Type : cable Train [ Epoch 60/256 iter 3 ] lr: 0.01684, loss: 0.04701, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.05681 sec, avg_samples: 32.0, avg_ips: 563.24426 images/sec.
Type : cable Train [ Epoch 61/256 iter 1 ] lr: 0.01647, loss: 0.05377, avg_reader_cost: 3.10101 sec, avg_batch_cost: 3.21886 sec, avg_samples: 96.0, avg_ips: 29.82424 images/sec.
Type : cable Train [ Epoch 61/256 iter 2 ] lr: 0.01647, loss: 0.04535, avg_reader_cost: 0.00035 sec, avg_batch_cost: 0.11577 sec, avg_samples: 96.0, avg_ips: 829.24843 images/sec.
Type : cable Train [ Epoch 61/256 iter 3 ] lr: 0.01647, loss: 0.00739, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.05743 sec, avg_samples: 32.0, avg_ips: 557.16278 images/sec.
Type : cable Train [ Epoch 62/256 iter 1 ] lr: 0.01610, loss: 0.03300, avg_reader_cost: 3.18088 sec, avg_batch_cost: 3.30701 sec, avg_samples: 96.0, avg_ips: 29.02924 images/sec.
Type : cable Train [ Epoch 62/256 iter 2 ] lr: 0.01610, loss: 0.01953, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.11646 sec, avg_samples: 96.0, avg_ips: 824.34376 images/sec.
Type : cable Train [ Epoch 62/256 iter 3 ] lr: 0.01610, loss: 0.00556, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.05850 sec, avg_samples: 32.0, avg_ips: 547.02144 images/sec.
Type : cable Train [ Epoch 63/256 iter 1 ] lr: 0.01574, loss: 0.04314, avg_reader_cost: 2.87767 sec, avg_batch_cost: 2.99340 sec, avg_samples: 96.0, avg_ips: 32.07051 images/sec.
Type : cable Train [ Epoch 63/256 iter 2 ] lr: 0.01574, loss: 0.03212, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.11552 sec, avg_samples: 96.0, avg_ips: 831.01292 images/sec.
Type : cable Train [ Epoch 63/256 iter 3 ] lr: 0.01574, loss: 0.01462, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05749 sec, avg_samples: 32.0, avg_ips: 556.65441 images/sec.
Type : cable Train [ Epoch 64/256 iter 1 ] lr: 0.01537, loss: 0.06716, avg_reader_cost: 3.00774 sec, avg_batch_cost: 3.12379 sec, avg_samples: 96.0, avg_ips: 30.73188 images/sec.
Type : cable Train [ Epoch 64/256 iter 2 ] lr: 0.01537, loss: 0.04745, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.11535 sec, avg_samples: 96.0, avg_ips: 832.27714 images/sec.
Type : cable Train [ Epoch 64/256 iter 3 ] lr: 0.01537, loss: 0.07695, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05652 sec, avg_samples: 32.0, avg_ips: 566.13321 images/sec.
Type : cable Test [ Epoch 64/256 ] test_cost: 13.824999 sec max_auc: 0.92466 roc_auc : 0.823088.
Type : cable Train [ Epoch 65/256 iter 1 ] lr: 0.01500, loss: 0.08879, avg_reader_cost: 2.11117 sec, avg_batch_cost: 2.22610 sec, avg_samples: 96.0, avg_ips: 43.12472 images/sec.
Type : cable Train [ Epoch 65/256 iter 2 ] lr: 0.01500, loss: 0.04514, avg_reader_cost: 0.44371 sec, avg_batch_cost: 0.55979 sec, avg_samples: 96.0, avg_ips: 171.49430 images/sec.
Type : cable Train [ Epoch 65/256 iter 3 ] lr: 0.01500, loss: 0.00794, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.05863 sec, avg_samples: 32.0, avg_ips: 545.80464 images/sec.
Type : cable Train [ Epoch 66/256 iter 1 ] lr: 0.01463, loss: 0.01059, avg_reader_cost: 2.85799 sec, avg_batch_cost: 2.97488 sec, avg_samples: 96.0, avg_ips: 32.27023 images/sec.
Type : cable Train [ Epoch 66/256 iter 2 ] lr: 0.01463, loss: 0.00856, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.11654 sec, avg_samples: 96.0, avg_ips: 823.73160 images/sec.
Type : cable Train [ Epoch 66/256 iter 3 ] lr: 0.01463, loss: 0.01541, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.05822 sec, avg_samples: 32.0, avg_ips: 549.65141 images/sec.
Type : cable Train [ Epoch 67/256 iter 1 ] lr: 0.01426, loss: 0.03606, avg_reader_cost: 2.97552 sec, avg_batch_cost: 3.09053 sec, avg_samples: 96.0, avg_ips: 31.06259 images/sec.
Type : cable Train [ Epoch 67/256 iter 2 ] lr: 0.01426, loss: 0.04491, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.11501 sec, avg_samples: 96.0, avg_ips: 834.72024 images/sec.
Type : cable Train [ Epoch 67/256 iter 3 ] lr: 0.01426, loss: 0.07423, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.05757 sec, avg_samples: 32.0, avg_ips: 555.82223 images/sec.
Type : cable Train [ Epoch 68/256 iter 1 ] lr: 0.01390, loss: 0.01952, avg_reader_cost: 3.13600 sec, avg_batch_cost: 3.25200 sec, avg_samples: 96.0, avg_ips: 29.52034 images/sec.
Type : cable Train [ Epoch 68/256 iter 2 ] lr: 0.01390, loss: 0.02307, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11638 sec, avg_samples: 96.0, avg_ips: 824.90783 images/sec.
Type : cable Train [ Epoch 68/256 iter 3 ] lr: 0.01390, loss: 0.03940, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.06361 sec, avg_samples: 32.0, avg_ips: 503.06683 images/sec.
Type : cable Train [ Epoch 69/256 iter 1 ] lr: 0.01353, loss: 0.03671, avg_reader_cost: 3.14301 sec, avg_batch_cost: 3.26285 sec, avg_samples: 96.0, avg_ips: 29.42211 images/sec.
Type : cable Train [ Epoch 69/256 iter 2 ] lr: 0.01353, loss: 0.05032, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11850 sec, avg_samples: 96.0, avg_ips: 810.11847 images/sec.
Type : cable Train [ Epoch 69/256 iter 3 ] lr: 0.01353, loss: 0.00766, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.05898 sec, avg_samples: 32.0, avg_ips: 542.59858 images/sec.
Type : cable Train [ Epoch 70/256 iter 1 ] lr: 0.01316, loss: 0.03926, avg_reader_cost: 2.23123 sec, avg_batch_cost: 2.34599 sec, avg_samples: 96.0, avg_ips: 40.92091 images/sec.
Type : cable Train [ Epoch 70/256 iter 2 ] lr: 0.01316, loss: 0.05788, avg_reader_cost: 0.17394 sec, avg_batch_cost: 0.29092 sec, avg_samples: 96.0, avg_ips: 329.98842 images/sec.
Type : cable Train [ Epoch 70/256 iter 3 ] lr: 0.01316, loss: 0.10341, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.05769 sec, avg_samples: 32.0, avg_ips: 554.64163 images/sec.
Type : cable Train [ Epoch 71/256 iter 1 ] lr: 0.01280, loss: 0.03118, avg_reader_cost: 2.81780 sec, avg_batch_cost: 2.93463 sec, avg_samples: 96.0, avg_ips: 32.71281 images/sec.
Type : cable Train [ Epoch 71/256 iter 2 ] lr: 0.01280, loss: 0.03168, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.11448 sec, avg_samples: 96.0, avg_ips: 838.60048 images/sec.
Type : cable Train [ Epoch 71/256 iter 3 ] lr: 0.01280, loss: 0.00549, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.05613 sec, avg_samples: 32.0, avg_ips: 570.12033 images/sec.
Type : cable Train [ Epoch 72/256 iter 1 ] lr: 0.01244, loss: 0.03299, avg_reader_cost: 2.21502 sec, avg_batch_cost: 2.32981 sec, avg_samples: 96.0, avg_ips: 41.20503 images/sec.
Type : cable Train [ Epoch 72/256 iter 2 ] lr: 0.01244, loss: 0.07647, avg_reader_cost: 0.24775 sec, avg_batch_cost: 0.36575 sec, avg_samples: 96.0, avg_ips: 262.47380 images/sec.
Type : cable Train [ Epoch 72/256 iter 3 ] lr: 0.01244, loss: 0.04432, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.05797 sec, avg_samples: 32.0, avg_ips: 552.04327 images/sec.
Type : cable Test [ Epoch 72/256 ] test_cost: 13.924008 sec max_auc: 0.92466 roc_auc : 0.842766.
Type : cable Train [ Epoch 73/256 iter 1 ] lr: 0.01207, loss: 0.00537, avg_reader_cost: 3.02235 sec, avg_batch_cost: 3.12867 sec, avg_samples: 96.0, avg_ips: 30.68397 images/sec.
Type : cable Train [ Epoch 73/256 iter 2 ] lr: 0.01207, loss: 0.03565, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.10874 sec, avg_samples: 96.0, avg_ips: 882.86616 images/sec.
Type : cable Train [ Epoch 73/256 iter 3 ] lr: 0.01207, loss: 0.04810, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.05435 sec, avg_samples: 32.0, avg_ips: 588.75946 images/sec.
Type : cable Train [ Epoch 74/256 iter 1 ] lr: 0.01171, loss: 0.02695, avg_reader_cost: 2.87583 sec, avg_batch_cost: 2.98504 sec, avg_samples: 96.0, avg_ips: 32.16041 images/sec.
Type : cable Train [ Epoch 74/256 iter 2 ] lr: 0.01171, loss: 0.00954, avg_reader_cost: 0.05746 sec, avg_batch_cost: 0.16562 sec, avg_samples: 96.0, avg_ips: 579.62982 images/sec.
Type : cable Train [ Epoch 74/256 iter 3 ] lr: 0.01171, loss: 0.00565, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.05034 sec, avg_samples: 32.0, avg_ips: 635.65410 images/sec.
Type : cable Train [ Epoch 75/256 iter 1 ] lr: 0.01136, loss: 0.06278, avg_reader_cost: 2.54356 sec, avg_batch_cost: 2.65241 sec, avg_samples: 96.0, avg_ips: 36.19344 images/sec.
Type : cable Train [ Epoch 75/256 iter 2 ] lr: 0.01136, loss: 0.01098, avg_reader_cost: 0.05424 sec, avg_batch_cost: 0.16272 sec, avg_samples: 96.0, avg_ips: 589.96804 images/sec.
Type : cable Train [ Epoch 75/256 iter 3 ] lr: 0.01136, loss: 0.03018, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.05000 sec, avg_samples: 32.0, avg_ips: 640.05860 images/sec.
Type : cable Train [ Epoch 76/256 iter 1 ] lr: 0.01100, loss: 0.01889, avg_reader_cost: 2.92219 sec, avg_batch_cost: 3.03046 sec, avg_samples: 96.0, avg_ips: 31.67840 images/sec.
Type : cable Train [ Epoch 76/256 iter 2 ] lr: 0.01100, loss: 0.06421, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.10731 sec, avg_samples: 96.0, avg_ips: 894.60991 images/sec.
Type : cable Train [ Epoch 76/256 iter 3 ] lr: 0.01100, loss: 0.01087, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.04910 sec, avg_samples: 32.0, avg_ips: 651.72903 images/sec.
Type : cable Train [ Epoch 77/256 iter 1 ] lr: 0.01065, loss: 0.02183, avg_reader_cost: 2.89983 sec, avg_batch_cost: 3.01432 sec, avg_samples: 96.0, avg_ips: 31.84800 images/sec.
Type : cable Train [ Epoch 77/256 iter 2 ] lr: 0.01065, loss: 0.05483, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.11670 sec, avg_samples: 96.0, avg_ips: 822.59400 images/sec.
Type : cable Train [ Epoch 77/256 iter 3 ] lr: 0.01065, loss: 0.01343, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.05866 sec, avg_samples: 32.0, avg_ips: 545.54951 images/sec.
Type : cable Train [ Epoch 78/256 iter 1 ] lr: 0.01029, loss: 0.03069, avg_reader_cost: 3.08120 sec, avg_batch_cost: 3.19763 sec, avg_samples: 96.0, avg_ips: 30.02223 images/sec.
Type : cable Train [ Epoch 78/256 iter 2 ] lr: 0.01029, loss: 0.05005, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.11527 sec, avg_samples: 96.0, avg_ips: 832.80905 images/sec.
Type : cable Train [ Epoch 78/256 iter 3 ] lr: 0.01029, loss: 0.06525, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.05913 sec, avg_samples: 32.0, avg_ips: 541.16997 images/sec.
Type : cable Train [ Epoch 79/256 iter 1 ] lr: 0.00995, loss: 0.04416, avg_reader_cost: 2.88590 sec, avg_batch_cost: 3.00157 sec, avg_samples: 96.0, avg_ips: 31.98325 images/sec.
Type : cable Train [ Epoch 79/256 iter 2 ] lr: 0.00995, loss: 0.01046, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.11571 sec, avg_samples: 96.0, avg_ips: 829.62603 images/sec.
Type : cable Train [ Epoch 79/256 iter 3 ] lr: 0.00995, loss: 0.00519, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.05773 sec, avg_samples: 32.0, avg_ips: 554.26142 images/sec.
Type : cable Train [ Epoch 80/256 iter 1 ] lr: 0.00960, loss: 0.05365, avg_reader_cost: 3.06050 sec, avg_batch_cost: 3.17776 sec, avg_samples: 96.0, avg_ips: 30.20997 images/sec.
Type : cable Train [ Epoch 80/256 iter 2 ] lr: 0.00960, loss: 0.02063, avg_reader_cost: 0.00033 sec, avg_batch_cost: 0.11583 sec, avg_samples: 96.0, avg_ips: 828.82170 images/sec.
Type : cable Train [ Epoch 80/256 iter 3 ] lr: 0.00960, loss: 0.05356, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.05938 sec, avg_samples: 32.0, avg_ips: 538.94477 images/sec.
Type : cable Test [ Epoch 80/256 ] test_cost: 16.021704 sec max_auc: 0.92466 roc_auc : 0.841642.
Type : cable Train [ Epoch 81/256 iter 1 ] lr: 0.00926, loss: 0.02244, avg_reader_cost: 2.99640 sec, avg_batch_cost: 3.11344 sec, avg_samples: 96.0, avg_ips: 30.83403 images/sec.
Type : cable Train [ Epoch 81/256 iter 2 ] lr: 0.00926, loss: 0.01453, avg_reader_cost: 0.00045 sec, avg_batch_cost: 0.11819 sec, avg_samples: 96.0, avg_ips: 812.25275 images/sec.
Type : cable Train [ Epoch 81/256 iter 3 ] lr: 0.00926, loss: 0.04053, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.05837 sec, avg_samples: 32.0, avg_ips: 548.21457 images/sec.
Type : cable Train [ Epoch 82/256 iter 1 ] lr: 0.00892, loss: 0.06605, avg_reader_cost: 2.79234 sec, avg_batch_cost: 2.90783 sec, avg_samples: 96.0, avg_ips: 33.01436 images/sec.
Type : cable Train [ Epoch 82/256 iter 2 ] lr: 0.00892, loss: 0.06589, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11606 sec, avg_samples: 96.0, avg_ips: 827.14804 images/sec.
Type : cable Train [ Epoch 82/256 iter 3 ] lr: 0.00892, loss: 0.03559, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05617 sec, avg_samples: 32.0, avg_ips: 569.67992 images/sec.
Type : cable Train [ Epoch 83/256 iter 1 ] lr: 0.00859, loss: 0.02725, avg_reader_cost: 2.85582 sec, avg_batch_cost: 2.97100 sec, avg_samples: 96.0, avg_ips: 32.31234 images/sec.
Type : cable Train [ Epoch 83/256 iter 2 ] lr: 0.00859, loss: 0.03330, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.11956 sec, avg_samples: 96.0, avg_ips: 802.92489 images/sec.
Type : cable Train [ Epoch 83/256 iter 3 ] lr: 0.00859, loss: 0.00691, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.05838 sec, avg_samples: 32.0, avg_ips: 548.14516 images/sec.
Type : cable Train [ Epoch 84/256 iter 1 ] lr: 0.00826, loss: 0.04522, avg_reader_cost: 2.84739 sec, avg_batch_cost: 2.96402 sec, avg_samples: 96.0, avg_ips: 32.38842 images/sec.
